value,page,position
611250,740,239
611250,796,201
611250,1507,95
611250,1944,395
611260,535,663
611260,702,744
611260,835,796
611260,1072,622
611270,261,123
611280,1313,220
611280,1404,649
611280,1977,223
611290,447,535
611290,1622,854
611300,393,362
611300,725,803
611300,1201,705
611300,1482,656
611310,231,104
611310,388,728
611310,484,222
611310,820,497
611320,706,288
611320,1576,828
611320,1611,634
611320,1864,212
611320,1897,245
611330,107,239
611330,724,921
611330,1738,466
611340,649,358
611340,679,38
611340,1312,314
611340,1370,447
611340,1473,28
611350,166,754
611350,194,768
611350,219,635
611350,305,478
611350,752,776
611350,897,978
611350,933,35
611350,1601,157
611360,810,935
611370,385,481
611370,612,884
611370,664,954
611370,783,365
611370,869,117
611370,976,91
611370,1040,267
611380,394,803
611380,698,855
611380,991,646
611380,1563,833
611390,241,462
611390,509,60
611390,518,614
611390,806,563
611390,1129,563
611390,1200,310
611390,1668,84
611390,1756,744
611400,41,805
611400,166,982
611400,462,498
611400,1367,544
611400,1812,884
611400,1918,506
611410,331,592
611410,457,881
611420,381,992
611420,598,141
611420,865,301
611430,1258,661
611430,1659,193
611440,1725,480
611450,88,631
611450,348,98
611450,504,56
611450,673,8
611450,1066,693
611450,1172,148
611450,1479,584
611450,1539,109
611460,1160,763
611460,1408,98
611470,1095,112
611480,49,537
611480,117,688
611480,195,719
611480,733,351
611480,786,280
611480,820,853
611480,1004,251
611480,1705,138
611480,1823,533
611490,319,31
611490,449,456
611490,527,446
611490,587,54
611490,700,757
611490,787,778
611490,1143,344
611490,1383,532
611490,1605,140
611490,1755,283
611500,1162,809
611510,602,693
611510,626,289
611510,1149,595
611510,1281,896
611510,1337,176
611510,1954,364
611520,1247,505
611520,1416,399
611530,510,352
611530,582,990
611530,1371,957
611540,89,168
611540,1092,94
611550,281,969
611550,312,706
611550,1251,67
611560,212,395
611560,1031,54
611570,233,108
611570,794,277
611570,1658,355
611580,319,738
611580,421,730
611580,1152,45
611580,1216,91
611580,1394,375
611590,32,603
611590,67,248
611590,165,618
611590,308,730
611590,353,902
611590,414,883
611590,548,846
611600,612,407
611600,1029,688
611600,1891,282
611610,552,58
611610,1560,310
611620,423,580
611620,989,513
611620,1336,137
611630,898,942
611640,166,701
611640,229,379
611640,232,756
611640,989,970
611640,1762,706
611640,1959,809
611650,703,597
611650,1145,952
611650,1511,599
611650,1864,964
611650,1895,727
611660,630,991
611660,1334,388
611660,1612,814
611670,160,862
611670,646,678
611670,1500,192
611670,1878,923
611680,518,178
611680,1475,240
611680,1688,549
611680,1838,857
611690,445,751
611690,602,757
611690,1033,320
611690,1400,649
611700,226,817
611700,872,433
611700,1254,976
611710,139,305
611710,604,514
611710,794,240
611710,1706,593
611720,234,206
611720,955,973
611720,1035,235
611720,1939,285
611730,38,225
611730,122,321
611730,429,172
611730,445,259
611730,538,379
611730,621,303
611740,1415,365
611740,1455,872
611740,1867,616
611750,678,177
611750,799,592
611750,1404,532
611760,43,849
611760,290,574
611760,504,938
611760,1008,339
611760,1183,560
611760,1522,420
611760,1626,831
611770,656,99
611770,1577,970
611770,1711,189
611780,782,783
611780,830,730
611780,965,723
611780,1791,832
611790,1590,871
611790,1902,891
611800,368,200
611800,1119,213
611800,1598,268
611800,1915,819
611810,899,227
611810,1858,45
611820,583,769
611830,235,743
611830,1536,717
611840,144,767
611840,1375,548
611840,1467,290
611840,1746,461
611840,1928,421
611850,316,637
611850,999,363
611850,1383,210
611860,132,918
611860,443,798
611860,915,867
611860,942,14
611860,960,791
611860,1872,503
611870,254,187
611870,1400,665
611870,1920,941
611880,394,724
611880,1005,194
611880,1622,943
611890,1089,102
611890,1258,533
611890,1914,382
611900,194,1
611900,498,124
611900,960,883
611910,1085,702
611910,1289,471
611920,1521,170
611920,1673,403
611930,54,139
611930,296,660
611930,1120,592
611940,129,392
611940,851,388
611940,910,4
611940,944,323
611940,1234,586
611950,226,303
611950,795,473
611950,1450,141
611950,1746,84
611950,1814,685
611960,92,184
611960,406,41
611960,1688,66
611970,167,471
611970,1185,278
611970,1787,986
611980,253,577
611990,1694,143
612000,251,318
612000,747,196
612000,1522,108
612000,1586,652
612000,1605,517
612000,1808,338
612010,526,678
612010,899,167
612010,1029,293
612010,1993,979
612020,127,316
612020,423,663
612020,1158,472
612020,1378,644
612020,1394,4
612030,231,893
612030,761,990
612030,1992,492
612040,865,74
612040,911,675
612040,1016,273
612040,1656,484
612050,36,845
612050,605,501
612050,1293,657
612060,303,431
612060,1100,652
612060,1380,36
612060,1594,663
612070,482,203
612070,714,704
612070,774,910
612070,1148,148
612070,1308,445
612070,1655,351
612080,151,230
612080,1081,807
612090,28,824
612090,496,729
612090,1437,376
612090,1519,430
612090,1586,760
612100,908,949
612100,1044,159
612100,1567,820
612100,1779,912
612100,1992,756
612110,388,392
612110,1239,620
612120,203,472
612120,911,846
612130,530,235
612130,877,202
612130,1161,62
612130,1282,394
612130,1860,598
612140,948,236
612150,581,829
612150,870,342
612150,1052,131
612160,345,924
612160,785,935
612160,1083,377
612160,1518,40
612170,454,35
612170,479,722
612170,1510,162
