value,page,position
509440,668,677
509440,976,84
509450,502,18
509450,811,801
509450,1182,85
509450,1621,254
509450,1626,551
509450,1739,892
509450,1782,821
509450,1947,421
509460,98,279
509460,560,957
509460,781,493
509460,791,302
509460,963,144
509460,1896,489
509470,673,633
509470,1038,917
509480,145,214
509480,231,675
509480,1062,89
509480,1937,455
509490,272,333
509490,478,889
509490,1023,823
509490,1052,568
509490,1361,683
509500,1831,406
509510,245,929
509510,395,110
509510,867,317
509510,1470,94
509510,1837,525
509520,72,511
509520,112,915
509520,913,633
509520,939,421
509520,1246,155
509520,1285,429
509520,1412,331
509520,1681,110
509520,1711,142
509530,749,984
509530,1547,383
509540,233,438
509540,989,726
509540,1480,991
509540,1592,801
509540,1608,633
509540,1901,278
509550,1196,738
509550,1298,939
509550,1860,660
509560,138,990
509560,176,662
509560,1278,955
509560,1321,651
509570,197,467
509570,329,140
509570,552,710
509570,739,78
509570,765,171
509570,1539,789
509580,248,778
509580,808,423
509580,1923,697
509590,40,727
509590,1983,776
509600,146,490
509600,164,335
509600,1205,505
509600,1594,15
509610,855,194
509610,940,328
509620,1077,693
509620,1690,203
509630,72,151
509630,647,82
509630,726,893
509630,1116,958
509630,1543,1
509640,495,798
509640,1103,910
509640,1164,421
509640,1268,456
509650,380,126
509650,1848,971
509650,1891,607
509650,1915,657
509660,103,933
509660,1659,990
509660,1704,31
509670,785,989
509670,1173,730
509670,1832,721
509670,1860,804
509680,55,688
509680,1062,417
509680,1564,84
509680,1803,845
509690,164,107
509690,367,640
509690,956,640
509690,1297,932
509700,540,287
509700,564,899
509700,852,720
509700,1095,198
509700,1356,607
509700,1571,663
509700,1623,657
509710,817,498
509710,1064,401
509720,1,590
509720,470,61
509720,551,119
509720,1990,274
509730,108,932
509730,291,993
509730,349,273
509730,611,504
509730,748,461
509730,857,514
509730,1090,794
509730,1166,114
509730,1356,529
509730,1926,63
509740,40,242
509740,162,460
509740,241,628
509740,674,979
509740,690,833
509740,783,561
509740,788,467
509740,911,40
509740,945,102
509740,993,187
509740,1245,458
509740,1535,430
509750,58,587
509750,1665,80
509750,1910,205
509760,272,908
509760,330,476
509760,566,975
509760,948,750
509760,1193,913
509770,213,239
509770,436,494
509770,841,669
509770,1091,624
509780,720,293
509780,975,992
509780,1791,207
509790,1135,561
509790,1399,589
509790,1533,248
509790,1724,829
509800,128,994
509800,152,843
509800,624,636
509800,784,693
509800,1519,711
509810,143,967
509810,633,853
509810,1237,642
509810,1499,163
509810,1656,472
509820,168,705
509820,172,591
509820,868,618
509820,915,515
509820,1467,371
509830,322,312
509840,1498,383
509840,1634,126
509840,1885,47
509850,721,181
509850,1044,462
509850,1229,736
509860,528,762
509860,1086,936
509860,1662,308
509860,1809,529
509870,217,140
509870,558,759
509870,819,944
509880,388,876
509880,1095,343
509880,1919,687
509890,365,977
509890,411,296
509890,1224,63
509900,1721,447
509900,1832,513
509910,633,219
509910,1930,496
509920,449,813
509920,605,823
509920,768,199
509920,770,871
509920,939,485
509920,1474,200
509930,173,574
509930,546,382
509930,1081,593
509930,1086,121
509930,1110,781
509930,1745,257
509940,745,136
509940,954,521
509940,1076,539
509940,1362,0
509950,221,425
509950,1606,155
509960,140,705
509960,806,717
509960,1004,708
509960,1320,226
509960,1775,908
509970,274,336
509970,459,996
509970,812,788
509970,1503,575
509980,18,598
509980,326,711
509980,345,54
509980,394,942
509980,1081,947
509980,1741,871
509980,1815,110
509990,77,160
509990,308,429
509990,919,183
509990,1091,538
509990,1296,71
509990,1481,701
509990,1715,295
510000,81,425
510000,330,551
510000,1879,723
510010,1175,843
510030,108,423
510030,323,592
510030,339,708
510030,707,819
510030,1094,560
510040,45,510
510040,351,966
510040,361,575
510040,375,212
510040,434,974
510040,993,17
510040,1019,763
510040,1520,993
510040,1594,320
510050,195,682
510050,570,848
510050,612,812
510060,399,651
510060,583,573
510060,641,962
510060,1032,219
510060,1810,32
510060,1848,366
510070,945,718
510070,962,643
510070,1169,734
510070,1344,723
510070,1931,59
510080,696,733
510080,1489,535
510080,1503,339
510090,163,863
510090,433,720
510090,513,330
510090,1306,775
510100,1141,72
510100,1374,85
