value,page,position
4380150,1533,725
4380160,30,846
4380160,34,294
4380160,221,501
4380160,377,868
4380160,440,756
4380160,1335,862
4380170,294,930
4380180,152,41
4380180,788,786
4380180,946,329
4380180,1093,34
4380180,1995,63
4380190,194,850
4380190,869,771
4380190,1362,538
4380190,1959,637
4380200,888,279
4380200,1065,525
4380200,1166,299
4380200,1187,231
4380200,1361,929
4380210,366,523
4380210,650,193
4380210,968,121
4380210,1269,133
4380210,1538,10
4380220,480,380
4380220,1012,31
4380220,1424,540
4380220,1530,146
4380220,1711,458
4380230,435,17
4380230,1021,501
4380230,1033,973
4380240,41,177
4380240,268,905
4380240,521,670
4380250,102,443
4380250,341,621
4380250,861,390
4380250,871,259
4380250,1210,36
4380250,1852,688
4380260,82,208
4380260,813,993
4380260,1318,29
4380260,1572,726
4380260,1626,877
4380260,1957,390
4380280,304,483
4380280,596,66
4380280,948,878
4380280,1140,856
4380280,1150,801
4380280,1341,210
4380280,1508,782
4380290,227,684
4380290,636,447
4380290,652,202
4380290,928,532
4380290,1121,224
4380300,556,422
4380300,598,779
4380300,849,331
4380300,1333,30
4380310,692,914
4380310,945,147
4380310,1422,600
4380310,1454,672
4380310,1661,986
4380310,1912,471
4380310,1962,433
4380320,295,629
4380320,417,101
4380320,874,845
4380320,1257,410
4380330,1745,441
4380340,361,117
4380340,697,845
4380350,454,612
4380350,914,991
4380350,1189,133
4380350,1578,942
4380360,42,871
4380360,677,637
4380360,1051,688
4380360,1382,265
4380360,1384,569
4380360,1968,136
4380370,1753,199
4380380,162,571
4380380,747,864
4380380,920,494
4380380,1586,391
4380390,190,744
4380390,290,264
4380390,1003,687
4380390,1330,135
4380390,1666,839
4380400,946,585
4380400,992,16
4380410,343,477
4380410,394,941
4380410,779,231
4380410,821,130
4380410,997,266
4380410,999,433
4380410,1111,506
4380410,1144,108
4380420,443,723
4380420,624,701
4380420,652,731
4380420,735,417
4380420,1216,514
4380420,1313,981
4380420,1472,593
4380430,147,984
4380430,202,851
4380430,449,206
4380430,1184,579
4380430,1461,545
4380430,1569,342
4380440,308,204
4380440,724,657
4380440,1013,884
4380440,1216,426
4380440,1547,362
4380440,1795,854
4380450,11,79
4380450,512,220
4380450,749,4
4380450,1022,979
4380450,1481,128
4380460,300,469
4380460,403,447
4380460,718,345
4380460,1650,988
4380460,1659,823
4380460,1995,363
4380470,137,83
4380470,245,612
4380470,862,410
4380470,1853,463
4380490,1019,280
4380490,1325,591
4380490,1403,19
4380490,1864,776
4380500,384,448
4380500,420,937
4380500,1252,841
4380510,245,604
4380510,706,121
4380510,963,957
4380510,1125,662
4380510,1748,151
4380510,1784,396
4380520,382,831
4380520,408,688
4380520,713,130
4380530,40,71
4380530,1380,760
4380530,1652,11
4380540,1366,685
4380540,1782,720
4380550,771,21
4380560,680,793
4380560,1105,192
4380560,1874,424
4380560,1981,721
4380570,322,371
4380570,395,898
4380570,530,757
4380570,1321,476
4380580,1235,161
4380590,67,700
4380590,358,194
4380590,385,669
4380590,433,453
4380590,536,198
4380600,585,204
4380600,1510,600
4380600,1606,420
4380610,1008,376
4380610,1607,430
4380620,433,993
4380620,729,766
4380620,1198,857
4380620,1729,359
4380630,432,666
4380630,440,949
4380630,671,455
4380630,1055,644
4380630,1646,454
4380640,62,944
4380640,148,427
4380640,309,489
4380640,986,642
4380640,1541,740
4380640,1569,736
4380640,1653,634
4380650,4,14
4380650,480,799
4380660,663,270
4380660,776,214
4380660,891,623
4380660,927,673
4380660,1236,420
4380660,1387,796
4380660,1772,239
4380670,898,705
4380670,1101,628
4380670,1646,961
4380670,1735,362
4380680,117,319
4380680,187,378
4380680,482,109
4380680,1329,116
4380690,331,247
4380690,726,681
4380690,884,572
4380690,1880,332
4380700,567,225
4380700,586,313
4380700,619,627
4380710,102,235
4380710,216,95
4380710,1491,388
4380720,586,658
4380720,1075,784
4380730,92,171
4380730,359,141
4380730,614,708
4380730,1047,923
4380730,1855,923
4380740,82,476
4380740,234,380
4380740,1482,192
4380740,1627,598
4380740,2000,475
4380750,1604,263
4380760,178,241
4380760,730,323
4380770,21,567
4380770,399,168
4380770,1488,822
4380770,1867,755
4380780,89,902
4380780,629,983
4380780,655,230
4380780,818,572
4380780,1324,295
4380790,265,573
4380790,302,926
4380790,1105,696
4380790,1262,256
4380790,1509,540
4380790,1667,152
4380800,291,727
4380800,507,526
4380800,1106,217
4380800,1126,586
4380800,1165,94
4380800,1977,621
4380810,101,172
4380810,1531,77
4380810,1936,201
4380820,20,804
4380820,85,273
4380820,134,279
4380820,861,349
4380820,891,356
4380820,1237,111
4380820,1436,286
4380820,1702,129
4380830,532,536
4380830,1920,193
4380850,143,557
4380850,310,310
4380860,216,161
4380860,244,165
4380860,564,6
4380860,1198,845
4380870,43,32
4380870,635,222
4380870,1902,190
4380880,569,451
4380880,604,519
4380880,1235,119
4380890,552,97
4380890,564,159
4380900,211,475
4380900,740,309
4380900,941,249
4380900,1388,699
4380900,1536,463
4380900,1674,608
4380910,144,247
4380910,623,194
4380910,1980,533
4380920,781,274
4380920,1271,961
4380920,1817,867
4380930,1593,335
4380940,68,555
4380940,525,734
4380940,960,595
4380940,1116,514
4380940,1132,715
4380940,1277,151
4380940,1346,529
4380950,4,314
4380950,705,370
4380950,740,41
4380950,1018,629
4380950,1229,166
4380950,1370,774
4380950,1723,409
4380950,1825,696
4380960,603,223
4380960,925,708
4380960,1228,206
4380970,563,92
4380970,861,912
4380970,1218,109
4380970,1485,160
4380970,1721,701
4380980,696,396
4380980,1064,839
4380990,172,345
4380990,610,430
4380990,695,317
4380990,1042,878
4380990,1211,485
4380990,1404,528
4380990,1621,821
4380990,1908,630
4381000,418,606
4381000,571,968
4381000,757,336
4381000,1113,547
4381000,1258,776
4381000,1342,104
4381000,1514,873
4381010,506,593
4381010,613,917
4381010,1521,279
4381010,1742,978
4381020,99,605
4381020,476,264
4381020,578,926
4381020,880,265
4381020,1226,994
4381020,1278,771
4381030,323,820
4381030,1019,627
4381030,1380,996
4381040,500,554
4381040,1761,972
4381040,1872,434
4381050,448,123
4381050,1325,265
4381050,1548,319
4381050,1707,554
4381060,918,804
4381060,1025,253
4381060,1050,732
4381060,1290,825
4381060,1504,920
4381060,1970,168
4381070,1168,925
4381070,1715,157
4381080,310,805
4381090,8,982
4381090,530,120
4381090,569,786
4381100,855,836
4381100,912,343
4381100,1397,517
4381110,447,600
4381110,1507,537
4381110,1709,409
4381110,1743,127
4381120,344,648
4381120,686,989
4381120,958,344
4381120,1137,653
4381120,1440,470
4381120,1538,217
