value,page,position
2750800,398,108
2750800,966,808
2750800,974,897
2750800,1061,373
2750800,1310,359
2750800,1806,524
2750810,433,129
2750810,1266,865
2750810,1797,155
2750820,159,43
2750820,615,734
2750820,787,264
2750820,933,631
2750820,1098,185
2750820,1711,9
2750830,715,345
2750830,923,459
2750830,1728,543
2750840,41,553
2750840,495,868
2750850,50,351
2750850,737,683
2750850,917,418
2750860,34,886
2750860,144,918
2750860,1517,810
2750860,1585,704
2750860,1718,384
2750870,955,749
2750880,1073,287
2750890,82,751
2750890,418,10
2750890,699,805
2750890,868,496
2750890,911,899
2750890,1346,819
2750890,1369,434
2750890,1666,321
2750890,1950,75
2750900,1442,326
2750900,1506,922
2750900,1698,617
2750900,1887,41
2750910,113,588
2750910,359,292
2750910,419,479
2750910,430,35
2750910,676,110
2750910,962,701
2750910,1022,617
2750910,1088,762
2750910,1231,128
2750920,1931,12
2750920,1942,125
2750930,415,250
2750930,482,182
2750930,1434,889
2750930,1736,513
2750930,1856,389
2750930,1995,89
2750940,637,22
2750940,795,341
2750940,1074,395
2750940,1759,540
2750950,256,996
2750950,1002,495
2750950,1379,465
2750960,206,540
2750960,229,719
2750960,424,60
2750960,539,561
2750960,861,164
2750960,1265,81
2750960,1545,264
2750960,1716,5
2750960,1799,947
2750970,57,141
2750970,104,122
2750970,333,208
2750970,852,663
2750970,1321,957
2750980,954,668
2750980,1856,265
2750990,41,39
2750990,176,905
2750990,498,860
2750990,1079,297
2750990,1194,136
2750990,1223,770
2751000,476,739
2751000,1614,340
2751000,1966,138
2751010,51,921
2751010,1468,650
2751020,464,103
2751020,588,910
2751020,1281,860
2751020,1907,801
2751030,500,965
2751040,178,231
2751040,454,440
2751040,1473,160
2751040,1969,18
2751050,172,225
2751050,263,843
2751050,603,111
2751050,706,236
2751050,773,571
2751050,1072,731
2751050,1212,962
2751060,617,273
2751060,1161,691
2751060,1904,733
2751070,126,505
2751070,798,647
2751070,1175,739
2751070,1437,153
2751080,712,808
2751090,129,548
2751090,435,450
2751090,880,239
2751100,594,939
2751100,1386,403
2751100,1888,147
2751110,158,58
2751110,621,427
2751110,1011,529
2751110,1029,272
2751110,1239,181
2751110,1712,129
2751130,209,212
2751130,1029,226
2751130,1052,742
2751130,1090,797
2751130,1704,251
2751130,1856,228
2751140,190,69
2751140,863,445
2751150,49,242
2751160,243,949
2751160,445,464
2751160,1963,817
2751170,471,148
2751170,509,491
2751170,605,428
2751170,1400,338
2751170,1686,989
2751170,1996,135
2751180,1163,464
2751180,1633,776
2751190,888,95
2751200,250,927
2751200,654,100
2751200,823,420
2751210,881,438
2751220,648,72
2751220,742,589
2751220,1052,773
2751220,1166,138
2751230,437,68
2751230,858,42
2751230,898,536
2751230,1552,123
2751230,1983,791
2751240,492,309
2751240,1265,963
2751250,896,414
2751250,1218,995
2751260,296,862
2751260,330,731
2751260,369,932
2751260,1649,541
2751260,1798,967
2751270,758,126
2751270,1153,204
2751270,1541,359
2751270,1548,645
2751280,681,419
2751280,792,899
2751290,498,901
2751290,1206,776
2751300,1141,604
2751300,1431,627
2751300,1976,282
2751310,249,876
2751310,549,3
2751310,1014,942
2751310,1815,895
2751310,1912,866
2751310,1945,204
2751320,294,554
2751320,495,953
2751320,545,219
2751320,804,13
2751320,933,501
2751320,1886,366
2751330,176,305
2751330,1179,133
2751330,1564,20
2751330,1642,48
2751340,512,424
2751340,545,9
2751340,747,706
2751340,1389,82
2751340,1811,647
2751350,1429,358
2751350,1546,622
2751350,1631,974
2751350,1637,697
2751350,1674,548
2751360,642,259
2751360,758,682
2751360,1204,838
2751360,1274,35
2751360,1616,865
2751360,1650,959
2751360,1772,875
2751370,235,880
2751370,1447,625
2751370,1790,62
2751380,960,256
2751390,315,955
2751390,450,282
2751390,1511,662
2751390,1880,530
2751400,333,433
2751400,1168,408
2751410,216,458
2751410,815,44
2751410,816,762
2751410,1441,253
2751410,1454,27
2751420,25,890
2751420,102,331
2751430,285,155
2751430,783,789
2751430,978,201
2751430,999,673
2751430,1165,869
2751430,1405,81
2751430,1409,494
2751440,85,837
2751440,213,820
2751440,339,510
2751440,520,54
2751440,1549,96
2751440,1836,58
2751440,1941,229
2751450,80,594
2751450,313,271
2751450,1370,220
2751450,1558,239
2751450,1699,178
2751460,93,340
2751460,1657,71
2751460,1747,688
2751470,176,381
2751470,1717,479
2751470,1819,120
2751470,1973,519
2751480,192,807
2751480,763,309
2751480,1278,114
2751480,1306,316
2751480,1541,193
2751480,1582,428
2751480,1904,588
2751480,1987,890
2751490,1329,364
2751500,148,76
2751500,982,125
2751500,1113,933
2751500,1415,366
2751510,611,886
2751510,912,621
2751520,39,829
2751520,820,866
2751520,1802,684
2751530,357,590
2751530,902,823
2751530,976,711
2751530,1123,461
2751530,1391,737
2751530,1583,710
2751530,1592,483
2751530,1943,61
2751530,1982,544
2751540,648,772
2751540,1050,244
2751540,1643,910
2751540,1786,644
2751540,1988,957
2751550,305,266
2751550,1406,534
2751560,1926,660
2751570,605,595
2751570,1462,523
2751570,1544,251
2751590,587,206
2751590,1949,592
2751600,504,601
2751600,1390,944
2751600,1521,126
2751610,1852,539
2751610,1966,884
2751620,412,792
2751620,1653,35
2751630,110,849
2751630,253,327
2751640,677,365
2751640,1507,714
2751650,1325,180
2751650,1337,802
2751650,1465,164
2751650,1489,706
2751650,1641,63
2751650,1875,103
2751650,1923,756
2751650,1930,264
2751660,500,580
2751660,1343,847
2751660,1581,927
2751670,293,954
2751670,420,128
2751670,1673,9
2751680,362,408
2751680,1150,530
2751690,119,796
