value,page,position
13200000,1937,846
13200010,987,953
13200020,1634,840
13200030,1719,177
13200040,1978,823
13200050,859,255
13200060,1474,471
13200070,1201,500
13200080,468,292
13200090,1721,664
13200100,1402,384
13200110,1560,195
13200120,1512,925
13200130,517,700
13200140,878,41
13200150,1587,301
13200160,1247,614
13200170,315,527
13200180,942,211
13200190,123,685
13200200,479,880
13200210,1983,848
13200220,599,359
13200230,538,927
13200240,707,561
13200250,404,323
13200260,388,204
13200270,1967,539
13200280,571,723
13200290,150,798
13200300,2000,213
13200310,1542,241
13200320,1096,395
13200330,1786,978
13200340,845,223
13200350,381,25
13200360,1018,58
13200370,1463,495
13200380,1995,321
13200390,1449,635
13200400,345,386
13200410,826,677
13200420,1495,187
13200430,288,95
13200440,1580,971
13200450,712,823
13200460,1387,974
13200470,1683,726
13200480,34,181
13200490,1902,487
13200500,1944,395
13200510,1075,128
13200520,1730,491
13200530,1184,85
13200540,387,678
13200550,572,748
13200560,1050,500
13200570,1585,413
13200580,1489,712
13200590,6,285
13200600,287,837
13200610,1166,671
13200620,1010,369
13200630,366,598
13200640,920,180
13200650,1347,240
13200660,1317,499
13200670,218,17
13200680,1180,155
13200690,1914,356
13200700,1968,592
13200710,132,760
13200720,705,713
13200730,829,723
13200740,1971,582
13200750,1900,189
13200760,1800,521
13200770,620,928
13200780,192,704
13200790,14,182
13200800,1064,897
13200810,180,251
13200820,1940,357
13200830,1255,290
13200840,1993,497
13200850,1313,671
13200860,1767,112
13200870,1125,184
13200880,1058,881
13200890,1750,631
13200900,1136,224
13200910,1278,129
13200920,1130,43
13200930,1725,238
13200940,1813,152
13200950,1492,430
13200960,134,71
13200970,1437,28
13200980,1696,352
13200990,250,556
13201000,1061,632
13201010,476,35
13201020,115,340
13201030,1652,844
13201040,1539,932
13201050,1843,604
13201060,1566,164
13201070,987,572
13201080,351,274
13201090,1751,933
13201100,404,788
13201110,1542,545
13201120,309,308
13201130,129,738
13201140,1369,456
13201150,1978,806
13201160,351,641
13201170,523,212
13201180,1727,562
13201190,1514,478
13201200,101,434
13201210,1896,521
13201220,1769,79
13201230,1563,95
13201240,374,874
13201250,1814,642
13201260,1187,450
13201270,1879,579
13201280,1390,18
13201290,809,832
13201300,1126,171
13201310,1223,546
13201320,848,145
13201330,993,77
13201340,1202,38
13201350,715,222
13201360,362,105
13201370,1108,200
13201380,914,477
13201390,1148,763
13201400,1123,221
13201410,1352,97
13201420,1642,980
13201430,640,641
13201440,458,499
13201450,35,884
13201460,437,102
13201470,1808,593
13201480,599,384
13201490,773,328
13201500,1530,615
13201510,1381,262
13201520,1668,722
13201530,1547,275
13201540,1601,760
13201550,418,548
13201560,1249,444
13201570,430,242
13201580,123,521
13201590,263,970
13201600,340,152
13201610,801,399
13201620,1364,417
13201630,37,312
13201640,582,108
13201650,628,153
13201660,261,848
13201670,1781,248
13201680,1479,501
13201690,311,301
13201700,1412,108
13201710,456,146
13201720,1825,103
13201730,544,817
13201740,617,890
13201750,102,112
13201760,1855,657
13201770,1876,937
13201780,1010,281
13201790,336,402
13201800,1265,570
13201810,364,294
13201820,115,879
13201830,745,374
13201840,747,897
13201850,1737,738
13201860,1688,591
13201870,963,844
13201880,1308,187
13201890,374,358
13201900,172,264
13201910,108,560
13201920,1484,408
13201930,1267,625
13201940,773,226
13201950,78,37
13201960,1727,386
13201970,724,535
13201980,1416,312
13201990,639,699
13202000,177,927
13202010,1673,806
13202020,552,189
13202030,482,611
13202040,1262,576
13202050,442,380
13202060,581,334
13202070,53,15
13202080,1437,658
13202090,457,169
13202100,1643,625
13202110,762,922
13202120,1727,665
13202130,610,549
13202140,306,695
13202150,938,999
13202160,1713,776
13202170,558,863
13202180,704,20
13202190,422,194
13202200,191,436
13202210,1081,537
13202220,1842,293
13202230,1085,361
13202240,1578,817
13202250,487,989
13202260,1612,300
13202270,1322,867
13202280,1190,571
13202290,1227,626
13202300,344,64
13202310,907,813
13202320,716,633
13202330,406,101
13202340,113,468
13202350,1618,842
13202360,1514,834
13202370,918,353
13202380,1899,971
13202390,1845,617
13202400,1837,618
13202410,875,536
13202420,1124,885
13202430,849,831
13202440,550,458
13202450,946,438
13202460,1741,953
13202470,935,445
13202480,1272,748
13202490,1237,582
13202500,833,861
13202510,1229,866
13202520,63,930
13202530,1594,539
13202540,1288,229
13202550,1454,614
13202560,756,40
13202570,1097,966
13202580,352,336
13202590,558,708
13202600,1898,762
13202610,235,27
13202620,508,733
13202630,1100,811
13202640,629,73
13202650,14,10
