value,page,position
6800000,1335,852
6800010,1055,297
6800020,1687,567
6800030,1812,286
6800040,1537,350
6800050,925,453
6800060,275,59
6800070,1007,728
6800080,1110,644
6800090,1585,315
6800100,936,669
6800110,556,235
6800120,751,744
6800130,1480,729
6800140,1062,864
6800150,219,331
6800160,413,178
6800170,1125,587
6800180,1616,827
6800190,1618,386
6800200,1043,662
6800210,946,495
6800220,294,454
6800230,1006,897
6800240,483,249
6800250,456,704
6800260,1805,925
6800270,565,702
6800280,199,233
6800290,844,640
6800300,350,829
6800310,396,512
6800320,925,130
6800330,1938,9
6800340,217,538
6800350,83,448
6800360,930,919
6800370,980,983
6800380,1661,388
6800390,575,955
6800400,1497,602
6800410,1385,65
6800420,1661,342
6800430,1984,278
6800440,719,614
6800450,1298,830
6800460,382,249
6800470,539,522
6800480,1990,180
6800490,318,415
6800500,803,386
6800510,8,846
6800520,929,655
6800530,1080,471
6800540,215,261
6800550,761,27
6800560,845,98
6800570,1048,886
6800580,277,613
6800590,1766,170
6800600,1517,938
6800610,755,994
6800620,1265,249
6800630,1530,162
6800640,1909,303
6800650,1905,312
6800660,1908,401
6800670,342,385
6800680,1929,721
6800690,1194,112
6800700,560,267
6800710,482,269
6800720,106,538
6800730,579,390
6800740,528,90
6800750,1226,658
6800760,1467,231
6800770,1721,730
6800780,697,872
6800790,569,341
6800800,1279,573
6800810,433,708
6800820,1741,798
6800830,1138,410
6800840,453,539
6800850,496,121
6800860,26,880
6800870,1931,791
6800880,687,684
6800890,1465,662
6800900,196,300
6800910,622,435
6800920,303,26
6800930,1539,990
6800940,1331,409
6800950,1932,860
6800960,99,54
6800970,1649,698
6800980,94,743
6800990,551,8
6801000,1820,823
6801010,492,847
6801020,646,771
6801030,1835,836
6801040,1692,193
6801050,1654,506
6801060,268,846
6801070,1900,242
6801080,544,729
6801090,1506,25
6801100,1688,563
6801110,584,37
6801120,696,962
6801130,1850,171
6801140,1907,192
6801150,1174,323
6801160,244,856
6801170,634,596
6801180,1402,955
6801190,229,90
6801200,914,410
6801210,1138,338
6801220,740,504
6801230,460,76
6801240,1172,414
6801250,770,956
6801260,194,163
6801270,250,775
6801280,1886,970
6801290,1505,430
6801300,1532,577
6801310,2000,872
6801320,931,387
6801330,1694,619
6801340,625,809
6801350,892,615
6801360,1671,548
6801370,96,954
6801380,494,875
6801390,1489,719
6801400,1270,892
6801410,527,67
6801420,1865,241
6801430,506,261
6801440,251,868
6801450,1828,209
6801460,1994,343
6801470,1114,525
6801480,1053,466
6801490,703,265
6801500,21,916
6801510,536,680
6801520,1930,934
6801530,485,497
6801540,1784,164
6801550,1322,292
6801560,991,47
6801570,57,872
6801580,1555,153
6801590,930,362
6801600,716,623
6801610,605,266
6801620,983,176
6801630,352,722
6801640,672,896
6801650,1876,196
6801660,1867,94
6801670,371,5
6801680,1086,343
6801690,523,932
6801700,67,322
6801710,451,148
6801720,1162,346
6801730,160,850
6801740,635,353
6801750,1919,90
6801760,1900,879
6801770,425,327
6801780,2,854
6801790,203,604
6801800,845,646
6801810,903,218
6801820,847,859
6801830,1558,284
6801840,477,382
6801850,554,904
6801860,1626,139
6801870,33,423
6801880,1095,118
6801890,1660,336
6801900,544,270
6801910,470,263
6801920,282,931
6801930,299,809
6801940,420,390
6801950,886,10
6801960,102,277
6801970,146,342
6801980,1250,823
6801990,1038,325
6802000,168,56
6802010,882,424
