value,page,position
1600000,268,100
1600010,1759,600
1600020,979,925
1600030,1779,263
1600040,984,17
1600050,1699,330
1600060,1513,562
1600070,357,519
1600080,1040,197
1600090,496,767
1600100,1853,859
1600110,673,870
1600120,563,604
1600130,886,335
1600140,419,605
1600150,266,653
1600160,747,139
1600170,1850,763
1600180,1595,129
1600190,350,446
1600200,461,264
1600210,943,648
1600220,1302,506
1600230,1570,982
1600240,899,886
1600250,1831,732
1600260,1366,18
1600270,550,773
1600280,195,781
1600290,28,693
1600300,1121,961
1600310,1860,238
1600320,473,46
1600330,1773,829
1600340,683,553
1600350,1428,522
1600360,1731,775
1600370,1010,860
1600380,1385,427
1600390,1929,271
1600400,1893,40
1600410,513,996
1600420,1560,945
1600430,1057,152
1600440,203,602
1600450,1658,9
1600460,414,934
1600470,42,649
1600480,1589,298
1600490,1861,831
1600500,27,794
1600510,1280,759
1600520,286,676
1600530,1175,413
1600540,1842,392
1600550,1337,993
1600560,412,334
1600570,1420,887
1600580,332,747
1600590,1691,766
1600600,1877,592
1600610,459,211
1600620,995,95
1600630,595,576
1600640,1302,487
1600650,1311,633
1600660,421,142
1600670,743,72
1600680,1796,329
1600690,1398,222
1600700,778,441
1600710,914,361
1600720,1531,218
1600730,609,899
1600740,701,250
1600750,1641,267
1600760,1027,213
1600770,1511,448
1600780,440,193
1600790,1379,567
1600800,718,657
1600810,1497,336
1600820,51,960
1600830,405,418
1600840,337,164
1600850,91,120
1600860,1469,373
1600870,1119,268
1600880,913,866
1600890,349,950
1600900,1128,284
1600910,1228,565
1600920,504,490
1600930,1566,748
1600940,900,529
1600950,1230,10
1600960,1336,317
1600970,1653,224
1600980,598,778
1600990,971,619
1601000,1127,721
1601010,1413,647
1601020,291,84
1601030,1902,799
1601040,185,639
1601050,254,892
1601060,71,787
1601070,686,190
1601080,1428,398
1601090,187,320
1601100,172,321
1601110,1642,934
1601120,1001,423
1601130,777,323
1601140,995,155
1601150,984,951
1601160,1135,248
1601170,1963,588
1601180,1692,198
1601190,1174,806
1601200,218,322
1601210,234,302
1601220,962,472
1601230,1505,4
1601240,403,798
1601250,1715,841
1601260,830,476
1601270,1025,148
1601280,1462,30
1601290,1041,698
1601300,368,905
1601310,1534,192
1601320,1953,148
1601330,994,436
1601340,143,247
1601350,1795,101
1601360,1234,213
1601370,449,470
1601380,1163,802
1601390,1785,196
1601400,1832,964
1601410,234,647
1601420,373,655
1601430,1958,561
1601440,902,137
1601450,1364,536
1601460,919,733
1601470,1242,513
1601480,876,219
1601490,303,869
1601500,1266,724
1601510,399,561
1601520,978,388
1601530,868,440
1601540,1499,839
1601550,1569,537
1601560,1607,157
1601570,451,844
1601580,217,722
1601590,1813,537
1601600,1840,275
1601610,479,376
1601620,523,16
1601630,920,404
1601640,1120,665
1601650,1384,690
1601660,640,602
1601670,1007,427
1601680,162,852
1601690,513,704
1601700,1742,569
1601710,1620,960
1601720,19,942
1601730,1402,920
1601740,1959,835
1601750,1543,225
1601760,951,684
1601770,770,452
1601780,1500,192
1601790,1538,656
1601800,855,273
1601810,939,229
1601820,1763,435
1601830,952,353
1601840,1085,120
1601850,709,635
1601860,395,360
1601870,812,766
1601880,1626,547
1601890,1562,750
1601900,38,347
1601910,934,624
1601920,412,600
1601930,208,956
1601940,939,110
1601950,576,945
1601960,1647,615
1601970,893,223
1601980,355,405
1601990,129,482
1602000,1893,935
1602010,1018,848
1602020,1536,17
1602030,849,766
1602040,275,604
1602050,1347,266
1602060,1380,70
1602070,1920,362
1602080,1417,403
1602090,1961,146
1602100,39,510
1602110,270,471
1602120,852,798
1602130,602,386
1602140,145,550
1602150,972,819
1602160,1408,258
1602170,3,29
1602180,789,673
1602190,403,531
1602200,1712,679
1602210,869,107
1602220,719,668
1602230,206,561
1602240,260,749
1602250,545,834
1602260,634,404
1602270,1191,717
1602280,428,656
1602290,1915,974
1602300,432,587
1602310,1404,458
1602320,1800,846
1602330,1046,498
1602340,943,295
1602350,342,176
1602360,155,668
1602370,996,885
1602380,128,999
1602390,1780,816
1602400,423,787
1602410,691,759
1602420,1450,227
1602430,1609,107
1602440,1056,294
1602450,1296,146
1602460,1969,445
1602470,948,976
1602480,785,294
1602490,1459,650
1602500,863,386
1602510,144,523
1602520,405,440
1602530,286,776
1602540,1464,639
1602550,931,156
1602560,1756,76
1602570,1173,920
1602580,1785,286
1602590,1772,115
1602600,1321,831
1602610,1584,760
1602620,1683,12
1602630,1649,649
1602640,302,95
1602650,1384,240
1602660,1123,447
1602670,697,618
1602680,1538,133
1602690,1057,997
1602700,699,802
1602710,105,859
1602720,1113,573
1602730,1566,660
1602740,1267,609
1602750,678,205
1602760,1053,194
1602770,997,250
1602780,1323,225
1602790,596,308
1602800,625,33
1602810,1792,255
1602820,574,953
1602830,946,266
1602840,1375,408
1602850,622,944
1602860,201,234
1602870,55,458
1602880,1056,717
1602890,329,76
1602900,1497,631
1602910,154,307
1602920,1768,100
1602930,1928,325
1602940,1490,819
1602950,1070,395
1602960,1320,173
1602970,1978,114
1602980,1904,904
1602990,880,965
1603000,750,23
1603010,1686,309
1603020,1903,410
1603030,979,658
1603040,460,643
1603050,796,881
1603060,1284,974
1603070,383,574
1603080,1544,845
1603090,177,640
1603100,1032,510
1603110,254,306
1603120,995,597
1603130,520,433
1603140,473,368
1603150,1164,342
1603160,1970,697
1603170,92,540
1603180,863,675
1603190,721,669
1603200,1564,886
1603210,1674,938
1603220,1263,794
1603230,78,152
1603240,543,198
1603250,1465,281
1603260,438,984
1603270,1201,918
1603280,933,480
1603290,717,979
1603300,1921,122
1603310,1022,673
1603320,487,108
1603330,1496,934
1603340,1257,678
1603350,1909,529
1603360,494,784
1603370,1709,148
1603380,317,617
1603390,646,353
1603400,496,251
1603410,1906,389
1603420,6,768
1603430,381,268
1603440,743,593
1603450,840,939
1603460,179,412
1603470,467,428
1603480,655,855
1603490,1685,632
1603500,1806,213
1603510,1757,163
1603520,1783,377
1603530,1832,857
1603540,127,639
1603550,1013,280
1603560,181,987
1603570,1512,657
1603580,698,506
1603590,256,303
1603600,543,245
1603610,1134,994
1603620,1758,896
1603630,1300,587
1603640,1777,157
1603650,1570,790
1603660,1378,229
1603670,748,241
1603680,3,143
1603690,821,893
1603700,1512,735
1603710,958,282
1603720,1007,903
1603730,925,666
1603740,1299,428
1603750,552,474
1603760,1822,30
1603770,914,221
1603780,1599,489
1603790,171,307
1603800,1089,599
1603810,1254,943
1603820,1451,0
1603830,607,835
1603840,790,402
1603850,567,751
1603860,1828,397
1603870,1986,522
1603880,858,46
1603890,1350,901
1603900,381,5
1603910,524,287
1603920,1604,261
1603930,702,432
1603940,515,59
1603950,1485,727
1603960,474,542
1603970,1714,521
1603980,982,622
1603990,6,837
1604000,1676,770
1604010,442,638
1604020,1211,92
1604030,471,497
1604040,1249,167
1604050,1666,844
1604060,1033,600
1604070,1969,470
1604080,190,614
1604090,409,580
1604100,485,925
1604110,768,455
1604120,1377,732
1604130,1682,541
1604140,1120,624
1604150,1925,721
1604160,1260,584
1604170,1322,782
1604180,488,450
1604190,571,664
1604200,1435,820
1604210,1418,942
1604220,1162,641
1604230,881,254
1604240,1730,406
1604250,471,354
1604260,1658,73
1604270,549,500
1604280,294,520
1604290,187,961
1604300,1844,144
1604310,404,581
1604320,462,236
1604330,1444,817
1604340,1262,940
1604350,1003,288
1604360,610,891
1604370,1370,225
1604380,1518,412
1604390,128,2
1604400,1028,306
1604410,1169,262
1604420,779,225
1604430,1146,496
1604440,767,531
1604450,724,45
1604460,1046,396
1604470,1770,969
1604480,1647,975
1604490,1062,918
1604500,1919,949
1604510,855,128
1604520,960,251
1604530,588,17
1604540,48,870
1604550,617,431
1604560,44,466
1604570,544,813
1604580,1351,211
1604590,1288,903
1604600,1708,314
1604610,1098,81
1604620,154,964
1604630,188,699
1604640,189,791
1604650,440,155
1604660,226,175
1604670,421,773
1604680,673,754
1604690,170,991
1604700,397,902
1604710,1632,827
1604720,326,79
1604730,50,399
1604740,163,906
1604750,612,820
1604760,394,454
1604770,1737,665
1604780,1782,502
1604790,968,876
1604800,1546,277
1604810,407,72
1604820,350,570
1604830,1290,565
1604840,989,860
1604850,491,813
1604860,1203,306
1604870,1198,904
1604880,533,950
1604890,1094,170
1604900,806,395
1604910,1266,284
1604920,868,306
1604930,1209,28
1604940,1744,547
1604950,1849,961
1604960,1063,284
1604970,345,482
1604980,429,368
1604990,1414,760
1605000,1359,813
1605010,1718,239
1605020,1027,299
1605030,1021,24
1605040,1782,101
1605050,1617,443
1605060,1603,602
1605070,45,197
1605080,822,615
1605090,1377,921
1605100,1044,724
1605110,1252,476
1605120,665,7
1605130,1619,973
1605140,1721,131
1605150,1864,110
1605160,1823,119
1605170,649,566
1605180,389,507
1605190,407,633
1605200,1922,5
1605210,1149,277
1605220,1751,225
1605230,1040,603
1605240,1937,494
1605250,108,966
1605260,51,752
1605270,714,932
1605280,1974,798
1605290,871,863
1605300,1909,71
1605310,1504,333
1605320,1238,291
1605330,1243,713
1605340,247,873
1605350,852,560
1605360,337,47
1605370,1449,14
1605380,250,72
1605390,1617,608
1605400,560,965
1605410,1611,403
1605420,1302,321
1605430,1786,466
1605440,1839,659
1605450,362,460
1605460,684,290
1605470,108,956
1605480,1280,433
1605490,692,542
1605500,1637,984
1605510,1859,458
1605520,982,817
1605530,357,136
1605540,97,52
1605550,903,742
1605560,216,808
1605570,350,291
1605580,245,888
1605590,93,174
1605600,1852,303
1605610,1548,978
1605620,1658,987
1605630,909,434
1605640,1049,747
1605650,651,90
1605660,929,679
1605670,1200,390
1605680,1325,521
1605690,222,430
1605700,1837,242
1605710,1407,285
1605720,1875,573
1605730,754,600
1605740,1233,593
1605750,183,130
1605760,235,865
1605770,1081,338
1605780,905,692
1605790,1303,410
1605800,1007,46
1605810,701,283
1605820,1412,561
1605830,1588,733
1605840,1321,800
1605850,461,825
