value,page,position
18300000,912,763
18300010,1170,861
18300020,384,62
18300030,547,745
18300040,653,676
18300050,349,133
18300060,746,913
18300070,919,255
18300080,1705,205
18300090,1759,313
18300100,218,948
18300110,302,678
18300120,1878,360
18300130,1471,940
18300140,1791,24
18300150,276,485
18300160,138,244
18300170,1006,951
18300180,1138,412
18300190,1628,274
18300200,1709,487
18300210,1601,75
18300220,945,225
18300230,1973,879
18300240,1085,617
18300250,1255,821
18300260,410,941
18300270,1833,783
18300280,542,289
18300290,1317,371
18300300,203,279
18300310,110,592
18300320,1238,652
18300330,1578,241
18300340,1350,699
18300350,252,620
18300360,760,225
18300370,638,200
18300380,829,261
18300390,554,36
18300400,1787,932
18300410,377,322
18300420,1662,616
18300430,1616,364
18300440,1181,765
18300450,1411,599
18300460,1817,601
18300470,1849,463
18300480,1229,193
18300490,1602,594
18300500,1658,354
18300510,191,334
18300520,189,408
18300530,1796,334
18300540,688,729
18300550,872,225
18300560,1432,59
18300570,711,219
18300580,1500,944
18300590,519,192
18300600,280,452
18300610,1846,16
18300620,167,27
18300630,989,174
18300640,1237,509
18300650,243,906
18300660,1767,919
18300670,1862,184
18300680,1550,459
18300690,1806,814
18300700,398,507
18300710,1451,208
18300720,1241,362
18300730,1657,236
18300740,1589,273
18300750,1185,563
18300760,258,495
18300770,85,410
18300780,1448,704
18300790,1919,16
18300800,1183,102
18300810,732,697
18300820,1297,558
18300830,1036,671
18300840,1060,299
18300850,545,764
18300860,1865,844
18300870,875,459
18300880,1121,465
18300890,650,538
18300900,1088,921
18300910,475,471
18300920,143,706
18300930,1140,141
18300940,1688,921
18300950,57,228
18300960,1652,887
18300970,1972,943
18300980,8,187
18300990,946,841
18301000,1704,112
18301010,1778,581
18301020,712,544
18301030,171,591
18301040,1384,954
18301050,836,236
18301060,383,426
18301070,1134,790
18301080,1533,683
18301090,798,389
18301100,1927,296
18301110,400,861
18301120,805,941
18301130,789,107
18301140,1312,188
18301150,738,515
18301160,602,173
18301170,329,11
18301180,1324,624
18301190,213,277
18301200,151,481
18301210,1164,456
18301220,1793,84
18301230,414,480
18301240,1195,414
18301250,41,272
18301260,1624,948
18301270,680,979
18301280,899,447
18301290,1279,24
18301300,532,178
18301310,1058,875
18301320,1236,863
18301330,244,146
18301340,1856,203
18301350,1277,710
18301360,1072,147
18301370,1251,447
18301380,1490,447
18301390,1305,155
18301400,1911,374
18301410,1723,609
18301420,1462,217
18301430,1442,866
18301440,5,598
18301450,885,571
18301460,592,694
18301470,2000,690
18301480,146,738
18301490,22,699
18301500,93,445
18301510,1002,511
18301520,725,298
18301530,993,345
18301540,293,717
18301550,1626,57
18301560,504,422
18301570,1365,533
18301580,86,298
18301590,257,823
18301600,821,906
18301610,820,513
18301620,1405,26
18301630,290,142
18301640,1646,131
18301650,1363,605
18301660,1348,201
18301670,1855,920
18301680,466,349
18301690,1301,109
18301700,550,854
18301710,937,176
18301720,1477,393
18301730,75,844
18301740,727,372
18301750,1843,91
18301760,737,389
18301770,1109,227
18301780,1212,881
18301790,874,830
18301800,498,716
18301810,1264,227
18301820,1275,268
18301830,1900,875
18301840,1641,711
18301850,1104,740
18301860,1793,632
18301870,1510,413
18301880,747,382
18301890,1338,276
18301900,514,939
18301910,637,319
18301920,1835,871
18301930,1877,407
18301940,407,176
18301950,171,13
18301960,760,474
18301970,1219,797
18301980,1816,795
18301990,829,27
18302000,1666,778
18302010,182,438
18302020,1420,81
18302030,1781,615
18302040,904,914
18302050,274,624
18302060,287,543
18302070,1125,138
18302080,1575,611
18302090,791,176
18302100,904,136
18302110,287,337
18302120,1066,287
18302130,530,414
18302140,1829,231
18302150,326,409
18302160,177,695
18302170,522,452
18302180,1796,869
18302190,870,944
18302200,1017,406
18302210,1596,102
18302220,335,873
18302230,466,846
18302240,113,509
18302250,514,262
18302260,1858,223
18302270,1000,984
18302280,428,842
18302290,1666,192
18302300,609,60
18302310,1697,812
18302320,634,911
18302330,1292,851
18302340,21,200
18302350,1379,220
18302360,197,418
18302370,438,30
18302380,1047,217
18302390,1081,355
18302400,87,494
18302410,115,996
18302420,1559,892
18302430,986,11
