value,page,position
14600000,460,279
14600010,799,866
14600020,157,446
14600030,181,476
14600040,1112,436
14600050,1102,382
14600060,75,656
14600070,62,615
14600080,525,170
14600090,1725,583
14600100,1138,882
14600110,980,470
14600120,185,850
14600130,499,105
14600140,984,5
14600150,1033,998
14600160,274,5
14600170,399,277
14600180,116,822
14600190,448,49
14600200,1887,222
14600210,1849,237
14600220,737,60
14600230,544,395
14600240,1683,232
14600250,42,980
14600260,910,175
14600270,21,568
14600280,877,727
14600290,484,638
14600300,14,702
14600310,72,348
14600320,1360,983
14600330,650,296
14600340,868,23
14600350,44,166
14600360,108,870
14600370,1672,707
14600380,652,624
14600390,1144,973
14600400,324,378
14600410,1439,123
14600420,1798,496
14600430,191,875
14600440,1461,967
14600450,1585,227
14600460,315,831
14600470,473,692
14600480,1200,972
14600490,1191,893
14600500,726,142
14600510,736,88
14600520,497,856
14600530,1784,334
14600540,1797,561
14600550,383,54
14600560,1352,360
14600570,957,2
14600580,428,460
14600590,1669,607
14600600,1756,129
14600610,1686,916
14600620,666,451
14600630,124,840
14600640,712,671
14600650,1342,92
14600660,317,285
14600670,2000,242
14600680,850,435
14600690,1371,559
14600700,503,607
14600710,1904,709
14600720,1243,845
14600730,1904,575
14600740,238,477
14600750,33,211
14600760,793,17
14600770,943,231
14600780,1515,41
14600790,87,847
14600800,1823,62
14600810,224,584
14600820,1519,433
14600830,1182,189
14600840,87,672
14600850,459,375
14600860,1,141
14600870,1482,174
14600880,269,2
14600890,1121,512
14600900,1739,170
14600910,1948,957
14600920,61,133
14600930,1395,540
14600940,1618,578
14600950,681,554
14600960,248,368
14600970,1321,620
14600980,1246,524
14600990,1675,684
14601000,591,774
14601010,913,456
14601020,1325,923
14601030,1449,758
14601040,1893,28
14601050,1929,944
14601060,1773,939
14601070,679,827
14601080,734,781
14601090,652,459
14601100,76,822
14601110,1978,658
14601120,1882,574
14601130,155,270
14601140,140,767
14601150,563,529
14601160,80,12
14601170,1886,248
14601180,1790,312
14601190,1225,24
14601200,1651,739
14601210,1600,578
14601220,821,510
14601230,296,995
14601240,462,526
14601250,1646,545
14601260,716,36
14601270,1871,851
14601280,732,848
14601290,1912,51
14601300,896,893
14601310,83,552
14601320,1913,730
14601330,239,522
14601340,324,65
14601350,627,343
14601360,125,934
14601370,1851,416
14601380,1198,785
14601390,1907,752
14601400,1535,701
14601410,1587,124
14601420,1388,235
14601430,430,832
14601440,331,939
14601450,154,771
14601460,836,30
14601470,1891,733
14601480,162,664
14601490,14,563
14601500,530,580
14601510,506,647
14601520,145,729
14601530,1566,280
14601540,704,714
14601550,1218,523
14601560,962,545
14601570,983,316
14601580,1811,304
14601590,1128,279
14601600,691,321
14601610,964,153
14601620,1168,868
14601630,382,982
14601640,1424,38
14601650,803,367
14601660,1982,57
14601670,492,546
14601680,1634,731
14601690,1801,126
14601700,372,936
14601710,1467,751
14601720,982,241
14601730,1229,236
14601740,30,981
14601750,1633,442
14601760,1895,281
14601770,1037,987
14601780,1968,635
14601790,277,609
14601800,455,347
14601810,1706,848
14601820,1999,488
14601830,65,494
14601840,1807,601
14601850,1697,875
14601860,1126,258
14601870,258,832
14601880,1681,478
14601890,877,680
14601900,369,573
14601910,1086,966
14601920,1049,883
14601930,544,984
14601940,247,489
14601950,1044,865
14601960,1298,240
14601970,686,468
14601980,1462,179
14601990,82,88
14602000,981,374
14602010,1744,300
14602020,646,78
14602030,981,798
14602040,311,37
14602050,31,738
14602060,320,368
14602070,315,639
14602080,359,203
14602090,936,480
14602100,492,690
14602110,393,848
14602120,1900,273
14602130,530,1
14602140,1027,328
14602150,1654,26
14602160,325,694
14602170,1333,49
14602180,552,511
14602190,559,762
14602200,1246,447
14602210,1624,856
14602220,921,327
14602230,1996,193
14602240,1955,195
14602250,1675,584
14602260,1360,339
14602270,228,750
14602280,1343,43
14602290,1566,518
14602300,740,587
14602310,1392,366
14602320,194,372
14602330,320,603
14602340,235,899
14602350,595,238
14602360,1633,52
14602370,169,851
14602380,825,87
14602390,80,97
14602400,1338,850
14602410,123,943
14602420,799,136
14602430,642,330
14602440,1126,829
14602450,1835,384
14602460,1264,130
14602470,1459,737
14602480,1281,442
14602490,1738,893
14602500,1643,741
14602510,872,846
14602520,673,265
14602530,1838,686
14602540,1311,407
14602550,562,874
14602560,1524,438
14602570,1151,876
14602580,1513,780
14602590,1920,309
14602600,613,996
14602610,1383,774
14602620,996,231
14602630,377,383
14602640,1741,672
14602650,1037,549
14602660,416,260
14602670,1270,781
14602680,674,435
14602690,734,924
14602700,1132,147
14602710,1612,444
14602720,251,943
14602730,1826,706
14602740,1525,7
14602750,1429,770
14602760,997,948
14602770,68,455
14602780,1639,921
14602790,103,863
14602800,1308,677
14602810,1568,885
14602820,910,332
14602830,546,424
14602840,1673,465
14602850,810,822
14602860,1840,640
14602870,774,742
14602880,1628,346
14602890,1094,107
14602900,7,634
14602910,984,680
14602920,1472,801
14602930,260,302
14602940,1599,893
14602950,1748,858
14602960,1231,505
14602970,1709,765
14602980,312,438
14602990,377,894
14603000,1713,204
14603010,62,373
14603020,429,846
14603030,982,229
14603040,204,469
14603050,1212,115
14603060,1829,70
14603070,1768,164
14603080,505,584
14603090,1552,997
14603100,1004,883
14603110,324,415
14603120,223,88
14603130,258,65
14603140,1886,232
14603150,1884,937
14603160,1570,579
14603170,911,179
14603180,374,277
14603190,1272,609
14603200,192,967
14603210,1643,890
14603220,1735,282
14603230,1385,812
14603240,330,816
14603250,581,195
14603260,491,902
14603270,1038,839
14603280,1090,167
14603290,418,765
14603300,969,70
14603310,1371,481
14603320,1131,359
14603330,1159,75
14603340,320,875
14603350,564,71
14603360,78,60
14603370,1095,465
14603380,1429,631
14603390,1216,842
14603400,1514,115
14603410,599,73
14603420,430,518
14603430,1761,128
14603440,1024,387
14603450,1162,682
14603460,564,631
14603470,715,415
14603480,730,109
14603490,436,569
14603500,640,719
14603510,1893,167
14603520,1369,467
14603530,1260,583
14603540,801,338
14603550,588,744
14603560,771,324
14603570,1056,766
14603580,84,23
14603590,1153,226
14603600,1275,751
14603610,629,981
14603620,1340,388
14603630,63,776
14603640,693,574
14603650,1717,836
14603660,49,497
14603670,1845,569
14603680,1851,365
14603690,629,605
14603700,141,805
14603710,1484,308
14603720,1303,181
14603730,449,717
14603740,492,565
14603750,73,487
14603760,1203,709
14603770,1189,348
14603780,263,516
14603790,479,553
14603800,333,307
14603810,51,982
14603820,1008,297
14603830,450,512
14603840,1550,472
14603850,1298,162
14603860,650,437
14603870,1858,652
14603880,1177,845
14603890,134,618
14603900,191,455
14603910,185,797
14603920,741,100
14603930,1505,311
14603940,718,649
14603950,598,479
14603960,1096,779
14603970,176,146
14603980,1345,735
14603990,1127,935
14604000,1526,912
14604010,1680,301
14604020,982,805
14604030,1829,764
14604040,413,271
14604050,1890,216
14604060,1816,805
14604070,1235,684
14604080,994,629
14604090,823,785
14604100,1888,564
14604110,1646,284
14604120,445,278
14604130,44,679
14604140,1569,129
14604150,1510,31
14604160,1990,310
14604170,4,138
14604180,1585,135
14604190,772,766
14604200,958,600
14604210,96,618
14604220,183,97
14604230,958,590
14604240,1207,653
14604250,513,312
14604260,1909,236
14604270,1619,908
14604280,1869,208
14604290,1498,112
14604300,432,76
14604310,1057,322
14604320,1148,806
14604330,525,71
14604340,1098,989
14604350,259,49
14604360,859,310
14604370,187,622
14604380,676,417
14604390,1266,63
14604400,40,61
14604410,1367,570
14604420,1623,195
14604430,180,930
14604440,881,799
14604450,815,369
14604460,894,900
14604470,752,656
14604480,1504,504
14604490,583,789
14604500,861,879
14604510,954,766
14604520,1933,557
14604530,1334,347
14604540,398,907
14604550,1330,138
14604560,1145,758
14604570,1266,372
14604580,19,285
14604590,13,550
14604600,851,17
14604610,1688,635
14604620,1220,391
14604630,1252,183
14604640,235,567
14604650,1039,989
14604660,1145,164
14604670,1863,580
14604680,946,0
14604690,1898,125
14604700,1558,750
14604710,833,475
14604720,1290,780
14604730,1602,155
14604740,994,854
14604750,1190,696
14604760,86,789
14604770,1026,94
14604780,1462,662
14604790,1623,23
14604800,123,307
14604810,1031,812
14604820,1883,567
14604830,813,968
14604840,986,603
14604850,525,925
14604860,888,909
14604870,418,110
14604880,287,586
14604890,430,92
14604900,1821,829
14604910,474,376
14604920,113,169
14604930,1502,498
14604940,1267,332
14604950,859,543
14604960,1411,94
14604970,1479,69
14604980,925,846
14604990,1105,816
14605000,904,308
14605010,1722,218
14605020,620,365
14605030,1690,54
14605040,1,735
14605050,579,177
14605060,170,179
14605070,509,181
14605080,1646,67
14605090,834,782
14605100,1747,262
14605110,1303,65
14605120,1157,582
14605130,1119,618
14605140,912,981
14605150,1683,891
14605160,57,696
14605170,1252,212
