value,page,position
5600000,738,100
5600010,917,938
5600020,60,439
5600030,707,833
5600040,989,98
5600050,332,377
5600060,147,26
5600070,1357,990
5600080,1049,23
5600090,1107,10
5600100,1090,615
5600110,1945,162
5600120,69,301
5600130,1767,714
5600140,41,810
5600150,1330,544
5600160,968,33
5600170,70,443
5600180,1025,971
5600190,218,623
5600200,1320,982
5600210,249,790
5600220,1138,872
5600230,854,74
5600240,1224,369
5600250,1792,794
5600260,1007,708
5600270,1407,840
5600280,520,55
5600290,1440,499
5600300,1897,903
5600310,1845,206
5600320,28,643
5600330,1953,907
5600340,1792,26
5600350,438,481
5600360,1239,761
5600370,1293,593
5600380,1546,606
5600390,554,110
5600400,122,171
5600410,650,490
5600420,1125,33
5600430,1093,58
5600440,200,611
5600450,954,330
5600460,1341,280
5600470,221,224
5600480,312,546
5600490,324,927
5600500,1636,743
5600510,1738,88
5600520,1280,344
5600530,1315,761
5600540,1781,957
5600550,1424,976
5600560,666,49
5600570,472,941
5600580,831,372
5600590,436,45
5600600,77,749
5600610,354,314
5600620,1677,101
5600630,1531,613
5600640,1035,122
5600650,996,812
5600660,1993,837
5600670,548,469
5600680,662,604
5600690,646,599
5600700,308,588
5600710,492,600
5600720,903,887
5600730,1875,249
5600740,1820,184
5600750,1202,855
5600760,1187,66
5600770,1904,459
5600780,649,642
5600790,240,840
5600800,1005,756
5600810,911,456
5600820,1187,878
5600830,820,757
5600840,1169,907
5600850,392,913
5600860,690,600
5600870,534,720
5600880,1009,997
5600890,695,874
5600900,192,250
5600910,1600,34
5600920,1514,302
5600930,1214,106
5600940,993,214
5600950,1588,734
5600960,1624,66
5600970,1327,350
5600980,1567,420
5600990,962,242
5601000,1098,800
5601010,853,514
5601020,261,190
5601030,1170,539
5601040,1842,959
5601050,476,757
5601060,424,960
5601070,548,115
5601080,1044,766
5601090,638,484
5601100,28,544
5601110,787,163
5601120,527,172
5601130,1204,672
5601140,1281,283
5601150,1160,481
5601160,635,338
5601170,1320,382
5601180,1535,69
5601190,427,326
5601200,999,156
5601210,1762,255
5601220,1617,388
5601230,132,352
5601240,1549,24
5601250,137,433
5601260,285,600
5601270,1216,249
5601280,917,443
5601290,1533,753
5601300,1690,474
5601310,372,766
5601320,754,526
5601330,996,35
5601340,1967,843
5601350,513,156
5601360,102,968
5601370,1551,699
5601380,1625,488
5601390,1113,793
5601400,840,799
5601410,1922,828
5601420,489,971
5601430,688,940
5601440,1233,904
5601450,1927,132
5601460,383,31
5601470,1043,82
5601480,1530,450
5601490,152,936
5601500,1298,925
5601510,1116,430
5601520,692,95
5601530,1244,797
5601540,1696,902
5601550,1788,220
5601560,1624,664
5601570,1447,961
5601580,1685,713
5601590,767,223
5601600,1464,940
5601610,1635,982
5601620,1808,545
5601630,1706,243
5601640,1679,876
5601650,1264,308
5601660,1478,969
5601670,1433,371
5601680,1008,266
5601690,277,495
5601700,1143,848
5601710,104,520
5601720,1779,144
5601730,515,402
5601740,142,139
5601750,1226,64
5601760,1858,132
5601770,173,390
5601780,373,575
5601790,356,357
5601800,1776,442
5601810,1988,961
5601820,500,546
5601830,711,546
5601840,590,830
5601850,1782,143
5601860,388,66
5601870,1443,50
5601880,1830,956
5601890,37,409
5601900,1450,512
5601910,496,947
5601920,364,610
5601930,450,202
5601940,27,475
5601950,2,64
5601960,144,509
5601970,739,14
5601980,1554,119
5601990,485,363
5602000,187,867
5602010,1237,614
5602020,1554,229
5602030,1973,861
5602040,1659,536
5602050,1934,160
5602060,1283,827
5602070,1352,536
5602080,1085,604
5602090,1018,352
5602100,1249,287
5602110,1544,872
5602120,786,621
5602130,1524,315
5602140,1181,567
5602150,566,699
5602160,132,512
5602170,1667,551
5602180,817,117
5602190,184,97
5602200,1000,193
5602210,282,51
5602220,659,393
5602230,205,375
5602240,478,36
5602250,415,68
5602260,1066,438
5602270,1508,123
5602280,838,893
5602290,1718,842
5602300,843,343
5602310,1622,561
5602320,1342,170
5602330,1961,751
