value,page,position
6900000,1232,799
6900010,415,844
6900020,1191,732
6900030,1087,867
6900040,1014,996
6900050,1625,2
6900060,1572,494
6900070,1135,907
6900080,187,546
6900090,31,478
6900100,1458,362
6900110,1126,162
6900120,1635,409
6900130,220,698
6900140,1408,516
6900150,160,142
6900160,849,972
6900170,1562,627
6900180,1150,907
6900190,714,270
6900200,1066,961
6900210,576,873
6900220,1396,687
6900230,254,866
6900240,1992,282
6900250,495,690
6900260,1180,344
6900270,1226,76
6900280,953,84
6900290,1672,635
6900300,1740,8
6900310,73,595
6900320,728,932
6900330,945,116
6900340,525,219
6900350,729,319
6900360,7,956
6900370,1404,96
6900380,1459,336
6900390,765,417
6900400,1869,569
6900410,446,83
6900420,1364,510
6900430,951,852
6900440,1198,373
6900450,161,284
6900460,1846,172
6900470,306,490
6900480,626,860
6900490,1319,267
6900500,1701,754
6900510,1333,1
6900520,922,673
6900530,1419,100
6900540,877,767
6900550,593,155
6900560,1997,960
6900570,1556,934
6900580,870,558
6900590,1930,89
6900600,1023,368
6900610,1622,25
6900620,894,297
6900630,542,139
6900640,115,356
6900650,435,440
6900660,500,511
6900670,1396,504
6900680,1975,80
6900690,89,860
6900700,201,278
6900710,1156,815
6900720,841,172
6900730,495,97
6900740,931,90
6900750,92,501
6900760,358,277
6900770,313,447
6900780,445,570
6900790,400,99
6900800,966,163
6900810,1765,170
6900820,1020,855
6900830,1277,268
6900840,1585,269
6900850,1723,236
6900860,730,515
6900870,404,591
6900880,1938,638
6900890,1338,923
6900900,858,935
6900910,1358,527
6900920,1142,302
6900930,1314,864
6900940,402,427
6900950,596,114
6900960,1009,347
6900970,979,974
6900980,1401,956
6900990,748,800
6901000,512,5
6901010,830,426
6901020,1411,678
6901030,274,324
6901040,1828,34
6901050,1522,386
6901060,1285,676
6901070,1421,675
6901080,1551,513
6901090,1212,358
6901100,443,338
6901110,261,219
6901120,625,797
6901130,1022,211
6901140,66,576
6901150,183,407
6901160,1546,100
6901170,1877,931
6901180,458,265
6901190,1455,20
6901200,1732,670
6901210,434,965
6901220,583,178
6901230,52,505
6901240,197,539
6901250,1469,971
6901260,1633,633
6901270,1317,646
6901280,820,805
6901290,1195,900
6901300,39,69
6901310,79,322
6901320,1321,221
6901330,1698,887
6901340,1621,715
6901350,1215,351
6901360,652,686
6901370,211,908
6901380,1198,489
6901390,123,526
6901400,623,998
6901410,1065,543
6901420,680,985
6901430,299,220
6901440,1137,827
6901450,173,698
6901460,1511,487
6901470,291,425
6901480,1584,703
6901490,1577,738
6901500,585,993
6901510,1383,72
6901520,201,739
6901530,736,636
6901540,1412,958
6901550,725,373
6901560,1831,430
6901570,456,191
6901580,1345,16
6901590,1125,984
6901600,395,368
6901610,302,100
6901620,1256,289
6901630,1927,619
6901640,246,149
6901650,1987,119
6901660,1719,152
6901670,550,176
6901680,1486,788
6901690,1382,787
6901700,1788,927
6901710,932,124
6901720,545,137
6901730,327,384
6901740,196,253
6901750,542,206
6901760,1345,476
6901770,1851,532
6901780,1689,345
6901790,1297,805
6901800,1109,176
6901810,699,285
6901820,793,624
6901830,591,861
6901840,883,774
6901850,860,877
6901860,1012,569
6901870,92,238
6901880,365,326
6901890,1339,112
6901900,1002,514
6901910,1616,200
6901920,1968,630
6901930,1733,794
6901940,232,898
6901950,828,561
6901960,996,169
6901970,985,408
6901980,502,474
6901990,99,468
6902000,1661,177
6902010,1600,122
6902020,408,636
6902030,1013,490
6902040,207,838
6902050,614,854
6902060,596,431
6902070,248,89
6902080,675,899
6902090,153,500
6902100,1081,457
6902110,856,610
6902120,1509,320
6902130,999,631
6902140,1336,275
6902150,1922,71
6902160,1917,26
6902170,287,489
6902180,1881,584
6902190,1934,228
6902200,1353,277
6902210,1667,595
6902220,77,311
6902230,1102,167
6902240,716,26
6902250,789,12
6902260,1321,80
6902270,1061,588
6902280,762,961
6902290,56,577
6902300,447,172
6902310,87,210
6902320,232,895
6902330,132,447
6902340,1091,705
6902350,1942,376
6902360,1066,179
6902370,1471,350
6902380,1258,795
6902390,1899,884
6902400,952,724
6902410,1521,837
6902420,1936,686
6902430,843,13
6902440,1006,79
6902450,40,352
6902460,1438,410
6902470,1633,663
6902480,116,440
6902490,554,55
6902500,1770,307
6902510,1683,538
6902520,1516,247
6902530,166,253
6902540,713,383
6902550,1696,534
6902560,1718,575
6902570,1240,547
6902580,1711,10
6902590,907,537
