value,page,position
10900000,92,528
10900010,331,18
10900020,185,326
10900030,1838,829
10900040,33,714
10900050,1577,956
10900060,1259,87
10900070,719,630
10900080,693,389
10900090,1936,724
10900100,1052,166
10900110,472,158
10900120,796,946
10900130,151,496
10900140,634,411
10900150,1217,760
10900160,883,781
10900170,958,71
10900180,730,509
10900190,439,48
10900200,1169,679
10900210,1980,912
10900220,1089,528
10900230,503,393
10900240,99,653
10900250,1463,28
10900260,1857,124
10900270,800,60
10900280,1434,40
10900290,1088,670
10900300,1955,465
10900310,69,186
10900320,1444,299
10900330,1468,389
10900340,1571,694
10900350,1688,564
10900360,322,371
10900370,788,116
10900380,1735,840
10900390,1033,290
10900400,374,67
10900410,1042,13
10900420,1055,963
10900430,1766,373
10900440,1161,869
10900450,1805,13
10900460,895,401
10900470,803,944
10900480,31,584
10900490,1926,194
10900500,636,473
10900510,1289,428
10900520,761,972
10900530,870,315
10900540,1295,46
10900550,1494,285
10900560,695,107
10900570,418,73
10900580,165,486
10900590,263,138
10900600,623,113
10900610,1733,6
10900620,1592,57
10900630,384,951
10900640,839,718
10900650,1597,677
10900660,227,540
10900670,1301,327
10900680,1721,854
10900690,1252,237
10900700,1055,819
10900710,652,193
10900720,1175,60
10900730,851,584
10900740,1537,385
10900750,855,204
10900760,1927,235
10900770,30,766
10900780,1407,108
10900790,1144,815
10900800,1314,758
10900810,375,246
10900820,103,226
10900830,265,608
10900840,75,537
10900850,55,790
10900860,1761,835
10900870,246,38
10900880,1640,896
10900890,867,955
10900900,355,603
10900910,676,694
10900920,138,607
10900930,79,359
10900940,250,180
10900950,1669,977
10900960,1257,126
10900970,1874,441
10900980,338,954
10900990,1154,832
10901000,1353,549
10901010,1438,654
10901020,1128,667
10901030,1278,559
10901040,33,15
10901050,1421,364
10901060,676,361
10901070,175,585
10901080,1491,908
10901090,1959,947
10901100,39,231
10901110,1627,290
10901120,1296,158
10901130,1593,183
10901140,792,150
10901150,896,775
10901160,293,279
10901170,445,47
10901180,1821,440
10901190,670,619
10901200,461,206
10901210,163,853
10901220,1374,723
10901230,156,708
10901240,1940,317
10901250,753,426
10901260,924,294
10901270,87,84
10901280,857,801
10901290,336,58
10901300,1914,506
10901310,1101,571
10901320,913,935
10901330,743,219
10901340,1637,728
10901350,1387,817
10901360,1088,804
10901370,1990,513
10901380,86,282
10901390,722,91
10901400,320,242
10901410,1648,977
10901420,1554,705
10901430,1983,101
10901440,828,992
10901450,1360,507
10901460,956,15
10901470,251,335
10901480,735,185
10901490,1068,186
10901500,1565,627
10901510,1707,323
10901520,1362,960
10901530,866,142
10901540,1112,342
10901550,1598,964
10901560,720,664
10901570,1603,765
10901580,1789,843
10901590,88,588
10901600,1874,615
10901610,1198,485
10901620,207,242
10901630,1513,97
10901640,1339,492
10901650,1253,539
10901660,1971,235
10901670,139,858
10901680,566,916
10901690,1408,923
10901700,1523,845
10901710,1989,71
10901720,970,80
10901730,178,928
10901740,1345,420
10901750,198,177
10901760,643,97
