value,page,position
7500000,1145,201
7500010,987,613
7500020,909,650
7500030,693,176
7500040,31,620
7500050,1129,27
7500060,1344,253
7500070,1207,437
7500080,1150,281
7500090,1062,187
7500100,1171,813
7500110,207,742
7500120,1208,18
7500130,716,102
7500140,1358,131
7500150,1641,138
7500160,981,487
7500170,1144,776
7500180,1746,484
7500190,1285,454
7500200,749,244
7500210,1081,505
7500220,1075,358
7500230,1709,890
7500240,1164,852
7500250,1114,445
7500260,1500,888
7500270,416,707
7500280,2,662
7500290,597,986
7500300,1955,765
7500310,541,95
7500320,985,252
7500330,670,937
7500340,1122,636
7500350,840,618
7500360,649,294
7500370,855,98
7500380,1025,692
7500390,121,742
7500400,51,838
7500410,532,303
7500420,1040,343
7500430,1079,456
7500440,1265,748
7500450,461,443
7500460,483,161
7500470,1282,844
7500480,1820,859
7500490,1771,386
7500500,1074,241
7500510,155,840
7500520,586,425
7500530,1336,622
7500540,1129,816
7500550,770,462
7500560,583,242
7500570,621,987
7500580,1795,703
7500590,1656,184
7500600,485,946
7500610,421,278
7500620,77,232
7500630,900,246
7500640,22,199
7500650,381,230
7500660,1082,416
7500670,129,456
7500680,180,884
7500690,1010,695
7500700,592,279
7500710,1108,73
7500720,661,349
7500730,638,886
7500740,1878,345
7500750,1603,800
7500760,1163,639
7500770,1834,117
7500780,39,222
7500790,926,843
7500800,207,933
7500810,1775,354
7500820,978,870
7500830,533,935
7500840,959,489
7500850,1688,225
7500860,492,997
7500870,584,568
7500880,394,516
7500890,276,936
7500900,546,740
7500910,1002,158
7500920,1019,949
7500930,1344,634
7500940,1997,623
7500950,1217,906
7500960,1120,325
7500970,1599,237
7500980,1321,112
7500990,1461,783
7501000,1137,478
7501010,1994,70
7501020,1470,824
7501030,665,3
7501040,1320,862
7501050,1540,641
7501060,1624,611
7501070,1424,280
7501080,288,892
7501090,1942,659
7501100,590,869
7501110,1041,135
7501120,147,560
7501130,1338,387
7501140,1953,649
7501150,252,574
7501160,720,876
7501170,101,557
7501180,1115,287
7501190,764,909
7501200,1834,2
7501210,1809,960
7501220,928,430
7501230,295,398
7501240,1625,765
7501250,547,920
7501260,442,749
7501270,329,711
7501280,1754,352
7501290,1284,748
7501300,346,100
7501310,809,53
7501320,598,467
7501330,1271,264
7501340,20,293
7501350,1977,826
7501360,1114,57
7501370,1887,709
7501380,573,631
7501390,1653,730
7501400,1662,932
7501410,952,845
7501420,410,640
7501430,1701,806
7501440,1117,372
7501450,9,792
7501460,951,673
7501470,737,0
7501480,613,970
7501490,1766,345
7501500,1198,812
7501510,639,414
7501520,1011,102
7501530,1524,568
7501540,1420,227
7501550,214,950
7501560,1336,182
7501570,1478,986
7501580,279,156
7501590,1700,101
7501600,432,574
7501610,790,720
7501620,708,872
7501630,317,651
7501640,523,226
7501650,1735,526
7501660,1788,385
7501670,1158,457
7501680,715,470
7501690,558,337
7501700,1710,254
7501710,1352,977
7501720,18,124
7501730,1050,358
7501740,479,233
7501750,396,830
7501760,1244,746
7501770,357,143
7501780,1139,799
7501790,1362,954
7501800,212,991
7501810,1224,837
7501820,983,856
7501830,795,691
7501840,138,161
7501850,757,487
7501860,1682,183
7501870,1517,295
7501880,1863,246
7501890,640,282
7501900,773,520
7501910,828,668
7501920,390,278
7501930,1105,61
7501940,553,147
7501950,1817,956
7501960,5,222
7501970,1007,559
7501980,963,52
7501990,257,182
7502000,400,860
7502010,596,964
7502020,583,155
7502030,1315,347
7502040,704,292
7502050,670,366
7502060,1550,570
7502070,994,208
7502080,1327,877
7502090,659,161
7502100,910,553
7502110,1990,94
7502120,383,321
7502130,1843,171
7502140,531,619
7502150,1737,78
7502160,1544,720
7502170,390,894
7502180,1449,42
7502190,1386,743
7502200,195,535
7502210,1538,267
7502220,1948,578
7502230,568,504
7502240,1282,476
7502250,1236,664
7502260,1261,291
7502270,1268,435
7502280,1932,898
7502290,1625,223
7502300,50,722
7502310,1720,966
7502320,1524,108
7502330,266,69
7502340,1726,384
7502350,839,246
7502360,678,337
7502370,1056,299
7502380,1571,37
7502390,899,38
7502400,186,124
7502410,1314,324
7502420,1549,4
7502430,1511,282
7502440,1329,309
7502450,1271,200
7502460,719,287
7502470,895,780
7502480,1063,523
7502490,34,851
7502500,1505,679
7502510,836,757
7502520,341,313
7502530,209,13
7502540,1353,73
7502550,1119,919
7502560,543,19
7502570,1218,63
7502580,621,208
7502590,976,831
7502600,159,900
7502610,288,488
7502620,1312,507
7502630,444,749
7502640,1200,825
7502650,1131,256
7502660,1936,811
7502670,1154,374
7502680,929,757
7502690,1956,676
7502700,1460,758
7502710,852,722
7502720,1075,52
7502730,461,267
7502740,1220,489
7502750,239,490
7502760,458,667
7502770,834,101
7502780,1740,755
7502790,1915,313
7502800,991,812
7502810,602,476
7502820,748,986
7502830,1942,736
7502840,1545,348
7502850,750,12
7502860,920,911
7502870,1947,737
7502880,999,73
7502890,345,768
7502900,725,503
7502910,645,371
7502920,1651,299
7502930,1374,75
7502940,268,706
7502950,1545,457
7502960,261,723
7502970,227,157
7502980,406,631
7502990,664,429
7503000,55,429
7503010,560,605
7503020,1452,924
7503030,1924,848
7503040,1819,997
7503050,1308,839
7503060,1358,824
7503070,401,584
7503080,981,193
7503090,1581,544
7503100,1644,396
7503110,142,400
7503120,1474,995
7503130,942,879
7503140,1977,784
7503150,257,474
7503160,639,890
7503170,523,953
7503180,591,237
7503190,1647,814
7503200,1767,951
7503210,186,139
7503220,278,474
7503230,1574,97
7503240,1384,998
7503250,1010,43
7503260,1455,652
7503270,1510,811
7503280,1035,786
7503290,260,706
7503300,789,792
7503310,201,994
7503320,248,888
7503330,1892,317
7503340,1192,309
7503350,520,660
7503360,937,960
7503370,1651,748
7503380,1900,645
7503390,1215,60
7503400,480,707
7503410,1754,514
7503420,1217,564
7503430,1819,590
7503440,93,783
7503450,1148,816
7503460,1810,748
7503470,1348,326
7503480,192,534
7503490,884,983
7503500,538,922
7503510,726,496
7503520,1807,807
7503530,649,227
7503540,1939,438
7503550,401,910
7503560,195,822
7503570,1122,204
7503580,1649,465
7503590,33,227
7503600,654,917
7503610,968,841
7503620,1588,615
7503630,1269,229
7503640,468,335
7503650,1567,244
7503660,503,466
7503670,489,351
7503680,1423,334
7503690,194,511
7503700,644,372
7503710,573,174
7503720,559,688
7503730,622,65
7503740,402,634
7503750,379,243
7503760,754,151
7503770,133,440
7503780,357,316
7503790,913,390
7503800,1827,195
7503810,1731,991
7503820,838,784
7503830,265,364
7503840,453,20
7503850,99,669
7503860,270,96
7503870,1894,845
7503880,1055,808
7503890,1938,321
7503900,1026,432
7503910,855,548
7503920,1329,23
7503930,610,971
7503940,218,765
7503950,1569,502
7503960,1406,621
7503970,1116,308
7503980,811,583
7503990,297,243
7504000,730,31
7504010,117,1
7504020,133,110
7504030,116,164
7504040,1413,883
7504050,1789,343
7504060,1082,947
7504070,1726,727
7504080,1583,18
7504090,1592,474
7504100,500,280
7504110,329,320
7504120,1327,316
7504130,840,235
7504140,599,973
7504150,1233,906
7504160,15,291
7504170,1769,184
7504180,846,83
7504190,357,802
7504200,468,891
7504210,1659,690
7504220,1786,82
7504230,869,878
7504240,911,74
7504250,1020,169
7504260,1909,750
7504270,326,556
7504280,89,737
7504290,3,837
7504300,819,122
7504310,1161,967
7504320,1910,133
7504330,1430,637
7504340,1625,678
7504350,1233,157
7504360,943,599
7504370,250,273
7504380,1045,707
7504390,622,605
7504400,422,50
7504410,1899,691
7504420,153,427
7504430,410,778
7504440,1695,642
7504450,1514,733
7504460,575,592
7504470,457,60
7504480,981,894
7504490,1748,652
7504500,1002,668
7504510,113,781
7504520,984,46
7504530,1646,615
7504540,375,109
7504550,1946,436
7504560,956,711
7504570,606,725
7504580,1434,261
7504590,511,550
7504600,1654,520
7504610,442,864
7504620,1778,437
7504630,1988,260
7504640,20,843
7504650,328,427
7504660,1189,214
7504670,1489,769
7504680,624,758
7504690,1827,460
7504700,1416,46
7504710,1580,877
7504720,1359,180
7504730,290,328
7504740,848,624
7504750,1051,100
7504760,1852,391
7504770,1325,474
7504780,1392,497
7504790,1865,365
7504800,430,76
7504810,1873,136
7504820,18,703
7504830,719,729
7504840,959,634
7504850,1077,631
7504860,825,266
7504870,901,797
7504880,1048,140
7504890,1928,100
7504900,316,274
7504910,1109,853
7504920,1505,466
7504930,1020,900
7504940,822,240
7504950,363,367
7504960,1542,222
7504970,1342,50
7504980,678,54
7504990,1688,501
7505000,1703,796
7505010,703,636
7505020,1948,366
7505030,139,820
7505040,855,816
7505050,793,143
7505060,881,202
7505070,688,225
7505080,1294,175
7505090,721,160
7505100,655,949
7505110,1839,45
7505120,315,157
7505130,1812,781
7505140,535,244
7505150,1355,959
7505160,1848,72
7505170,1770,576
7505180,404,761
7505190,1260,651
7505200,769,340
7505210,1301,191
7505220,234,781
7505230,1262,457
7505240,216,418
7505250,478,305
7505260,129,690
7505270,908,65
7505280,4,802
7505290,1535,367
7505300,552,700
7505310,897,938
7505320,1597,205
7505330,1524,247
7505340,1628,771
7505350,12,586
7505360,1407,526
7505370,1904,870
7505380,1916,569
7505390,1299,725
7505400,926,982
7505410,1531,41
7505420,1047,35
7505430,1818,554
7505440,1090,629
7505450,218,212
7505460,586,481
7505470,1630,241
7505480,1305,583
7505490,1775,80
7505500,1927,289
7505510,361,646
7505520,1796,731
7505530,1002,796
7505540,1295,220
