value,page,position
3500000,221,696
3500010,1462,589
3500020,1699,514
3500030,1343,198
3500040,1943,500
3500050,356,441
3500060,833,602
3500070,1955,864
3500080,1297,424
3500090,1775,120
3500100,1364,994
3500110,1678,698
3500120,1200,909
3500130,1492,456
3500140,266,964
3500150,1812,57
3500160,1978,477
3500170,238,480
3500180,1799,822
3500190,1319,541
3500200,1336,229
3500210,114,730
3500220,825,78
3500230,1334,366
3500240,460,135
3500250,1327,73
3500260,987,218
3500270,291,40
3500280,789,387
3500290,106,1
3500300,1720,105
3500310,166,745
3500320,1084,770
3500330,1892,499
3500340,1215,606
3500350,24,620
3500360,1196,240
3500370,1892,584
3500380,1168,440
3500390,2,201
3500400,130,754
3500410,1603,312
3500420,1263,929
3500430,1855,882
3500440,873,206
3500450,968,668
3500460,1914,439
3500470,633,165
3500480,977,254
3500490,1276,302
3500500,260,818
3500510,542,846
3500520,1643,685
3500530,477,263
3500540,1673,437
3500550,1201,472
3500560,386,33
3500570,1097,791
3500580,1007,129
3500590,863,458
3500600,456,629
3500610,1543,958
3500620,36,428
3500630,911,318
3500640,831,688
3500650,1277,51
3500660,844,269
3500670,496,476
3500680,1960,73
3500690,121,611
3500700,290,807
3500710,1206,346
3500720,1913,503
3500730,688,831
3500740,1508,525
3500750,867,432
3500760,1949,155
3500770,1361,389
3500780,520,58
3500790,1803,449
3500800,16,192
3500810,876,114
3500820,1624,805
3500830,1324,486
3500840,1145,672
3500850,1072,823
3500860,1759,428
3500870,149,645
3500880,285,341
3500890,93,907
3500900,975,695
3500910,242,37
3500920,1442,594
3500930,1338,143
3500940,197,947
3500950,1844,972
3500960,1814,248
3500970,1677,686
3500980,1903,171
3500990,379,278
3501000,439,872
3501010,1579,404
3501020,1180,743
3501030,1854,862
3501040,1151,476
3501050,1452,846
3501060,396,871
3501070,1450,96
3501080,1225,195
3501090,942,180
3501100,1135,265
3501110,1417,766
3501120,133,388
3501130,1711,573
3501140,1881,832
3501150,801,389
3501160,625,356
3501170,646,891
3501180,1657,497
3501190,961,910
3501200,107,937
3501210,1837,136
3501220,783,990
3501230,314,16
3501240,608,565
3501250,1878,427
3501260,113,380
3501270,486,470
3501280,345,264
3501290,517,759
3501300,1527,911
3501310,1403,779
3501320,1775,554
3501330,619,691
3501340,972,693
3501350,987,601
3501360,559,692
3501370,406,421
3501380,353,475
3501390,921,776
3501400,869,294
3501410,1177,13
3501420,298,695
3501430,105,933
3501440,1948,356
3501450,403,136
3501460,1127,710
3501470,1557,618
3501480,238,203
3501490,1346,526
3501500,439,528
3501510,381,212
3501520,241,57
3501530,1103,235
3501540,661,238
3501550,1239,151
3501560,1747,842
3501570,1255,214
3501580,898,978
3501590,912,198
3501600,544,814
3501610,1702,40
3501620,1481,770
3501630,498,83
3501640,1041,536
3501650,551,245
3501660,1399,403
3501670,1356,180
3501680,1910,228
3501690,1493,316
3501700,1337,381
3501710,1812,107
3501720,544,302
3501730,398,94
3501740,1752,788
3501750,717,810
3501760,110,908
3501770,1818,850
3501780,1164,496
3501790,141,380
3501800,1518,262
3501810,568,28
3501820,1103,53
3501830,1744,749
3501840,336,694
3501850,858,344
3501860,546,615
3501870,1549,763
3501880,1323,572
3501890,179,601
3501900,1133,720
3501910,616,986
3501920,1434,450
3501930,1983,11
3501940,457,585
3501950,1238,806
3501960,156,547
3501970,623,780
3501980,493,917
3501990,724,795
3502000,396,221
3502010,59,433
3502020,426,169
3502030,625,48
3502040,1161,184
3502050,167,820
3502060,1448,543
3502070,167,134
3502080,1379,563
3502090,1180,777
3502100,932,717
3502110,932,662
3502120,1849,811
3502130,1706,687
3502140,1595,287
3502150,1762,466
3502160,1757,100
3502170,540,144
3502180,408,277
3502190,1998,539
3502200,1776,35
3502210,704,538
3502220,1359,317
3502230,639,9
3502240,1485,129
3502250,1825,408
3502260,334,576
3502270,55,577
3502280,1196,246
3502290,1111,717
3502300,923,969
3502310,746,63
3502320,825,302
3502330,1911,886
3502340,1011,771
3502350,1571,770
3502360,652,415
3502370,1726,789
3502380,380,274
3502390,1913,835
3502400,503,525
3502410,595,5
3502420,1668,568
3502430,1520,773
3502440,1383,154
3502450,1788,765
3502460,1955,26
3502470,479,429
3502480,1281,600
3502490,1077,303
3502500,1238,686
3502510,862,242
3502520,1787,770
3502530,442,69
3502540,1051,436
3502550,748,100
3502560,1184,550
3502570,684,361
3502580,775,140
3502590,1387,218
3502600,565,841
3502610,1951,655
3502620,187,233
3502630,754,963
3502640,1532,551
3502650,42,546
3502660,1483,933
3502670,1779,518
3502680,1413,887
3502690,952,982
3502700,532,547
3502710,1588,853
3502720,1153,168
3502730,1830,826
3502740,644,172
3502750,729,495
3502760,1868,955
3502770,631,313
3502780,103,88
3502790,140,772
