value,page,position
3700000,626,996
3700010,200,45
3700020,1002,319
3700030,999,0
3700040,1127,631
3700050,1097,74
3700060,1453,724
3700070,1792,366
3700080,1408,764
3700090,201,742
3700100,236,66
3700110,745,721
3700120,722,840
3700130,999,682
3700140,1179,851
3700150,1019,792
3700160,1500,459
3700170,1134,297
3700180,595,297
3700190,195,105
3700200,1297,445
3700210,1444,319
3700220,1818,92
3700230,1183,771
3700240,592,418
3700250,1708,350
3700260,1688,232
3700270,887,931
3700280,602,423
3700290,509,193
3700300,1546,324
3700310,108,315
3700320,663,59
3700330,349,78
3700340,378,660
3700350,877,58
3700360,1424,375
3700370,1774,10
3700380,379,506
3700390,911,53
3700400,986,359
3700410,888,875
3700420,1114,510
3700430,1519,956
3700440,1316,696
3700450,971,388
3700460,248,504
3700470,1130,360
3700480,62,179
3700490,1559,53
3700500,213,906
3700510,4,758
3700520,483,435
3700530,355,644
3700540,483,125
3700550,468,297
3700560,507,290
3700570,1473,919
3700580,790,279
3700590,1998,317
3700600,1987,945
3700610,632,53
3700620,1906,569
3700630,1502,65
3700640,1277,563
3700650,1292,407
3700660,1452,86
3700670,1875,768
3700680,1200,668
3700690,1597,409
3700700,1568,935
3700710,81,659
3700720,850,689
3700730,940,160
3700740,1389,36
3700750,889,329
3700760,1324,618
3700770,134,831
3700780,1882,226
3700790,943,538
3700800,714,606
3700810,1505,316
3700820,691,191
3700830,1476,852
3700840,1114,47
3700850,266,862
3700860,1142,983
3700870,1084,798
3700880,406,643
3700890,219,42
3700900,695,777
3700910,906,273
3700920,569,765
3700930,1262,48
3700940,2,723
3700950,686,503
3700960,1096,685
3700970,1629,847
3700980,1564,406
3700990,605,938
3701000,1705,312
3701010,713,462
3701020,1614,479
3701030,206,423
3701040,28,722
3701050,552,314
3701060,1569,513
3701070,1222,745
3701080,137,156
3701090,1354,380
3701100,800,86
3701110,1343,403
3701120,414,884
3701130,353,441
3701140,1951,848
3701150,325,187
3701160,391,201
3701170,992,824
3701180,951,565
3701190,963,492
3701200,588,395
3701210,597,63
3701220,1546,621
3701230,460,228
3701240,1941,73
3701250,573,743
3701260,1323,517
3701270,1088,837
3701280,946,850
3701290,115,438
3701300,465,193
3701310,457,666
3701320,941,655
3701330,1122,134
3701340,1405,379
3701350,1533,220
3701360,1282,195
3701370,739,230
3701380,1033,490
3701390,548,67
3701400,606,912
3701410,596,798
3701420,1658,335
3701430,1821,256
3701440,28,825
3701450,1225,363
3701460,1336,846
3701470,1267,829
3701480,49,933
3701490,644,633
3701500,428,319
3701510,213,61
3701520,409,128
3701530,1905,708
3701540,1654,585
3701550,1408,564
3701560,1351,117
3701570,680,32
3701580,1634,634
3701590,234,362
3701600,1574,757
3701610,1862,468
3701620,210,827
3701630,222,191
3701640,1495,830
3701650,1836,441
3701660,1860,246
3701670,1917,605
3701680,77,412
3701690,167,422
3701700,516,47
3701710,722,136
3701720,885,730
3701730,1340,385
3701740,711,426
3701750,804,256
3701760,494,225
3701770,1675,62
3701780,1701,5
3701790,1047,478
3701800,1297,75
3701810,106,338
3701820,409,485
3701830,934,55
3701840,485,119
3701850,1279,165
3701860,476,359
3701870,221,961
3701880,442,802
3701890,485,610
3701900,3,615
3701910,1986,662
3701920,183,752
3701930,1413,202
3701940,1437,46
3701950,136,565
3701960,1180,973
3701970,748,37
3701980,1876,833
3701990,1138,542
3702000,51,917
3702010,138,505
3702020,109,528
3702030,1399,119
3702040,1123,206
3702050,1106,153
3702060,1860,399
3702070,527,793
3702080,1704,725
3702090,1402,551
3702100,1425,638
3702110,1181,538
3702120,1320,535
3702130,1592,680
3702140,1194,192
3702150,596,756
3702160,1915,840
3702170,937,496
3702180,1498,623
3702190,517,280
3702200,1379,307
3702210,1287,259
3702220,1706,783
3702230,1273,954
3702240,844,71
3702250,1977,223
3702260,1557,260
3702270,1762,274
3702280,999,912
3702290,1054,771
3702300,526,883
3702310,1662,671
3702320,1306,167
3702330,280,870
3702340,1954,97
3702350,516,778
3702360,1611,772
3702370,1205,249
3702380,1866,265
3702390,443,494
3702400,1080,837
3702410,801,386
3702420,653,694
3702430,123,199
3702440,585,119
3702450,650,665
3702460,1571,618
3702470,686,397
3702480,1040,815
3702490,1338,619
3702500,861,664
3702510,1296,728
3702520,812,510
3702530,1063,112
3702540,1471,949
3702550,1777,14
3702560,1393,477
3702570,1866,639
3702580,1730,848
3702590,333,584
3702600,1961,906
3702610,1991,286
3702620,439,851
3702630,903,1
3702640,269,440
3702650,722,384
3702660,333,114
3702670,1929,85
3702680,910,742
3702690,9,407
3702700,1922,145
3702710,1315,612
3702720,102,894
3702730,1506,458
3702740,1034,916
3702750,463,552
3702760,1461,308
3702770,62,225
3702780,188,661
3702790,1850,674
3702800,835,957
3702810,1391,652
3702820,518,459
3702830,732,54
3702840,1680,189
3702850,175,440
3702860,1453,437
3702870,1798,530
3702880,1077,321
3702890,1723,164
3702900,1051,877
3702910,505,652
3702920,1663,728
3702930,1092,231
3702940,831,692
3702950,1245,792
3702960,982,48
3702970,1045,192
3702980,1580,788
3702990,1791,652
3703000,1075,48
3703010,94,583
3703020,1795,935
3703030,494,112
3703040,848,485
3703050,1548,213
3703060,1701,562
3703070,656,380
3703080,609,758
3703090,1315,50
3703100,192,526
3703110,886,379
3703120,1921,313
3703130,1694,766
3703140,1797,98
3703150,1387,6
3703160,239,58
3703170,1100,530
3703180,643,110
3703190,1588,879
3703200,1818,508
3703210,760,809
3703220,1354,551
3703230,1655,373
3703240,813,0
3703250,409,15
3703260,569,153
3703270,1426,220
3703280,262,238
3703290,1481,797
3703300,809,605
3703310,825,441
3703320,1622,847
3703330,1488,926
3703340,1753,383
3703350,1627,754
3703360,1232,675
3703370,681,666
3703380,1725,58
3703390,1144,128
3703400,438,736
3703410,373,797
3703420,302,160
3703430,1723,24
3703440,1958,951
3703450,328,371
3703460,77,303
3703470,481,304
3703480,1789,933
3703490,636,181
3703500,846,992
3703510,1630,687
3703520,965,888
3703530,99,826
3703540,1850,861
3703550,1291,413
3703560,1955,627
3703570,1564,64
3703580,1784,841
3703590,608,38
3703600,1307,402
3703610,1137,378
3703620,282,915
3703630,1215,598
3703640,443,613
3703650,1465,172
3703660,1023,646
3703670,1822,261
3703680,824,749
3703690,574,915
3703700,589,193
3703710,475,39
3703720,955,173
3703730,418,559
3703740,1699,801
3703750,1835,917
3703760,1324,72
3703770,1852,236
3703780,1820,806
3703790,1714,456
3703800,132,107
3703810,1344,125
3703820,1566,6
3703830,257,413
3703840,74,932
3703850,1466,651
3703860,987,487
3703870,1197,996
3703880,1815,875
3703890,372,621
3703900,1074,774
3703910,1565,83
3703920,1272,155
3703930,349,697
3703940,1120,689
3703950,487,717
3703960,896,733
3703970,1112,92
3703980,1494,411
3703990,727,813
3704000,149,933
3704010,834,758
3704020,94,400
3704030,1863,581
3704040,1007,332
3704050,1125,471
3704060,1821,254
3704070,930,576
3704080,547,118
3704090,1903,312
3704100,1824,454
3704110,1988,375
3704120,320,923
3704130,109,475
3704140,1092,442
3704150,1314,139
3704160,299,705
3704170,119,862
3704180,1569,399
3704190,1526,781
3704200,139,154
3704210,410,9
3704220,190,639
3704230,858,410
3704240,185,741
3704250,1426,847
3704260,104,38
3704270,509,478
3704280,1579,695
3704290,580,422
3704300,3,891
3704310,571,292
3704320,519,965
3704330,1956,736
3704340,1130,330
3704350,1911,566
3704360,720,916
3704370,1431,554
3704380,957,985
3704390,1344,610
3704400,1406,231
3704410,1953,754
3704420,932,960
3704430,124,247
3704440,43,98
3704450,620,803
3704460,1663,675
3704470,207,611
3704480,762,995
3704490,1996,269
3704500,320,594
3704510,285,393
3704520,1510,189
3704530,315,707
3704540,1388,93
3704550,1399,426
3704560,863,197
3704570,888,904
3704580,811,703
3704590,64,307
3704600,1973,522
3704610,958,491
3704620,887,386
3704630,616,843
3704640,1781,382
3704650,670,992
3704660,1015,482
3704670,25,59
3704680,972,428
3704690,837,833
3704700,1024,664
3704710,1070,384
3704720,1312,63
3704730,1974,56
3704740,1240,350
3704750,1493,658
3704760,84,176
3704770,250,32
3704780,739,118
3704790,1902,746
3704800,1114,205
3704810,806,314
3704820,1816,307
3704830,80,219
3704840,1128,2
3704850,1945,518
3704860,1028,340
3704870,1917,14
3704880,353,317
3704890,1305,221
3704900,776,226
3704910,1567,745
3704920,1451,856
3704930,53,266
3704940,1852,327
3704950,1673,939
3704960,860,752
3704970,504,575
3704980,1471,774
3704990,1530,827
3705000,955,623
3705010,649,383
3705020,362,732
3705030,118,629
3705040,1346,877
3705050,397,589
3705060,1747,598
3705070,1458,895
3705080,103,312
3705090,1710,674
3705100,1744,201
3705110,1437,3
3705120,217,134
3705130,1258,740
3705140,976,391
3705150,1441,691
3705160,187,658
3705170,1809,308
3705180,324,964
3705190,85,933
3705200,305,394
3705210,373,49
3705220,923,60
3705230,782,796
3705240,112,798
3705250,453,842
3705260,761,172
3705270,1417,251
3705280,1110,382
3705290,1024,292
3705300,292,880
3705310,778,176
3705320,464,851
3705330,1966,977
3705340,174,151
3705350,183,742
3705360,1673,79
3705370,1297,644
3705380,1272,573
3705390,166,138
3705400,295,557
3705410,961,879
3705420,519,797
3705430,837,485
3705440,1668,410
3705450,491,696
3705460,757,524
3705470,1547,807
3705480,1213,383
3705490,1910,338
3705500,1433,594
3705510,811,60
3705520,1592,756
3705530,562,692
3705540,1765,133
3705550,349,431
3705560,509,756
3705570,32,216
3705580,913,334
3705590,1448,599
3705600,1127,511
3705610,1909,275
3705620,771,192
3705630,1482,743
3705640,602,379
3705650,1637,286
3705660,1425,824
3705670,614,778
3705680,601,907
3705690,1473,412
3705700,1321,567
3705710,187,496
3705720,1204,548
3705730,1278,841
3705740,641,688
3705750,283,882
3705760,356,566
3705770,1866,560
3705780,1364,382
3705790,828,334
3705800,1056,497
3705810,938,921
3705820,1676,382
3705830,1451,132
3705840,85,758
3705850,720,816
3705860,297,113
3705870,1812,30
3705880,845,299
3705890,1046,350
3705900,288,159
3705910,1654,859
3705920,49,797
3705930,135,704
3705940,200,438
3705950,1283,899
3705960,1317,444
3705970,760,700
3705980,913,398
3705990,1436,396
3706000,994,191
3706010,1538,273
3706020,1809,773
3706030,91,538
