value,page,position
17300000,1195,635
17300010,1136,490
17300020,606,315
17300030,565,992
17300040,1852,698
17300050,1023,163
17300060,1262,440
17300070,1391,717
17300080,80,686
17300090,1728,408
17300100,357,796
17300110,631,222
17300120,288,520
17300130,1174,253
17300140,942,208
17300150,1873,753
17300160,1230,119
17300170,1033,232
17300180,1156,87
17300190,922,258
17300200,1876,183
17300210,1594,980
17300220,1652,200
17300230,743,878
17300240,853,242
17300250,317,112
17300260,120,553
17300270,1465,555
17300280,1816,348
17300290,735,526
17300300,1778,696
17300310,1344,196
17300320,1928,677
17300330,413,193
17300340,1344,854
17300350,1002,615
17300360,1891,194
17300370,793,363
17300380,501,809
17300390,1938,657
17300400,1810,817
17300410,1938,56
17300420,69,410
17300430,1915,410
17300440,1979,770
17300450,161,61
17300460,211,178
17300470,74,189
17300480,1648,773
17300490,216,751
17300500,1454,629
17300510,899,860
17300520,984,569
17300530,939,708
17300540,1596,491
17300550,1456,797
17300560,737,642
17300570,1710,217
17300580,389,621
17300590,703,870
17300600,670,870
17300610,610,256
17300620,158,196
17300630,518,120
17300640,743,761
17300650,755,127
17300660,745,821
17300670,1779,660
17300680,1549,675
17300690,1652,800
17300700,197,209
17300710,301,677
17300720,1435,515
17300730,391,171
17300740,602,192
17300750,691,479
17300760,1709,353
17300770,1151,929
17300780,495,92
17300790,325,477
17300800,953,432
17300810,1370,65
17300820,605,53
17300830,1077,853
17300840,1511,813
17300850,789,983
17300860,491,827
17300870,1746,252
17300880,1249,522
17300890,1868,105
17300900,1805,928
17300910,277,192
17300920,406,204
17300930,1377,947
17300940,1985,697
17300950,604,370
17300960,1739,85
17300970,1281,121
17300980,74,467
17300990,212,200
17301000,390,165
17301010,1746,728
17301020,1743,97
17301030,1750,299
17301040,1236,252
17301050,1295,261
17301060,1820,106
17301070,568,337
17301080,167,85
17301090,1020,392
17301100,1986,325
17301110,1883,261
17301120,1919,838
17301130,187,460
17301140,1917,152
17301150,1968,300
17301160,763,817
17301170,1453,51
17301180,1813,569
17301190,452,768
17301200,490,57
17301210,970,648
17301220,462,220
17301230,1652,230
17301240,1879,684
17301250,412,797
17301260,787,365
17301270,1951,786
17301280,729,313
17301290,619,33
17301300,469,22
17301310,1997,341
17301320,1064,455
17301330,1542,235
17301340,122,727
17301350,109,652
17301360,1389,668
17301370,1900,865
17301380,1599,856
17301390,27,434
17301400,1146,983
17301410,1792,884
17301420,508,272
17301430,918,382
17301440,644,670
17301450,682,446
17301460,1961,949
17301470,1913,334
17301480,51,252
17301490,144,691
17301500,890,384
17301510,268,453
17301520,1522,959
17301530,502,414
17301540,462,672
17301550,690,100
17301560,374,812
17301570,1062,118
17301580,1145,754
17301590,1662,684
17301600,1438,173
17301610,1000,699
17301620,1988,396
17301630,532,927
17301640,1032,915
17301650,1852,665
17301660,1775,591
17301670,1708,304
17301680,703,468
17301690,769,721
17301700,368,88
17301710,805,53
17301720,632,837
17301730,1874,511
17301740,182,626
17301750,770,991
17301760,1028,469
17301770,1881,101
17301780,1515,975
17301790,905,333
17301800,1619,397
17301810,338,658
17301820,1252,693
17301830,1197,56
17301840,1053,577
17301850,973,732
17301860,1830,876
17301870,932,750
17301880,1590,291
17301890,1710,28
17301900,1422,491
17301910,1447,854
17301920,1979,15
17301930,96,872
17301940,1359,38
17301950,1168,304
17301960,737,807
17301970,1499,371
17301980,1197,758
