value,page,position
1500000,299,128
1500010,1830,234
1500020,67,943
1500030,110,791
1500040,776,94
1500050,283,354
1500060,895,446
1500070,980,624
1500080,742,626
1500090,1891,433
1500100,51,304
1500110,470,239
1500120,824,682
1500130,1233,221
1500140,107,277
1500150,460,276
1500160,455,181
1500170,1899,548
1500180,1279,811
1500190,1519,420
1500200,1149,790
1500210,132,20
1500220,1126,234
1500230,717,168
1500240,671,797
1500250,1979,286
1500260,1483,488
1500270,1941,619
1500280,1445,148
1500290,1894,913
1500300,99,367
1500310,731,256
1500320,1902,357
1500330,1032,235
1500340,1414,819
1500350,1815,429
1500360,484,505
1500370,779,937
1500380,1438,560
1500390,1106,95
1500400,367,467
1500410,1063,389
1500420,1387,602
1500430,843,48
1500440,70,744
1500450,593,954
1500460,503,122
1500470,1372,145
1500480,896,198
1500490,1774,573
1500500,298,630
1500510,863,630
1500520,1550,475
1500530,1354,572
1500540,1119,685
1500550,1286,902
1500560,815,855
1500570,1509,158
1500580,455,643
1500590,636,519
1500600,396,265
1500610,1667,237
1500620,942,16
1500630,1212,354
1500640,1064,107
1500650,1027,44
1500660,1142,414
1500670,125,74
1500680,127,389
1500690,1954,941
1500700,965,927
1500710,35,640
1500720,1868,607
1500730,2,263
1500740,1067,257
1500750,1817,118
1500760,1643,821
1500770,1360,560
1500780,326,37
1500790,1615,613
1500800,1431,752
1500810,397,641
1500820,1344,729
1500830,847,551
1500840,1249,950
1500850,1757,515
1500860,1349,853
1500870,1764,401
1500880,1623,440
1500890,596,49
1500900,1239,433
1500910,1543,391
1500920,76,680
1500930,698,57
1500940,1574,511
1500950,465,565
1500960,753,218
1500970,805,231
1500980,308,577
1500990,576,789
1501000,954,357
1501010,1754,852
1501020,761,958
1501030,24,155
1501040,1050,985
1501050,1375,341
1501060,1641,389
1501070,1488,297
1501080,548,806
1501090,1696,794
1501100,1163,693
1501110,1970,643
1501120,1210,49
1501130,255,53
1501140,1480,943
1501150,651,731
1501160,355,401
1501170,1625,849
1501180,1169,942
1501190,691,342
1501200,1819,421
1501210,1570,386
1501220,1456,945
1501230,1820,326
1501240,1072,355
1501250,1014,921
1501260,921,133
1501270,1768,28
1501280,672,300
1501290,1359,699
1501300,1374,414
1501310,594,422
1501320,684,419
1501330,1557,922
1501340,664,615
1501350,1330,85
1501360,537,116
1501370,204,780
1501380,1936,761
1501390,131,643
1501400,1952,601
1501410,724,146
1501420,1308,581
1501430,273,46
1501440,747,803
1501450,185,953
1501460,1880,686
1501470,872,925
1501480,1384,401
1501490,557,353
1501500,1097,629
1501510,440,514
1501520,1307,216
1501530,520,649
1501540,1439,554
1501550,35,719
1501560,1687,150
1501570,1431,148
1501580,1532,464
1501590,863,595
1501600,1217,313
1501610,711,692
1501620,835,132
1501630,1051,468
1501640,756,763
1501650,705,646
1501660,1988,173
