value,page,position
3200000,1116,126
3200010,1923,384
3200020,1678,952
3200030,151,758
3200040,1366,279
3200050,1311,427
3200060,408,6
3200070,1310,655
3200080,1977,348
3200090,76,998
3200100,1718,453
3200110,1490,468
3200120,1235,996
3200130,1283,104
3200140,1141,341
3200150,788,161
3200160,1835,540
3200170,1058,663
3200180,1584,675
3200190,1387,183
3200200,32,252
3200210,236,390
3200220,495,815
3200230,1399,884
3200240,1314,853
3200250,78,304
3200260,76,683
3200270,380,851
3200280,1109,485
3200290,915,390
3200300,152,785
3200310,147,507
3200320,422,661
3200330,765,726
3200340,1784,833
3200350,1320,846
3200360,1052,586
3200370,666,638
3200380,1051,583
3200390,1128,574
3200400,940,365
3200410,658,532
3200420,1971,553
3200430,883,308
3200440,1899,779
3200450,1346,43
3200460,1721,501
3200470,353,729
3200480,26,689
3200490,397,567
3200500,1206,682
3200510,1257,858
3200520,1721,516
3200530,1398,280
3200540,1542,668
3200550,83,842
3200560,1519,452
3200570,976,184
3200580,1847,793
3200590,1877,722
3200600,1240,748
3200610,517,989
3200620,58,315
3200630,1366,459
3200640,1873,18
3200650,1985,816
3200660,1460,695
3200670,1083,178
3200680,1694,544
3200690,1942,547
3200700,692,617
3200710,477,78
3200720,1816,857
3200730,871,461
3200740,1281,943
3200750,1371,311
3200760,766,729
3200770,1176,915
3200780,1250,360
3200790,580,919
3200800,1185,387
3200810,1041,497
3200820,810,711
3200830,474,831
3200840,1396,54
3200850,1717,873
3200860,97,220
3200870,1521,198
3200880,234,899
3200890,1481,349
3200900,394,235
3200910,172,822
3200920,1493,774
3200930,1043,134
3200940,69,58
3200950,47,445
3200960,615,151
3200970,361,924
3200980,1640,314
3200990,347,96
3201000,506,730
3201010,1395,229
3201020,671,499
3201030,1861,786
3201040,1291,276
3201050,130,315
3201060,481,687
3201070,958,907
3201080,613,775
3201090,37,834
3201100,567,847
3201110,695,903
3201120,1324,423
3201130,225,418
3201140,392,590
3201150,1590,561
3201160,1134,873
3201170,376,835
3201180,949,186
3201190,1060,435
3201200,1926,137
3201210,1875,886
3201220,448,431
3201230,1336,734
3201240,1647,655
3201250,193,574
3201260,593,996
3201270,1131,573
3201280,1526,566
3201290,909,113
3201300,451,603
3201310,751,305
3201320,1235,634
3201330,1628,167
3201340,16,337
3201350,941,37
3201360,1088,554
3201370,1934,878
3201380,1998,549
3201390,1277,139
3201400,1102,823
3201410,1548,749
3201420,1328,725
3201430,1036,393
3201440,1812,92
3201450,1407,80
3201460,342,100
3201470,395,276
3201480,381,4
3201490,1752,429
3201500,1993,173
3201510,1372,236
3201520,189,345
3201530,1139,13
3201540,504,831
3201550,61,412
3201560,531,8
3201570,210,708
3201580,209,36
3201590,929,91
3201600,1648,517
3201610,693,798
3201620,1863,497
3201630,1644,533
3201640,767,909
3201650,1197,570
3201660,166,766
3201670,1543,34
