value,page,position
9200000,1497,208
9200010,412,838
9200020,1740,960
9200030,73,748
9200040,1369,898
9200050,1464,493
9200060,1323,15
9200070,75,649
9200080,397,719
9200090,509,550
9200100,558,441
9200110,62,682
9200120,1773,792
9200130,1377,453
9200140,275,159
9200150,290,95
9200160,1661,620
9200170,1779,276
9200180,826,784
9200190,514,457
9200200,1319,965
9200210,1858,206
9200220,1446,680
9200230,1136,687
9200240,1141,38
9200250,1826,430
9200260,1231,166
9200270,141,761
9200280,308,239
9200290,1872,428
9200300,1848,888
9200310,987,739
9200320,528,582
9200330,666,447
9200340,1535,357
9200350,1325,24
9200360,1841,631
9200370,1146,3
9200380,143,746
9200390,416,785
9200400,1530,817
9200410,1842,589
9200420,1656,294
9200430,1324,721
9200440,1436,788
9200450,588,48
9200460,506,60
9200470,829,449
9200480,1783,853
9200490,762,881
9200500,985,76
9200510,1665,665
9200520,1106,827
9200530,867,169
9200540,1292,980
9200550,1409,379
9200560,291,107
9200570,93,432
9200580,241,663
9200590,40,305
9200600,120,470
9200610,465,567
9200620,1543,98
9200630,424,535
9200640,1442,943
9200650,1244,266
9200660,108,602
9200670,1474,181
9200680,551,408
9200690,665,309
9200700,778,255
9200710,492,68
9200720,1774,635
9200730,132,32
9200740,882,280
9200750,1719,931
9200760,1500,604
9200770,1928,200
9200780,1484,327
9200790,122,66
9200800,1441,240
9200810,1277,784
9200820,1497,763
9200830,1396,304
9200840,1135,677
9200850,1649,913
9200860,1782,405
9200870,1560,983
9200880,1329,392
9200890,1685,210
9200900,183,308
9200910,1247,629
9200920,591,279
9200930,464,597
9200940,1434,951
9200950,1315,29
9200960,448,382
9200970,1772,807
9200980,159,472
9200990,1133,365
9201000,492,581
9201010,1553,329
9201020,1909,433
9201030,1630,160
9201040,394,485
9201050,107,356
9201060,1582,361
9201070,1918,246
9201080,1585,381
9201090,91,266
9201100,850,575
9201110,778,775
9201120,1095,851
9201130,5,811
9201140,1021,23
9201150,1365,338
9201160,12,338
9201170,123,22
9201180,1929,792
9201190,193,368
9201200,1373,954
9201210,1702,655
9201220,725,304
9201230,706,957
9201240,1121,713
9201250,617,212
9201260,391,186
9201270,381,783
9201280,854,47
9201290,1679,482
9201300,1097,715
9201310,88,236
9201320,1412,106
9201330,1163,548
9201340,1153,159
9201350,1817,238
9201360,1655,47
9201370,585,16
9201380,1607,538
9201390,598,240
9201400,386,186
9201410,1877,11
9201420,1502,269
9201430,240,333
9201440,619,866
9201450,1102,80
9201460,473,836
9201470,358,486
9201480,175,356
9201490,1781,162
9201500,291,205
9201510,279,265
9201520,893,557
9201530,1232,463
9201540,1177,122
9201550,812,945
9201560,1950,967
9201570,1191,22
9201580,631,648
9201590,1366,644
9201600,1313,226
9201610,107,170
9201620,399,559
9201630,1301,870
9201640,1414,602
9201650,11,286
9201660,1486,677
9201670,87,229
9201680,714,246
9201690,315,399
9201700,920,504
9201710,1313,434
9201720,1676,986
9201730,748,829
9201740,619,847
9201750,1412,631
9201760,332,686
9201770,791,127
9201780,1666,974
9201790,1083,788
9201800,43,825
9201810,625,856
9201820,1756,809
9201830,472,575
9201840,634,450
9201850,1809,762
9201860,1238,369
9201870,520,12
9201880,81,512
9201890,1404,554
9201900,486,982
9201910,448,527
9201920,1162,679
9201930,1994,302
9201940,1792,157
9201950,398,499
9201960,217,886
9201970,1615,645
9201980,422,680
9201990,1624,878
9202000,1330,232
9202010,1575,818
9202020,1237,273
9202030,1481,131
9202040,11,270
9202050,1866,556
9202060,72,142
9202070,228,506
9202080,143,768
9202090,101,776
9202100,555,992
9202110,316,416
9202120,819,181
9202130,915,734
9202140,1244,685
9202150,880,334
9202160,673,91
9202170,1278,349
9202180,589,731
9202190,742,539
9202200,1387,321
9202210,1551,244
9202220,580,898
9202230,711,618
9202240,332,356
9202250,1752,809
9202260,1669,551
9202270,351,85
9202280,1819,524
9202290,1091,731
9202300,1155,401
9202310,1228,802
9202320,259,258
9202330,559,335
9202340,1484,798
9202350,1075,683
9202360,1154,287
9202370,1917,695
9202380,82,92
9202390,1683,324
9202400,795,672
9202410,1599,264
9202420,1314,812
9202430,393,86
9202440,242,43
9202450,216,392
9202460,380,669
9202470,800,231
9202480,900,739
9202490,1874,684
9202500,411,272
9202510,1251,982
9202520,347,20
9202530,449,625
9202540,171,477
9202550,106,851
9202560,82,163
9202570,1884,783
9202580,804,410
9202590,66,362
9202600,1733,52
9202610,568,392
9202620,564,949
9202630,256,73
9202640,368,981
9202650,998,816
9202660,285,15
9202670,408,271
9202680,1079,165
9202690,652,60
9202700,1013,549
9202710,593,748
9202720,420,641
9202730,1840,525
9202740,1618,751
9202750,555,274
9202760,1907,30
9202770,194,185
9202780,1372,105
9202790,1632,861
9202800,1719,562
9202810,967,26
9202820,1573,351
9202830,88,544
9202840,1326,982
9202850,1788,743
9202860,1371,283
9202870,1136,62
9202880,618,201
9202890,1688,455
9202900,1489,670
9202910,138,905
9202920,1062,826
9202930,957,417
9202940,645,942
9202950,1636,140
9202960,1172,218
9202970,1312,335
9202980,357,682
9202990,1728,575
9203000,949,125
9203010,149,859
9203020,385,227
9203030,359,360
9203040,1448,294
9203050,1518,783
9203060,704,403
9203070,1246,109
9203080,61,321
9203090,476,537
9203100,1828,498
9203110,1484,1
9203120,740,11
9203130,451,293
9203140,1249,980
9203150,1182,873
9203160,1647,567
9203170,448,113
9203180,1884,649
9203190,241,167
9203200,1546,796
9203210,453,132
9203220,1825,478
9203230,1895,53
9203240,1060,293
9203250,1983,962
9203260,1780,376
9203270,344,135
9203280,752,852
9203290,1554,347
9203300,1407,625
9203310,686,24
9203320,786,857
9203330,1308,829
9203340,849,283
9203350,1821,498
9203360,194,273
9203370,281,246
9203380,911,528
9203390,352,272
9203400,1871,375
9203410,1773,842
9203420,1004,348
9203430,628,366
9203440,1364,834
9203450,1021,220
9203460,929,556
9203470,643,710
9203480,941,348
9203490,766,291
9203500,902,421
9203510,1374,947
9203520,1177,307
9203530,1212,78
9203540,1066,862
9203550,1329,92
9203560,1036,719
9203570,11,964
9203580,703,514
9203590,1468,697
9203600,1157,631
9203610,1668,493
9203620,1696,672
9203630,74,868
9203640,1963,770
9203650,384,5
9203660,1290,3
9203670,635,105
9203680,753,709
9203690,951,529
9203700,1996,103
9203710,1480,842
9203720,1256,454
9203730,595,682
9203740,66,750
9203750,1440,749
9203760,469,604
9203770,621,268
9203780,390,456
9203790,1972,308
9203800,310,37
9203810,330,25
9203820,1555,122
9203830,1039,349
9203840,1353,170
9203850,1891,972
9203860,74,912
