value,page,position
9300000,52,476
9300010,1085,59
9300020,1856,766
9300030,1554,610
9300040,1117,477
9300050,1090,447
9300060,197,742
9300070,1845,302
9300080,1220,769
9300090,75,897
9300100,1349,589
9300110,1371,546
9300120,1416,647
9300130,1456,989
9300140,1728,469
9300150,790,609
9300160,1348,660
9300170,1102,336
9300180,1870,841
9300190,737,265
9300200,1114,514
9300210,1159,785
9300220,1110,27
9300230,715,629
9300240,733,227
9300250,39,950
9300260,975,344
9300270,544,550
9300280,983,69
9300290,1089,250
9300300,1365,813
9300310,1594,62
9300320,945,700
9300330,187,75
9300340,1871,901
9300350,1655,273
9300360,1174,140
9300370,1108,551
9300380,1898,692
9300390,1053,672
9300400,1535,332
9300410,611,548
9300420,1491,58
9300430,657,921
9300440,1913,171
9300450,824,232
9300460,1094,264
9300470,1783,306
9300480,1500,870
9300490,861,195
9300500,600,796
9300510,1729,643
9300520,105,915
9300530,14,416
9300540,1589,618
9300550,596,375
9300560,112,89
9300570,1401,689
9300580,1346,223
9300590,979,918
9300600,1859,13
9300610,1266,240
9300620,1497,495
9300630,1243,533
9300640,1046,2
9300650,1619,348
9300660,1540,297
9300670,415,574
9300680,288,449
9300690,620,55
9300700,733,965
9300710,1407,111
9300720,1249,414
9300730,298,921
9300740,1194,623
9300750,72,85
9300760,1207,889
9300770,635,375
9300780,1382,388
9300790,941,275
9300800,592,924
9300810,1525,375
9300820,958,718
9300830,938,561
9300840,1615,678
9300850,1159,452
9300860,218,10
9300870,892,704
9300880,292,61
9300890,252,243
9300900,1088,838
9300910,566,538
9300920,1365,402
9300930,1845,551
9300940,256,230
9300950,267,980
9300960,79,962
9300970,1896,372
9300980,464,497
9300990,1732,317
9301000,489,791
9301010,1437,312
9301020,320,73
9301030,1178,614
9301040,387,702
9301050,1283,40
9301060,174,667
9301070,1375,494
9301080,1311,965
9301090,1474,33
9301100,71,990
9301110,279,571
9301120,656,472
9301130,1058,690
9301140,551,177
9301150,1612,762
9301160,268,564
9301170,143,136
9301180,1358,61
9301190,792,265
9301200,49,437
9301210,1363,33
9301220,1925,437
9301230,603,347
9301240,1475,3
9301250,73,345
9301260,1640,18
9301270,1377,23
9301280,137,577
9301290,1902,445
9301300,1540,877
9301310,752,212
9301320,1846,147
9301330,1183,665
9301340,865,855
9301350,1001,338
9301360,1400,289
9301370,686,451
9301380,28,729
9301390,1011,847
9301400,130,80
9301410,1699,516
9301420,572,19
9301430,618,218
9301440,1060,312
9301450,25,461
9301460,801,875
9301470,32,395
9301480,834,523
9301490,5,535
9301500,1808,400
9301510,1196,397
9301520,451,35
9301530,557,95
9301540,1509,612
9301550,824,995
9301560,1727,242
9301570,1427,497
9301580,1427,70
9301590,859,855
9301600,530,585
9301610,1106,913
9301620,1019,410
9301630,1251,671
9301640,1864,288
9301650,1318,949
9301660,1220,952
9301670,1054,422
9301680,1685,687
9301690,826,994
9301700,45,833
9301710,542,991
9301720,1306,921
9301730,755,580
9301740,725,966
9301750,1801,111
9301760,547,414
9301770,1332,735
9301780,1202,552
9301790,1726,172
9301800,1420,35
9301810,1328,884
9301820,216,989
9301830,1567,653
9301840,1906,296
9301850,635,797
9301860,1800,288
9301870,1324,767
9301880,309,945
9301890,956,168
9301900,1398,917
9301910,1475,923
9301920,352,838
9301930,460,927
9301940,747,625
9301950,990,200
9301960,1733,687
9301970,1894,194
9301980,1273,534
9301990,1851,557
9302000,1741,65
9302010,1551,837
9302020,1185,768
9302030,1394,170
9302040,68,294
9302050,934,392
9302060,100,656
9302070,1638,304
9302080,184,146
9302090,1357,750
9302100,1639,489
9302110,984,97
9302120,1554,195
9302130,1541,563
9302140,1074,390
9302150,1782,728
9302160,1423,458
9302170,312,978
9302180,1260,86
9302190,360,394
9302200,531,828
9302210,1706,685
9302220,1962,675
9302230,1033,165
9302240,625,163
9302250,212,672
9302260,1530,797
9302270,1838,516
9302280,301,654
9302290,1125,532
9302300,433,833
9302310,1634,22
9302320,362,603
9302330,920,130
9302340,8,430
9302350,1838,858
9302360,17,938
9302370,479,619
9302380,1159,300
9302390,1226,161
9302400,1843,575
9302410,1357,850
9302420,1461,730
9302430,662,669
9302440,643,689
9302450,1437,952
9302460,1797,297
9302470,1522,811
9302480,1316,85
9302490,1920,912
9302500,1071,290
9302510,470,98
9302520,1338,538
9302530,1529,994
9302540,127,626
9302550,1348,869
9302560,366,221
9302570,1683,987
9302580,1638,921
9302590,1839,224
9302600,319,865
9302610,207,7
9302620,1195,772
9302630,1096,551
9302640,1407,563
9302650,830,842
9302660,1533,369
9302670,74,196
9302680,140,849
9302690,1984,607
9302700,336,128
9302710,1678,870
9302720,254,916
9302730,1674,822
9302740,114,334
9302750,1520,738
9302760,818,126
9302770,900,666
9302780,248,678
9302790,22,289
9302800,1530,922
9302810,749,235
9302820,1710,728
9302830,419,811
9302840,524,905
9302850,402,888
9302860,1622,118
9302870,769,37
9302880,1795,831
9302890,892,853
9302900,712,920
9302910,791,818
9302920,1750,814
9302930,1103,435
9302940,959,974
9302950,1498,317
9302960,152,771
9302970,303,866
9302980,1378,932
9302990,466,255
9303000,463,789
9303010,293,579
9303020,1066,708
9303030,755,38
9303040,863,182
9303050,497,172
9303060,745,681
9303070,1063,619
9303080,1837,743
9303090,343,762
9303100,958,644
9303110,1134,722
9303120,463,424
9303130,598,722
9303140,1356,562
9303150,1016,663
9303160,274,579
9303170,420,418
9303180,953,170
9303190,602,639
9303200,652,550
9303210,733,335
9303220,203,113
9303230,268,163
9303240,1846,430
9303250,996,874
9303260,934,763
9303270,889,47
9303280,713,260
9303290,1868,443
9303300,522,854
9303310,1841,621
9303320,366,211
9303330,856,966
9303340,289,366
9303350,425,340
9303360,1934,145
9303370,920,875
9303380,1175,269
9303390,417,68
9303400,740,900
9303410,527,203
9303420,1696,212
9303430,531,130
9303440,1844,930
9303450,1402,954
9303460,1322,991
9303470,807,543
9303480,1401,356
9303490,1812,545
9303500,1614,618
9303510,1333,540
9303520,1150,65
9303530,646,45
9303540,1456,839
9303550,812,257
9303560,1084,813
9303570,301,344
9303580,1298,734
9303590,1405,187
9303600,874,573
9303610,199,615
9303620,1419,512
9303630,190,89
9303640,556,544
9303650,1045,999
9303660,43,113
9303670,1032,316
9303680,82,402
9303690,406,707
9303700,1328,579
9303710,981,869
9303720,54,926
9303730,1294,939
9303740,1810,436
9303750,209,695
9303760,1181,762
9303770,684,264
9303780,800,613
9303790,968,394
9303800,1465,746
9303810,448,37
9303820,1007,682
9303830,1927,300
9303840,1037,766
9303850,811,426
9303860,210,137
9303870,1187,877
9303880,503,41
9303890,656,297
9303900,526,127
9303910,1762,832
9303920,276,516
9303930,143,74
9303940,1926,929
9303950,1617,693
9303960,1564,644
9303970,277,863
9303980,1320,426
9303990,1102,63
9304000,104,735
9304010,1382,257
9304020,728,863
9304030,1384,6
9304040,903,669
9304050,1548,374
9304060,1889,856
9304070,470,730
9304080,155,15
