value,page,position
16000000,336,775
16000010,1878,106
16000020,1349,242
16000030,1356,355
16000040,669,92
16000050,77,713
16000060,1229,495
16000070,1339,363
16000080,1200,999
16000090,1424,314
16000100,170,677
16000110,1505,134
16000120,1253,559
16000130,847,900
16000140,671,982
16000150,976,89
16000160,1496,904
16000170,44,542
16000180,1630,893
16000190,283,298
16000200,783,654
16000210,343,939
16000220,608,464
16000230,1989,489
16000240,190,862
16000250,1441,322
16000260,1279,670
16000270,1551,963
16000280,1065,47
16000290,106,803
16000300,1459,373
16000310,291,357
16000320,254,518
16000330,985,376
16000340,57,965
16000350,1610,375
16000360,1737,914
16000370,747,207
16000380,1980,633
16000390,1000,396
16000400,1932,611
16000410,1536,581
16000420,1586,761
16000430,1518,11
16000440,301,134
16000450,643,286
16000460,1309,886
16000470,390,529
16000480,801,750
16000490,233,64
16000500,1401,892
16000510,759,281
16000520,1809,512
16000530,226,46
16000540,981,590
16000550,1486,441
16000560,1054,674
16000570,1341,644
16000580,1102,288
16000590,1782,55
16000600,982,879
16000610,1131,497
16000620,1066,843
16000630,116,798
16000640,1093,818
16000650,665,271
16000660,78,289
16000670,1744,536
16000680,326,948
16000690,808,733
16000700,820,480
16000710,1558,548
16000720,1244,715
16000730,1993,140
16000740,1111,279
16000750,897,563
16000760,692,689
16000770,937,623
16000780,409,594
16000790,317,933
16000800,264,60
16000810,731,13
16000820,1699,481
16000830,1973,280
16000840,1144,885
16000850,449,604
16000860,521,330
16000870,1372,30
16000880,1965,490
16000890,980,39
16000900,392,538
16000910,1588,616
16000920,203,854
16000930,1560,84
16000940,1808,271
16000950,1829,711
16000960,292,53
16000970,159,257
16000980,1684,880
16000990,778,54
16001000,1339,475
16001010,1414,630
16001020,885,46
16001030,219,559
16001040,1996,289
16001050,173,991
16001060,1615,773
16001070,1911,345
16001080,579,239
16001090,802,89
16001100,450,411
16001110,1633,770
16001120,1406,836
16001130,335,346
16001140,370,526
16001150,1502,642
16001160,1101,306
16001170,194,22
16001180,294,808
16001190,491,398
16001200,718,565
16001210,851,456
16001220,303,661
16001230,1844,451
16001240,1879,878
16001250,974,776
16001260,731,220
16001270,1060,561
16001280,93,877
16001290,1352,929
16001300,1404,245
16001310,796,185
16001320,1098,682
16001330,928,66
16001340,112,300
16001350,1307,631
16001360,706,111
16001370,747,966
16001380,1534,327
16001390,544,511
16001400,930,91
16001410,1719,465
16001420,1273,859
16001430,1969,317
16001440,1547,475
16001450,63,74
16001460,652,540
16001470,1257,834
16001480,1934,103
16001490,1341,851
16001500,85,366
16001510,1243,791
16001520,256,408
16001530,896,931
16001540,1916,457
16001550,626,373
16001560,1955,533
16001570,1490,628
16001580,216,530
16001590,1189,865
16001600,1414,238
16001610,1891,492
16001620,1416,682
16001630,317,752
16001640,1715,456
16001650,1057,156
16001660,384,40
16001670,1083,515
16001680,1817,949
16001690,394,514
16001700,1578,894
16001710,1845,634
16001720,1396,731
16001730,1919,120
16001740,707,946
16001750,1663,272
16001760,1678,360
16001770,751,408
16001780,227,21
16001790,1282,904
16001800,1662,487
16001810,651,660
16001820,615,742
16001830,96,66
16001840,260,464
16001850,797,401
16001860,41,271
16001870,479,162
16001880,284,478
16001890,1308,79
16001900,977,888
16001910,1519,892
16001920,394,676
16001930,1215,803
16001940,1599,217
16001950,69,434
16001960,244,744
16001970,845,937
16001980,1744,443
16001990,13,689
16002000,461,385
16002010,1913,895
16002020,4,756
16002030,1413,760
16002040,744,377
16002050,806,290
16002060,859,138
16002070,1741,0
16002080,429,400
16002090,476,284
16002100,1384,655
16002110,758,967
16002120,374,243
16002130,661,482
16002140,2,73
16002150,1522,403
16002160,329,804
16002170,1035,51
16002180,507,6
16002190,1415,413
16002200,884,586
16002210,730,212
16002220,1283,33
16002230,524,676
16002240,1717,231
16002250,1518,507
16002260,1509,879
16002270,507,527
16002280,421,825
16002290,111,771
16002300,220,48
16002310,1110,160
16002320,1102,610
16002330,416,771
16002340,368,42
16002350,1893,879
16002360,242,459
16002370,107,482
16002380,332,702
16002390,1739,607
16002400,1530,59
16002410,1447,901
16002420,1389,339
16002430,1287,767
16002440,242,610
16002450,1836,308
16002460,1504,622
16002470,1584,313
16002480,931,23
16002490,637,521
16002500,831,516
16002510,1477,153
16002520,361,884
16002530,1640,115
16002540,561,416
16002550,1595,76
16002560,1312,692
16002570,1614,179
16002580,1798,929
16002590,1403,595
16002600,920,363
16002610,512,604
16002620,1275,781
16002630,74,542
16002640,1993,921
16002650,432,90
16002660,1349,652
16002670,1815,803
16002680,72,273
16002690,396,46
16002700,337,426
16002710,162,934
16002720,1760,212
16002730,1613,206
16002740,1395,857
16002750,577,211
16002760,1438,894
16002770,1669,39
16002780,1622,697
16002790,1527,401
16002800,1074,340
16002810,418,193
16002820,1397,156
16002830,434,201
16002840,103,981
16002850,249,106
16002860,1540,110
16002870,1217,650
16002880,189,102
16002890,1733,28
16002900,1886,930
16002910,1808,764
16002920,731,534
16002930,563,343
16002940,1711,758
16002950,1630,495
16002960,1362,268
16002970,487,614
16002980,968,147
16002990,177,52
16003000,1047,563
16003010,369,933
16003020,444,819
16003030,1273,583
16003040,90,112
16003050,802,186
16003060,815,714
16003070,1619,681
16003080,1054,126
16003090,1726,354
16003100,1584,454
16003110,1163,573
16003120,718,19
16003130,639,470
16003140,1994,954
16003150,1570,684
16003160,1932,869
16003170,557,114
16003180,305,163
16003190,928,993
16003200,810,394
16003210,1806,950
16003220,758,125
16003230,1199,648
16003240,1879,961
16003250,466,303
16003260,1730,776
