value,page,position
19400000,1354,83
19400010,1499,499
19400020,197,382
19400030,1942,372
19400040,1992,158
19400050,906,933
19400060,688,77
19400070,702,333
19400080,886,756
19400090,180,111
19400100,1829,541
19400110,1101,159
19400120,653,772
19400130,1618,53
19400140,750,393
19400150,451,990
19400160,847,214
19400170,1790,541
19400180,792,313
19400190,1079,201
19400200,1976,893
19400210,1698,244
19400220,1420,950
19400230,1615,647
19400240,1966,303
19400250,523,363
19400260,1296,784
19400270,1172,812
19400280,1839,589
19400290,1297,967
19400300,1042,25
19400310,545,466
19400320,873,474
19400330,504,785
19400340,1617,40
19400350,1838,56
19400360,487,665
19400370,1786,633
19400380,1039,687
19400390,1552,650
19400400,1268,470
19400410,1165,985
19400420,1241,112
19400430,1480,334
19400440,1633,2
19400450,196,239
19400460,678,315
19400470,1635,439
19400480,734,728
19400490,369,829
19400500,720,521
19400510,1954,103
19400520,762,790
19400530,457,875
19400540,1892,601
19400550,743,172
19400560,578,843
19400570,687,796
19400580,858,854
19400590,396,485
19400600,1479,31
19400610,1059,704
19400620,924,613
19400630,459,767
19400640,284,788
19400650,1730,146
19400660,453,710
19400670,1765,75
19400680,58,204
19400690,1087,570
19400700,717,656
19400710,254,228
19400720,1842,511
19400730,1305,239
19400740,63,525
19400750,1123,904
19400760,1779,80
19400770,991,945
19400780,404,85
19400790,1475,467
19400800,1256,516
19400810,682,357
19400820,1153,711
19400830,914,948
19400840,1459,97
19400850,1438,959
19400860,1849,690
19400870,1739,328
19400880,77,971
19400890,950,272
19400900,804,449
19400910,163,844
19400920,1499,618
19400930,745,409
19400940,1723,319
19400950,1706,409
19400960,932,230
19400970,1153,948
19400980,226,960
19400990,683,297
19401000,1575,133
19401010,568,15
19401020,1815,890
19401030,349,721
19401040,1378,307
19401050,666,814
19401060,150,373
19401070,230,148
19401080,742,502
19401090,692,332
19401100,1863,576
19401110,1828,999
19401120,788,829
19401130,527,105
19401140,611,897
19401150,507,559
19401160,498,77
19401170,202,733
19401180,1401,248
19401190,1660,604
19401200,1017,314
19401210,469,862
19401220,998,566
19401230,1950,430
19401240,1996,970
19401250,1012,67
19401260,1105,158
19401270,1262,728
19401280,131,858
19401290,664,864
19401300,1088,601
19401310,1653,927
19401320,825,691
19401330,756,743
19401340,1218,739
19401350,577,644
19401360,1631,163
19401370,1621,586
19401380,1370,150
19401390,1574,784
19401400,260,583
19401410,800,690
19401420,1386,752
19401430,809,65
19401440,1058,69
19401450,1402,572
19401460,1786,860
19401470,119,613
19401480,892,948
19401490,1553,707
19401500,1700,697
19401510,1770,564
19401520,1636,153
19401530,547,756
19401540,1579,622
19401550,1514,735
19401560,218,802
19401570,482,345
19401580,1371,547
19401590,770,492
19401600,1733,767
19401610,1892,504
19401620,1619,89
19401630,1928,934
19401640,1655,102
19401650,1429,32
19401660,1784,569
19401670,611,453
19401680,1621,954
19401690,675,657
19401700,1453,524
19401710,1922,549
19401720,1442,877
19401730,1706,633
19401740,1804,343
19401750,1852,160
19401760,862,652
19401770,343,475
19401780,718,636
19401790,1233,490
19401800,163,139
19401810,355,958
19401820,1273,442
19401830,1912,796
19401840,317,475
19401850,582,916
19401860,315,328
19401870,733,562
19401880,1621,286
19401890,761,233
19401900,395,229
19401910,1070,406
19401920,418,576
19401930,378,180
19401940,751,85
19401950,288,894
19401960,865,662
19401970,534,635
19401980,1762,996
19401990,1874,949
19402000,682,63
19402010,1541,415
19402020,175,103
19402030,1519,222
19402040,1252,927
19402050,1801,699
19402060,1613,139
19402070,629,951
19402080,330,796
19402090,343,216
19402100,1484,795
19402110,1710,948
19402120,564,299
19402130,958,949
19402140,1566,996
19402150,439,242
19402160,49,272
19402170,346,385
19402180,1879,767
19402190,1602,347
19402200,1767,705
19402210,685,812
19402220,1976,804
19402230,153,333
19402240,1255,90
19402250,1754,39
19402260,1216,795
19402270,761,2
19402280,1211,342
19402290,239,899
19402300,1559,663
19402310,144,240
19402320,1253,973
19402330,1754,240
19402340,151,379
19402350,816,382
19402360,2000,748
19402370,1487,694
19402380,1295,106
19402390,1409,513
19402400,1958,773
19402410,944,595
19402420,1306,92
19402430,180,263
19402440,727,926
19402450,1153,475
19402460,994,928
19402470,1154,462
19402480,539,759
19402490,1915,322
19402500,1591,338
19402510,1123,351
19402520,263,493
19402530,65,486
19402540,1705,846
19402550,1219,463
19402560,501,155
19402570,59,223
19402580,1443,574
19402590,877,736
19402600,1214,542
19402610,1273,658
19402620,701,101
19402630,1498,934
19402640,1314,881
19402650,1764,845
19402660,556,413
19402670,201,923
19402680,1042,676
19402690,893,750
19402700,726,772
19402710,1815,315
19402720,1827,47
19402730,1853,843
19402740,851,964
19402750,1581,877
19402760,835,104
19402770,1681,883
19402780,355,545
19402790,1650,753
19402800,1928,481
19402810,418,435
19402820,1928,87
19402830,741,738
19402840,1125,114
19402850,493,724
19402860,918,294
19402870,559,800
19402880,1937,758
19402890,668,326
19402900,223,756
19402910,882,761
19402920,1939,595
19402930,635,942
19402940,1257,446
19402950,1258,400
19402960,1975,211
19402970,1374,779
19402980,971,865
19402990,795,645
19403000,89,347
19403010,160,852
19403020,1857,519
19403030,1479,493
19403040,1498,550
19403050,536,372
19403060,1687,968
19403070,51,30
19403080,748,128
19403090,249,39
19403100,498,763
19403110,1579,374
19403120,150,921
19403130,775,982
19403140,160,787
19403150,1976,716
19403160,1276,416
19403170,1637,534
19403180,130,963
19403190,83,710
19403200,266,213
19403210,323,793
19403220,836,484
19403230,594,488
19403240,1005,970
19403250,758,709
19403260,363,800
19403270,806,495
19403280,891,387
19403290,314,197
19403300,144,905
19403310,1906,915
19403320,1348,716
19403330,1646,990
19403340,588,133
19403350,1814,632
19403360,1883,66
19403370,1141,373
19403380,392,957
19403390,1798,242
19403400,1789,361
19403410,1278,208
19403420,1958,786
19403430,436,590
19403440,8,307
19403450,358,485
19403460,1231,982
19403470,1375,253
19403480,1569,245
19403490,1154,475
19403500,1571,526
19403510,687,826
19403520,1576,630
19403530,205,109
19403540,60,703
19403550,332,415
19403560,792,509
19403570,205,512
19403580,228,605
19403590,340,662
19403600,426,501
19403610,1785,989
19403620,801,765
19403630,1933,52
19403640,1437,518
19403650,622,384
19403660,1258,106
19403670,605,983
19403680,1280,167
19403690,768,252
19403700,699,269
19403710,789,447
19403720,1048,594
19403730,377,589
19403740,1922,908
19403750,596,282
19403760,1002,603
19403770,527,568
19403780,10,824
19403790,1750,625
19403800,424,300
19403810,1697,746
19403820,1266,81
19403830,1087,475
19403840,1576,421
19403850,1657,122
19403860,1464,556
19403870,9,73
19403880,1999,36
19403890,730,893
19403900,58,495
19403910,94,256
19403920,1825,212
19403930,1053,826
19403940,261,565
19403950,1635,26
19403960,314,66
19403970,1363,27
19403980,1548,256
19403990,716,235
19404000,106,597
19404010,337,688
19404020,792,876
19404030,351,356
19404040,460,824
19404050,747,171
19404060,1679,1
19404070,1022,188
19404080,1415,636
19404090,295,473
19404100,1854,598
19404110,906,370
19404120,1755,915
19404130,1793,618
19404140,688,36
19404150,456,821
19404160,1999,776
19404170,313,38
19404180,1997,432
19404190,1835,965
19404200,603,981
19404210,1135,27
19404220,60,923
19404230,476,460
19404240,795,699
19404250,1076,639
19404260,844,751
19404270,1343,759
19404280,1635,177
19404290,49,241
19404300,1914,186
19404310,54,958
19404320,1139,54
19404330,1628,174
19404340,531,326
19404350,1024,724
19404360,1551,494
19404370,893,973
19404380,1434,406
19404390,1953,824
19404400,569,545
19404410,75,802
19404420,381,537
19404430,1930,198
19404440,881,755
19404450,46,346
19404460,179,31
19404470,403,591
19404480,1516,744
19404490,1433,647
19404500,1296,503
19404510,1893,86
19404520,1431,864
19404530,1437,206
19404540,936,821
19404550,991,756
19404560,1117,748
19404570,1315,356
19404580,1431,538
19404590,1981,753
19404600,325,827
19404610,1614,110
19404620,1125,613
19404630,1050,920
19404640,300,837
19404650,1703,729
19404660,361,342
19404670,1702,281
19404680,547,749
19404690,358,235
19404700,90,220
19404710,1896,399
19404720,1070,547
19404730,813,199
19404740,43,128
19404750,1432,55
19404760,354,253
19404770,535,552
19404780,806,976
19404790,1100,296
19404800,1379,206
19404810,208,667
19404820,70,158
19404830,802,383
19404840,774,920
19404850,1535,879
19404860,1183,688
19404870,837,970
19404880,1078,292
19404890,1864,386
19404900,1844,255
19404910,1700,450
19404920,1530,952
19404930,242,854
19404940,430,171
19404950,720,902
19404960,1498,971
19404970,1108,940
19404980,412,511
19404990,726,16
19405000,1300,641
19405010,1561,641
19405020,155,922
19405030,886,854
19405040,635,160
19405050,791,144
19405060,1288,0
19405070,1607,478
19405080,1515,791
19405090,442,708
19405100,469,330
19405110,1494,902
19405120,1742,453
19405130,1801,961
19405140,235,817
19405150,9,399
19405160,1707,54
19405170,573,455
19405180,1874,509
19405190,924,10
19405200,1637,603
19405210,1107,55
19405220,1786,701
19405230,1780,24
19405240,1209,113
19405250,900,509
19405260,756,44
19405270,99,751
19405280,1659,228
19405290,273,621
19405300,205,731
19405310,1495,788
19405320,1742,294
19405330,1228,742
19405340,587,809
19405350,1803,23
19405360,1231,437
19405370,291,600
19405380,1497,232
19405390,261,810
19405400,835,259
19405410,924,503
19405420,1301,785
19405430,1504,839
19405440,1918,802
19405450,1330,75
19405460,1979,819
19405470,333,431
19405480,1867,241
19405490,511,856
19405500,1733,972
19405510,434,741
19405520,859,808
19405530,754,992
19405540,1618,831
19405550,192,299
19405560,103,183
19405570,1570,258
19405580,1879,918
19405590,1730,270
19405600,1381,189
19405610,1724,387
19405620,746,649
19405630,541,513
19405640,1277,378
19405650,1997,263
19405660,1931,787
19405670,50,166
19405680,770,816
19405690,362,507
19405700,1314,689
19405710,713,61
19405720,1446,243
19405730,1114,546
19405740,1604,564
19405750,1093,146
19405760,473,595
19405770,1401,234
19405780,1261,274
19405790,376,528
19405800,1058,982
19405810,1719,148
19405820,1485,124
19405830,1116,925
19405840,190,469
19405850,1931,575
19405860,1370,463
19405870,876,367
19405880,1421,894
19405890,1312,314
19405900,1372,881
19405910,1822,524
19405920,1880,890
19405930,208,581
19405940,1966,71
19405950,1390,78
