value,page,position
13900000,1831,280
13900010,323,57
13900020,64,82
13900030,1359,657
13900040,1157,318
13900050,254,684
13900060,1606,931
13900070,433,239
13900080,739,20
13900090,1602,425
13900100,796,388
13900110,418,368
13900120,1624,669
13900130,1411,792
13900140,1823,478
13900150,1646,73
13900160,356,471
13900170,757,892
13900180,101,883
13900190,202,482
13900200,1015,731
13900210,543,483
13900220,1366,216
13900230,1537,892
13900240,1420,350
13900250,1175,227
13900260,1421,964
13900270,720,522
13900280,601,980
13900290,1253,957
13900300,271,145
13900310,1935,734
13900320,1862,390
13900330,797,526
13900340,920,286
13900350,1563,44
13900360,701,960
13900370,1745,822
13900380,605,146
13900390,1940,271
13900400,1112,287
13900410,690,767
13900420,1221,223
13900430,306,984
13900440,1996,599
13900450,294,274
13900460,227,0
13900470,1381,110
13900480,889,652
13900490,1973,14
13900500,1499,906
13900510,413,125
13900520,1892,506
13900530,969,120
13900540,220,678
13900550,1297,856
13900560,1112,251
13900570,23,762
13900580,38,913
13900590,1995,249
13900600,1965,215
13900610,446,360
13900620,1804,787
13900630,1152,867
13900640,960,423
13900650,1447,738
13900660,820,201
13900670,1125,300
13900680,1498,135
13900690,21,725
13900700,874,460
13900710,441,224
13900720,1647,251
13900730,778,946
13900740,1136,324
13900750,46,935
13900760,831,768
13900770,1335,534
13900780,553,675
13900790,127,22
13900800,868,70
13900810,299,869
13900820,118,393
13900830,814,611
13900840,508,171
13900850,1774,92
13900860,1108,896
13900870,444,65
13900880,1029,183
13900890,1960,141
13900900,1165,794
13900910,1619,263
13900920,1600,262
13900930,1026,725
13900940,1082,34
13900950,666,727
13900960,542,51
13900970,520,328
13900980,97,262
13900990,81,377
13901000,1268,83
13901010,952,266
13901020,133,677
13901030,1013,737
13901040,186,686
13901050,336,906
13901060,1349,395
13901070,362,504
13901080,1572,693
13901090,951,25
13901100,744,47
13901110,172,351
13901120,888,420
13901130,340,95
13901140,884,298
13901150,512,770
13901160,41,835
13901170,1185,839
13901180,1510,587
13901190,1262,814
13901200,201,32
13901210,332,277
13901220,1487,193
13901230,678,267
13901240,841,441
13901250,801,243
13901260,623,640
13901270,143,70
13901280,605,128
13901290,1804,622
13901300,404,610
13901310,226,464
13901320,801,274
13901330,1425,952
13901340,59,334
13901350,1610,397
13901360,1800,221
13901370,1952,484
13901380,965,260
13901390,1881,527
13901400,550,439
13901410,1389,476
13901420,242,369
13901430,313,713
13901440,1134,162
13901450,1848,651
13901460,1112,606
13901470,1909,311
13901480,14,377
13901490,1284,99
13901500,1133,354
13901510,1870,567
13901520,274,781
13901530,1449,609
13901540,1533,438
13901550,1532,71
13901560,468,426
13901570,878,491
13901580,956,482
13901590,248,294
13901600,1283,227
13901610,1250,846
13901620,240,880
13901630,1275,223
13901640,1569,490
13901650,1218,402
13901660,419,436
13901670,433,49
13901680,14,618
13901690,705,773
13901700,277,391
13901710,764,672
13901720,1159,727
13901730,757,261
13901740,1215,438
13901750,486,744
13901760,180,343
13901770,1520,466
13901780,85,326
13901790,1067,157
13901800,1113,317
13901810,892,768
13901820,278,812
13901830,1124,28
13901840,1899,156
13901850,969,868
13901860,1561,294
13901870,1484,297
13901880,672,631
13901890,912,851
13901900,1756,117
13901910,995,294
13901920,854,478
13901930,169,803
13901940,266,332
13901950,1609,862
13901960,257,309
13901970,1428,87
13901980,47,871
13901990,759,32
13902000,575,729
13902010,520,492
13902020,1956,383
13902030,725,77
13902040,762,290
13902050,1958,80
13902060,1632,31
13902070,654,300
13902080,1308,228
13902090,1175,116
13902100,842,547
13902110,18,451
13902120,1347,985
13902130,292,240
13902140,1201,282
13902150,1457,588
13902160,750,819
13902170,1257,326
13902180,663,581
13902190,214,771
13902200,1296,783
13902210,1438,365
13902220,1298,474
13902230,299,260
13902240,810,957
13902250,985,575
13902260,952,97
13902270,643,521
13902280,799,910
13902290,1939,667
13902300,1073,262
13902310,1073,848
