value,page,position
17900000,1688,260
17900010,441,101
17900020,424,714
17900030,1587,281
17900040,1028,174
17900050,190,804
17900060,1779,622
17900070,632,562
17900080,1644,879
17900090,1688,723
17900100,1285,318
17900110,545,44
17900120,685,473
17900130,851,711
17900140,1358,341
17900150,921,435
17900160,1258,50
17900170,883,385
17900180,1037,712
17900190,1351,164
17900200,995,903
17900210,210,165
17900220,1508,294
17900230,323,190
17900240,1003,258
17900250,187,318
17900260,1859,503
17900270,735,10
17900280,640,60
17900290,983,503
17900300,1413,343
17900310,530,988
17900320,111,648
17900330,175,542
17900340,1022,671
17900350,47,532
17900360,611,901
17900370,1319,517
17900380,460,575
17900390,1443,654
17900400,1372,801
17900410,836,836
17900420,995,133
17900430,314,122
17900440,441,326
17900450,1351,85
17900460,1493,611
17900470,1837,541
17900480,656,375
17900490,1169,811
17900500,799,230
17900510,1336,569
17900520,886,345
17900530,1559,110
17900540,248,75
17900550,1678,841
17900560,1242,345
17900570,989,124
17900580,485,771
17900590,508,209
17900600,373,94
17900610,353,663
17900620,1942,729
17900630,1893,310
17900640,1347,516
17900650,1427,961
17900660,1187,570
17900670,1650,554
17900680,1111,320
17900690,397,232
17900700,359,167
17900710,302,604
17900720,339,395
17900730,769,164
17900740,356,741
17900750,1019,551
17900760,762,245
17900770,48,535
17900780,1862,46
17900790,459,392
17900800,1720,152
17900810,1045,321
17900820,1688,745
17900830,80,115
17900840,145,456
17900850,1727,885
17900860,367,457
17900870,1335,367
17900880,1094,213
17900890,749,62
17900900,256,743
17900910,213,448
17900920,458,913
17900930,1442,741
17900940,1955,987
17900950,478,354
17900960,1799,82
17900970,1907,775
17900980,384,464
17900990,509,958
17901000,165,10
17901010,1742,828
17901020,1949,617
17901030,1086,288
17901040,323,218
17901050,1978,402
17901060,460,640
17901070,1175,632
17901080,601,602
17901090,402,591
17901100,814,136
17901110,1067,896
17901120,408,573
17901130,158,531
17901140,60,800
17901150,1479,357
17901160,664,582
17901170,1891,239
17901180,461,923
17901190,9,940
17901200,341,403
17901210,1787,484
17901220,500,805
17901230,133,598
17901240,1388,185
17901250,1823,332
17901260,792,971
17901270,1148,260
17901280,930,505
17901290,581,69
17901300,565,950
17901310,1072,267
17901320,719,297
17901330,1864,283
17901340,345,615
17901350,82,990
17901360,1207,919
17901370,600,697
17901380,1557,790
17901390,62,604
17901400,1880,166
17901410,1434,991
17901420,1493,42
17901430,129,970
17901440,134,766
17901450,647,386
17901460,48,769
17901470,440,953
17901480,1531,535
17901490,1299,440
17901500,9,371
17901510,212,396
17901520,387,311
17901530,150,866
17901540,646,178
17901550,527,192
17901560,162,393
17901570,173,534
17901580,1118,495
17901590,1622,72
17901600,1468,915
17901610,48,314
17901620,1882,480
17901630,978,131
17901640,1402,95
17901650,1164,412
17901660,1144,293
17901670,510,536
17901680,1712,41
17901690,656,982
17901700,1301,182
17901710,1736,865
17901720,1709,616
17901730,779,787
17901740,369,120
17901750,250,432
17901760,1193,62
17901770,788,927
17901780,436,190
17901790,846,463
17901800,1454,305
17901810,684,29
17901820,1474,105
17901830,977,139
17901840,202,532
17901850,1265,607
17901860,1696,798
17901870,472,504
17901880,750,560
17901890,1483,745
17901900,1153,543
17901910,1538,531
17901920,1984,6
17901930,291,915
17901940,621,39
17901950,260,781
17901960,789,794
17901970,1134,730
17901980,595,988
17901990,1345,971
17902000,1441,878
17902010,121,481
17902020,286,289
17902030,1792,2
17902040,479,812
17902050,1889,753
17902060,1061,795
17902070,326,510
17902080,1495,488
17902090,1751,942
17902100,1748,81
17902110,1143,697
17902120,731,347
17902130,539,780
17902140,1795,286
17902150,1413,368
17902160,535,257
17902170,1873,16
17902180,606,528
17902190,71,119
17902200,291,389
17902210,171,193
17902220,1675,925
17902230,925,148
17902240,1857,675
17902250,454,600
17902260,1049,781
17902270,1798,925
17902280,390,290
17902290,440,304
17902300,491,256
17902310,623,261
17902320,1793,823
17902330,1562,680
17902340,938,47
17902350,259,150
17902360,924,527
17902370,268,400
17902380,1072,26
17902390,1087,448
17902400,1158,824
17902410,804,704
17902420,563,968
17902430,52,843
17902440,306,864
17902450,499,188
17902460,1241,594
17902470,1920,555
17902480,748,624
17902490,967,286
17902500,1296,175
17902510,1412,37
17902520,1055,766
17902530,840,473
17902540,288,225
17902550,1285,690
17902560,228,551
17902570,650,278
17902580,497,53
17902590,768,315
17902600,1730,124
17902610,514,963
17902620,1488,649
17902630,1087,586
17902640,1664,357
