value,page,position
5100000,278,123
5100010,484,146
5100020,1068,269
5100030,1576,220
5100040,1371,561
5100050,1399,233
5100060,176,337
5100070,26,83
5100080,1330,81
5100090,1907,551
5100100,1614,856
5100110,395,722
5100120,1998,787
5100130,228,724
5100140,1867,532
5100150,1008,250
5100160,958,188
5100170,633,599
5100180,1485,867
5100190,321,346
5100200,622,975
5100210,1071,853
5100220,1822,465
5100230,1031,488
5100240,283,585
5100250,178,380
5100260,1681,317
5100270,465,75
5100280,900,632
5100290,425,779
5100300,376,549
5100310,1249,410
5100320,350,305
5100330,593,930
5100340,762,383
5100350,23,56
5100360,396,390
5100370,1736,772
5100380,136,751
5100390,383,550
5100400,1183,952
5100410,914,63
5100420,692,214
5100430,279,558
5100440,1192,638
5100450,369,842
5100460,1339,713
5100470,1859,538
5100480,1939,499
5100490,456,260
5100500,9,558
5100510,82,749
5100520,170,232
5100530,1331,62
5100540,1817,988
5100550,666,572
5100560,121,295
5100570,1905,686
5100580,338,141
5100590,963,140
5100600,1307,553
5100610,755,431
5100620,149,466
5100630,739,680
5100640,1980,913
5100650,131,341
5100660,1190,613
5100670,1952,344
5100680,303,815
5100690,113,20
5100700,808,716
5100710,1836,62
5100720,1828,45
5100730,1744,143
5100740,1727,603
5100750,1466,769
5100760,1628,282
5100770,1302,588
5100780,595,379
5100790,418,133
5100800,257,478
5100810,1363,187
5100820,1109,825
5100830,759,742
5100840,109,187
5100850,1390,104
5100860,338,84
5100870,232,347
5100880,1366,648
5100890,285,258
5100900,1032,586
5100910,331,951
5100920,587,984
5100930,422,582
5100940,473,571
5100950,100,927
5100960,830,471
5100970,85,810
5100980,646,863
5100990,1396,84
5101000,1212,219
5101010,361,670
5101020,396,874
5101030,635,598
5101040,446,944
5101050,28,374
5101060,291,843
5101070,1933,198
5101080,969,105
5101090,1346,179
5101100,226,732
5101110,926,829
5101120,944,365
5101130,1437,903
5101140,1806,444
5101150,64,694
5101160,1227,624
5101170,802,831
5101180,25,425
5101190,286,957
5101200,1426,973
5101210,596,192
5101220,48,970
5101230,27,56
5101240,49,16
5101250,89,32
5101260,1034,481
5101270,781,461
5101280,567,881
5101290,668,476
5101300,686,603
5101310,84,777
5101320,1395,980
5101330,968,272
5101340,1808,262
5101350,1547,673
5101360,840,283
5101370,1590,853
5101380,910,966
5101390,634,867
5101400,384,34
5101410,1716,797
5101420,730,311
5101430,929,272
5101440,1882,365
5101450,1066,904
5101460,611,522
5101470,1398,433
5101480,1868,977
5101490,1833,474
5101500,756,683
5101510,338,314
5101520,1101,558
5101530,1434,419
5101540,272,632
5101550,1078,625
5101560,696,548
5101570,998,305
5101580,1832,138
5101590,241,339
5101600,14,492
5101610,1578,459
5101620,1827,360
5101630,684,283
5101640,1452,517
5101650,1746,68
5101660,728,248
5101670,1413,219
5101680,280,710
5101690,652,366
5101700,681,574
5101710,1278,238
5101720,1786,626
5101730,1760,836
5101740,160,312
5101750,577,940
5101760,480,211
5101770,842,504
5101780,1179,937
5101790,745,303
5101800,529,652
5101810,443,286
5101820,923,343
5101830,110,283
5101840,968,522
5101850,282,146
5101860,1188,43
5101870,1741,621
5101880,1235,477
5101890,1855,647
5101900,1060,878
5101910,1197,132
5101920,1920,387
5101930,1536,269
5101940,1197,671
5101950,1414,226
5101960,198,7
5101970,1565,715
5101980,1295,412
5101990,1808,958
5102000,598,606
5102010,1851,10
5102020,1559,876
5102030,927,406
5102040,1350,604
5102050,1688,190
5102060,1271,308
5102070,1168,858
5102080,1484,645
5102090,1413,532
5102100,1946,859
5102110,346,938
5102120,717,621
5102130,50,414
5102140,1576,629
5102150,1964,780
5102160,1056,964
5102170,1988,276
5102180,1369,451
5102190,578,250
5102200,1883,616
5102210,1845,507
5102220,475,507
5102230,434,386
5102240,1675,864
5102250,472,271
5102260,531,766
5102270,89,344
5102280,1657,275
5102290,161,432
5102300,35,250
5102310,1890,726
5102320,1373,917
5102330,1734,668
5102340,1590,728
5102350,667,812
5102360,1004,881
5102370,777,497
5102380,1775,659
5102390,1667,192
5102400,1698,775
5102410,1244,217
5102420,1374,935
5102430,1445,110
5102440,1941,55
5102450,1264,69
5102460,471,568
5102470,204,142
5102480,1345,718
5102490,1155,490
5102500,1168,99
5102510,852,152
5102520,1764,913
5102530,1621,503
5102540,1677,939
5102550,1321,592
5102560,828,560
5102570,315,938
5102580,595,266
5102590,940,519
5102600,109,670
5102610,1839,918
5102620,597,859
5102630,85,53
5102640,680,4
5102650,1414,452
5102660,1383,359
5102670,1928,105
5102680,390,884
5102690,169,267
5102700,264,620
5102710,598,923
5102720,167,174
5102730,335,963
5102740,482,250
5102750,226,568
5102760,1359,246
5102770,814,229
5102780,1215,645
5102790,325,177
5102800,491,352
5102810,547,168
5102820,1110,559
5102830,1855,51
5102840,413,866
5102850,1497,556
5102860,1867,536
5102870,1769,458
5102880,1244,624
5102890,1808,608
5102900,1759,559
5102910,631,286
5102920,1744,424
5102930,1773,755
5102940,5,229
5102950,1091,22
5102960,1452,555
5102970,208,454
