value,page,position
8100000,1121,568
8100010,1554,91
8100020,366,356
8100030,634,830
8100040,1408,505
8100050,977,735
8100060,1152,679
8100070,894,340
8100080,269,375
8100090,1329,529
8100100,1339,142
8100110,88,139
8100120,999,185
8100130,770,281
8100140,46,834
8100150,899,359
8100160,1966,372
8100170,812,226
8100180,1425,819
8100190,1695,656
8100200,658,245
8100210,1495,943
8100220,151,435
8100230,1373,311
8100240,455,324
8100250,1275,144
8100260,1406,894
8100270,1085,122
8100280,44,381
8100290,1513,393
8100300,1191,162
8100310,590,802
8100320,1862,680
8100330,562,582
8100340,670,43
8100350,680,339
8100360,399,954
8100370,1179,899
8100380,1356,862
8100390,168,402
8100400,1800,448
8100410,878,786
8100420,1300,15
8100430,840,783
8100440,310,168
8100450,326,873
8100460,52,585
8100470,198,370
8100480,1182,730
8100490,1651,345
8100500,441,505
8100510,812,769
8100520,389,711
8100530,394,175
8100540,85,202
8100550,817,550
8100560,945,282
8100570,412,570
8100580,97,940
8100590,660,862
8100600,1743,881
8100610,492,7
8100620,134,847
8100630,641,590
8100640,910,819
8100650,485,753
8100660,373,201
8100670,1287,735
8100680,498,802
8100690,1156,768
8100700,593,51
8100710,1280,573
8100720,1240,63
8100730,1184,290
8100740,764,620
8100750,1787,205
8100760,1165,502
8100770,1517,807
8100780,150,887
8100790,1002,644
8100800,1210,164
8100810,1571,146
8100820,1812,962
8100830,1481,509
8100840,464,916
8100850,491,297
8100860,367,820
8100870,843,480
8100880,1431,636
8100890,808,74
8100900,966,396
8100910,1440,162
8100920,125,455
8100930,1577,390
8100940,1896,158
8100950,662,270
8100960,1151,850
8100970,538,612
8100980,1574,23
8100990,955,752
8101000,1393,958
8101010,129,669
8101020,358,357
8101030,1376,274
8101040,1384,711
8101050,1738,745
8101060,520,244
8101070,1924,591
8101080,670,669
8101090,1870,710
8101100,947,0
8101110,177,779
8101120,1805,241
8101130,1952,537
8101140,1420,936
8101150,1203,362
8101160,1227,109
8101170,1155,256
8101180,1389,470
8101190,572,228
8101200,1224,996
8101210,1229,822
8101220,1186,208
8101230,598,553
8101240,1282,661
8101250,190,593
8101260,1519,765
8101270,787,695
8101280,1023,174
8101290,723,31
8101300,427,217
8101310,1472,99
8101320,248,350
8101330,1424,203
8101340,438,164
8101350,225,377
8101360,1429,699
8101370,369,665
8101380,458,73
8101390,1242,977
8101400,950,118
8101410,205,937
8101420,955,993
8101430,266,675
8101440,1673,236
8101450,438,629
8101460,696,10
8101470,33,348
8101480,400,234
8101490,1157,563
8101500,963,471
8101510,1887,496
8101520,1641,402
8101530,178,249
8101540,1053,103
8101550,1991,492
8101560,113,118
8101570,820,428
8101580,293,884
8101590,1424,96
8101600,133,18
8101610,536,950
8101620,1364,330
8101630,1488,780
8101640,1106,594
8101650,619,222
8101660,1238,631
8101670,1862,779
8101680,244,810
8101690,997,785
8101700,1348,279
8101710,84,227
8101720,1253,533
8101730,442,533
8101740,1417,978
8101750,1184,205
8101760,1061,954
8101770,682,414
8101780,418,419
8101790,1132,721
8101800,328,330
8101810,1095,892
8101820,1811,873
8101830,44,471
8101840,463,569
8101850,1292,890
8101860,1061,924
8101870,581,565
8101880,1838,935
8101890,1742,830
8101900,1349,920
8101910,1448,212
8101920,653,396
8101930,1019,138
8101940,314,319
8101950,1161,751
8101960,1167,535
8101970,1279,64
8101980,1622,382
8101990,132,216
8102000,898,874
8102010,1928,610
8102020,1876,213
8102030,1151,229
8102040,87,204
8102050,290,366
8102060,871,577
8102070,854,763
8102080,1660,606
8102090,1527,179
8102100,1762,842
8102110,1398,600
8102120,573,318
8102130,1020,409
8102140,711,923
8102150,1735,277
8102160,896,704
8102170,116,940
8102180,1179,777
8102190,1205,718
8102200,1688,698
8102210,3,626
8102220,1652,393
8102230,1302,725
8102240,1181,759
8102250,380,854
8102260,450,197
8102270,460,128
8102280,215,69
8102290,1026,488
8102300,1480,698
8102310,217,507
8102320,642,508
8102330,1009,94
8102340,1852,758
8102350,1657,977
8102360,373,687
8102370,560,637
8102380,1597,159
8102390,1458,902
8102400,1368,281
8102410,93,858
8102420,199,337
8102430,523,950
8102440,324,688
8102450,784,79
8102460,799,284
8102470,1119,926
8102480,662,126
8102490,540,769
8102500,6,108
8102510,1315,740
8102520,523,930
8102530,582,724
8102540,1498,278
8102550,340,282
8102560,1,935
8102570,1174,53
8102580,1713,380
8102590,1701,592
8102600,415,449
8102610,914,674
8102620,1332,518
8102630,88,658
8102640,117,52
8102650,1454,298
8102660,1731,828
8102670,49,605
8102680,74,989
8102690,628,52
8102700,109,760
8102710,111,905
8102720,1782,451
8102730,1034,955
8102740,851,949
8102750,1251,15
8102760,966,923
8102770,386,574
