value,page,position
16300000,355,774
16300010,850,270
16300020,1934,511
16300030,1146,175
16300040,23,664
16300050,849,750
16300060,19,105
16300070,1257,449
16300080,1291,773
16300090,1739,823
16300100,70,937
16300110,239,419
16300120,1805,130
16300130,1748,893
16300140,162,217
16300150,1310,589
16300160,676,242
16300170,1029,954
16300180,960,871
16300190,857,825
16300200,1334,337
16300210,1994,962
16300220,983,450
16300230,278,652
16300240,1992,711
16300250,1755,824
16300260,64,336
16300270,605,62
16300280,802,47
16300290,302,868
16300300,536,875
16300310,378,649
16300320,1501,924
16300330,809,587
16300340,942,623
16300350,1979,372
16300360,510,228
16300370,14,432
16300380,1999,891
16300390,1583,81
16300400,292,699
16300410,1201,77
16300420,528,811
16300430,1774,911
16300440,1848,577
16300450,1107,645
16300460,769,993
16300470,1104,677
16300480,1350,74
16300490,347,318
16300500,600,354
16300510,967,917
16300520,222,264
16300530,300,495
16300540,936,899
16300550,1444,409
16300560,1996,171
16300570,1302,928
16300580,249,2
16300590,537,812
16300600,774,167
16300610,25,914
16300620,808,624
16300630,93,429
16300640,1373,387
16300650,1025,555
16300660,1523,297
16300670,1816,283
16300680,290,646
16300690,787,264
16300700,162,694
16300710,766,473
16300720,475,55
16300730,389,72
16300740,1541,355
16300750,1341,891
16300760,64,850
16300770,84,825
16300780,1077,767
16300790,938,948
16300800,1773,599
16300810,1778,617
16300820,1815,428
16300830,1422,306
16300840,337,96
16300850,1282,332
16300860,1310,824
16300870,1742,570
16300880,957,730
16300890,1131,719
16300900,1973,257
16300910,1005,787
16300920,910,358
16300930,393,96
16300940,748,720
16300950,871,71
16300960,1588,880
16300970,897,523
16300980,810,690
16300990,1635,340
16301000,1796,134
16301010,879,598
16301020,1598,631
16301030,753,916
16301040,569,733
16301050,512,97
16301060,32,699
16301070,461,959
16301080,672,893
16301090,533,126
16301100,580,319
16301110,411,630
16301120,48,766
16301130,375,241
16301140,1778,722
16301150,1349,821
16301160,1608,574
16301170,633,417
16301180,1277,369
16301190,1325,186
16301200,955,954
16301210,1406,175
16301220,356,344
16301230,863,743
16301240,1715,829
16301250,158,672
16301260,1371,871
16301270,294,223
16301280,1575,190
16301290,979,170
16301300,1672,494
16301310,1109,612
16301320,444,946
16301330,89,412
16301340,872,797
16301350,1127,965
16301360,1545,234
16301370,1581,104
16301380,1990,14
16301390,953,691
16301400,479,660
16301410,945,541
16301420,1683,740
16301430,72,770
16301440,1792,881
16301450,47,573
16301460,1223,27
16301470,747,680
16301480,1538,326
16301490,1091,695
16301500,225,641
16301510,1491,881
16301520,1631,564
16301530,741,467
16301540,165,264
16301550,876,899
16301560,128,924
16301570,423,351
16301580,998,701
16301590,1104,697
16301600,1192,952
16301610,1431,120
16301620,1629,887
16301630,146,112
16301640,848,559
16301650,147,137
16301660,560,223
16301670,107,89
16301680,258,806
16301690,945,923
16301700,1770,644
16301710,1679,386
16301720,606,576
16301730,1098,330
16301740,867,750
16301750,137,675
16301760,936,261
16301770,871,194
16301780,159,536
16301790,1748,473
16301800,896,297
16301810,1318,913
16301820,1567,891
16301830,1649,606
16301840,1620,695
16301850,517,580
16301860,1067,68
16301870,1461,110
16301880,60,948
16301890,1874,181
16301900,166,676
16301910,1998,551
16301920,119,426
16301930,1358,764
16301940,1012,971
16301950,1651,182
16301960,1855,942
16301970,1538,942
16301980,25,811
16301990,1664,701
16302000,1351,195
16302010,1925,225
16302020,540,13
16302030,70,552
16302040,187,63
16302050,130,818
16302060,386,888
16302070,503,867
16302080,1024,945
16302090,811,162
16302100,1241,209
16302110,433,315
16302120,37,976
16302130,174,789
16302140,1564,554
16302150,940,950
16302160,158,937
16302170,1839,48
16302180,1546,918
16302190,1560,944
16302200,1848,606
16302210,132,87
16302220,954,928
16302230,321,611
16302240,616,963
16302250,1614,877
16302260,812,146
16302270,103,283
16302280,1502,729
16302290,260,898
16302300,1410,716
16302310,155,807
16302320,496,760
16302330,1084,838
16302340,331,907
16302350,1078,652
16302360,525,91
16302370,367,665
16302380,1730,60
16302390,1410,37
16302400,11,185
16302410,1624,303
16302420,1856,277
16302430,247,201
16302440,1065,531
16302450,22,86
16302460,255,907
16302470,1188,409
16302480,227,313
16302490,304,261
16302500,211,979
16302510,961,182
16302520,1110,250
16302530,806,647
16302540,1299,156
16302550,986,942
16302560,541,701
16302570,1838,274
16302580,1542,192
16302590,1119,603
16302600,1471,266
16302610,87,929
16302620,1988,551
16302630,42,264
16302640,132,474
16302650,461,118
16302660,1359,694
16302670,1138,746
16302680,360,162
16302690,1812,63
16302700,425,562
16302710,1600,896
16302720,334,308
16302730,1482,688
16302740,1083,175
16302750,123,368
16302760,567,501
16302770,1672,330
16302780,1207,920
16302790,277,343
16302800,1339,119
16302810,972,865
16302820,1474,235
16302830,85,706
16302840,56,752
16302850,236,159
16302860,217,431
16302870,1809,946
16302880,649,759
16302890,1225,929
16302900,1748,940
16302910,421,25
16302920,34,889
16302930,873,954
16302940,1413,659
16302950,1932,53
16302960,1285,131
16302970,1446,463
16302980,1688,52
16302990,205,573
16303000,1985,154
16303010,1768,418
16303020,294,843
16303030,909,291
16303040,1161,797
16303050,1312,145
16303060,362,690
16303070,1315,436
16303080,222,677
16303090,1095,503
16303100,1100,512
16303110,904,283
16303120,749,502
16303130,53,568
16303140,1574,416
16303150,500,728
16303160,728,946
16303170,221,796
16303180,1549,775
16303190,507,734
16303200,1922,56
16303210,1711,373
16303220,1254,449
16303230,531,739
16303240,1092,431
16303250,1716,215
16303260,1760,41
16303270,733,60
16303280,1630,872
16303290,1801,53
16303300,1210,7
16303310,435,653
16303320,20,732
16303330,37,647
16303340,712,80
16303350,1967,431
16303360,1497,374
16303370,614,282
16303380,1237,284
16303390,729,687
16303400,768,821
16303410,1934,312
16303420,872,318
16303430,1329,28
16303440,251,8
16303450,1847,52
16303460,1083,955
16303470,1052,645
16303480,269,144
16303490,505,574
16303500,1507,819
16303510,1404,988
16303520,335,708
16303530,1060,364
16303540,617,904
16303550,1792,351
16303560,1035,713
16303570,222,451
16303580,835,393
16303590,1137,707
16303600,946,421
16303610,1164,693
16303620,340,256
16303630,1567,173
16303640,1362,315
16303650,875,646
16303660,558,274
16303670,742,938
16303680,717,958
16303690,1140,13
16303700,610,572
16303710,401,750
16303720,806,581
16303730,75,405
16303740,1713,951
16303750,736,42
16303760,296,580
16303770,1999,853
16303780,307,981
16303790,156,84
16303800,663,890
16303810,930,977
16303820,1390,772
16303830,450,967
16303840,1884,505
16303850,453,634
16303860,1625,143
16303870,1736,595
16303880,1217,530
16303890,1016,952
16303900,692,169
16303910,1045,465
16303920,1737,142
16303930,1058,538
16303940,1674,993
16303950,1052,426
16303960,1617,67
16303970,341,823
