value,page,position
17200000,1646,672
17200010,1848,437
17200020,56,30
17200030,1629,832
17200040,1490,436
17200050,684,761
17200060,1239,548
17200070,147,342
17200080,917,610
17200090,1623,649
17200100,1419,328
17200110,712,702
17200120,939,958
17200130,330,169
17200140,745,909
17200150,7,707
17200160,237,268
17200170,1378,726
17200180,319,354
17200190,1265,772
17200200,123,40
17200210,1552,525
17200220,1050,977
17200230,1941,527
17200240,967,975
17200250,209,202
17200260,657,528
17200270,1589,148
17200280,1063,847
17200290,1305,23
17200300,1952,838
17200310,1487,968
17200320,97,433
17200330,1776,884
17200340,1139,772
17200350,273,187
17200360,1464,32
17200370,830,892
17200380,1709,20
17200390,335,842
17200400,482,540
17200410,33,226
17200420,1260,517
17200430,69,691
17200440,1938,380
17200450,529,454
17200460,1053,964
17200470,1470,189
17200480,1877,737
17200490,1635,881
17200500,1494,955
17200510,1988,867
17200520,1604,295
17200530,1755,745
17200540,857,674
17200550,896,57
17200560,1531,643
17200570,394,217
17200580,135,371
17200590,381,742
17200600,1000,548
17200610,1475,43
17200620,293,569
17200630,1192,133
17200640,1159,838
17200650,796,913
17200660,859,504
17200670,1761,259
17200680,1517,577
17200690,1244,919
17200700,688,80
17200710,1903,918
17200720,1804,131
17200730,604,506
17200740,239,56
17200750,266,546
17200760,1072,794
17200770,328,54
17200780,947,171
17200790,1130,690
17200800,997,653
17200810,373,672
17200820,965,785
17200830,1085,102
17200840,1350,54
17200850,1891,493
17200860,911,495
17200870,501,465
17200880,1190,379
17200890,98,252
17200900,1245,41
17200910,2,699
17200920,1994,813
17200930,1763,543
17200940,705,28
17200950,762,865
17200960,312,198
17200970,1054,363
17200980,247,879
17200990,618,562
17201000,847,912
17201010,1019,43
17201020,79,225
17201030,757,590
17201040,848,359
17201050,24,918
17201060,942,126
17201070,540,908
17201080,264,122
17201090,1535,546
17201100,90,68
17201110,1050,528
17201120,1433,30
17201130,990,351
17201140,463,819
17201150,1278,656
17201160,617,824
17201170,1634,4
17201180,34,885
17201190,1464,90
17201200,1015,34
17201210,990,155
17201220,1933,962
17201230,1838,579
17201240,1437,825
17201250,581,406
17201260,1545,59
17201270,1029,124
17201280,1953,45
17201290,628,276
17201300,1669,962
17201310,399,885
17201320,1781,263
17201330,31,989
17201340,1800,381
17201350,430,254
17201360,1757,593
17201370,989,599
17201380,1791,191
17201390,1701,538
17201400,780,784
17201410,318,592
17201420,980,884
17201430,435,186
17201440,1336,610
17201450,957,967
17201460,550,103
17201470,569,877
17201480,1152,120
17201490,349,80
17201500,1678,691
17201510,1303,68
17201520,820,499
17201530,1209,431
17201540,990,146
17201550,1465,263
17201560,1970,81
17201570,1101,515
17201580,1691,834
17201590,37,226
17201600,1559,176
17201610,428,905
17201620,722,557
17201630,1573,27
17201640,1908,12
17201650,1659,595
17201660,1014,115
17201670,1112,447
17201680,1434,568
17201690,122,5
17201700,1058,585
17201710,1589,274
17201720,1660,927
17201730,203,187
17201740,287,807
17201750,1432,967
17201760,1843,70
17201770,328,814
17201780,1137,846
17201790,1231,516
17201800,310,330
17201810,825,152
17201820,1619,918
17201830,306,688
17201840,1928,737
17201850,384,647
17201860,1262,845
17201870,1217,475
17201880,925,526
17201890,526,459
17201900,1689,110
17201910,1233,411
17201920,923,551
17201930,1317,476
17201940,998,67
17201950,1036,179
17201960,949,193
17201970,1371,849
17201980,740,538
17201990,1566,554
17202000,77,735
17202010,449,987
17202020,1480,268
17202030,13,975
17202040,524,468
17202050,1356,498
17202060,1293,412
17202070,1026,233
17202080,991,985
17202090,479,651
17202100,588,784
17202110,927,420
17202120,784,771
17202130,102,893
17202140,1688,659
17202150,1326,733
17202160,309,863
17202170,1968,466
17202180,1598,825
17202190,1763,921
17202200,47,656
17202210,1298,692
17202220,91,62
17202230,1929,790
17202240,467,21
17202250,1533,424
17202260,312,225
17202270,899,795
17202280,1862,834
17202290,976,442
17202300,1555,779
17202310,1369,906
17202320,1092,769
17202330,1823,144
17202340,887,561
17202350,918,143
17202360,219,9
17202370,1646,409
17202380,123,544
17202390,897,296
17202400,120,627
17202410,63,13
17202420,642,858
17202430,734,541
17202440,444,574
17202450,55,983
17202460,609,860
17202470,1903,952
17202480,547,874
17202490,1328,883
17202500,1003,554
17202510,1120,313
17202520,1630,194
17202530,1550,264
17202540,196,130
17202550,192,934
17202560,211,454
17202570,1696,540
17202580,1316,163
17202590,1043,742
17202600,932,876
17202610,307,69
17202620,311,908
17202630,671,180
17202640,884,505
17202650,1761,635
17202660,1511,611
17202670,1905,73
17202680,169,587
17202690,1,161
17202700,1351,896
17202710,1037,139
17202720,80,906
17202730,1477,574
17202740,355,539
17202750,162,610
17202760,1346,206
17202770,111,669
17202780,1815,749
17202790,1082,902
17202800,1213,989
17202810,474,233
17202820,936,315
17202830,197,302
17202840,292,784
17202850,1410,171
17202860,284,457
17202870,131,950
17202880,1077,713
17202890,200,887
17202900,780,800
17202910,1656,567
17202920,139,933
17202930,468,789
17202940,307,488
17202950,127,825
17202960,1239,148
17202970,1251,751
17202980,407,258
17202990,1948,186
17203000,521,687
17203010,692,15
17203020,509,184
17203030,396,716
17203040,633,448
17203050,1281,114
17203060,367,678
17203070,563,786
17203080,894,42
17203090,313,680
17203100,716,577
17203110,1591,661
17203120,675,74
17203130,821,231
17203140,1293,781
17203150,128,211
17203160,693,756
17203170,176,594
17203180,1114,774
17203190,419,467
17203200,1958,301
17203210,1673,151
17203220,1335,548
17203230,1161,306
17203240,1700,330
17203250,196,56
17203260,1305,430
17203270,1260,37
17203280,1219,253
17203290,1751,257
17203300,1342,306
17203310,1727,554
