value,page,position
18700000,18,916
18700010,1267,201
18700020,705,775
18700030,230,449
18700040,822,809
18700050,1790,23
18700060,448,222
18700070,654,332
18700080,72,740
18700090,761,257
18700100,1992,667
18700110,356,704
18700120,1063,657
18700130,417,250
18700140,1992,616
18700150,1470,946
18700160,1890,672
18700170,1487,841
18700180,1467,707
18700190,1415,995
18700200,451,776
18700210,1644,770
18700220,347,150
18700230,1979,734
18700240,720,826
18700250,1976,151
18700260,761,255
18700270,1296,527
18700280,907,288
18700290,1196,525
18700300,761,616
18700310,1664,475
18700320,692,904
18700330,1996,511
18700340,1861,376
18700350,1151,272
18700360,538,841
18700370,88,702
18700380,1302,743
18700390,1334,548
18700400,504,406
18700410,703,634
18700420,314,515
18700430,1536,284
18700440,935,523
18700450,1198,307
18700460,935,432
18700470,266,41
18700480,486,135
18700490,341,277
18700500,1576,32
18700510,11,246
18700520,1102,510
18700530,457,686
18700540,1989,868
18700550,1999,341
18700560,1236,985
18700570,1763,653
18700580,770,398
18700590,40,909
18700600,330,612
18700610,775,661
18700620,442,324
18700630,526,837
18700640,222,732
18700650,1095,215
18700660,1205,935
18700670,605,854
18700680,329,517
18700690,861,497
18700700,885,218
18700710,1757,562
18700720,481,794
18700730,360,625
18700740,1375,845
18700750,247,933
18700760,548,435
18700770,889,753
18700780,357,975
18700790,113,202
18700800,1534,696
18700810,102,921
18700820,118,378
18700830,337,17
18700840,1203,640
18700850,48,478
18700860,732,460
18700870,1706,784
18700880,1742,361
18700890,700,425
18700900,166,749
18700910,1059,296
18700920,1031,474
18700930,384,772
18700940,300,931
18700950,408,114
18700960,1489,435
18700970,1844,899
18700980,1470,38
18700990,153,460
18701000,643,490
18701010,1270,693
18701020,1848,906
18701030,1947,139
18701040,1662,536
18701050,336,351
18701060,1355,394
18701070,124,622
18701080,1532,182
18701090,1665,921
18701100,196,7
18701110,1884,332
18701120,1700,527
18701130,67,622
18701140,987,920
18701150,474,513
18701160,870,480
18701170,1506,325
18701180,1176,328
18701190,1269,930
18701200,1536,290
18701210,369,747
18701220,574,48
18701230,1733,262
18701240,248,197
18701250,735,680
18701260,1413,159
18701270,969,858
18701280,1796,222
18701290,1186,897
18701300,1107,551
18701310,1532,828
18701320,1021,434
18701330,1615,184
18701340,1033,469
18701350,404,133
18701360,761,40
18701370,1947,947
18701380,1990,995
18701390,132,673
18701400,1060,623
18701410,1400,752
18701420,1736,73
18701430,530,213
18701440,747,654
18701450,1987,714
18701460,1898,512
18701470,49,115
18701480,1593,988
18701490,528,776
18701500,1941,499
18701510,1615,280
18701520,1408,257
18701530,1120,174
18701540,120,230
18701550,362,624
18701560,1921,140
18701570,369,259
18701580,426,560
18701590,753,155
18701600,402,227
18701610,1756,63
18701620,1209,249
18701630,1302,687
18701640,1160,703
18701650,1822,320
18701660,1189,609
18701670,330,131
18701680,1405,178
18701690,771,705
18701700,1050,286
18701710,521,43
18701720,551,269
18701730,952,349
18701740,334,760
18701750,1997,45
18701760,526,955
18701770,1877,346
18701780,536,756
18701790,821,599
18701800,43,628
18701810,1189,249
18701820,593,715
18701830,764,646
18701840,781,833
18701850,1654,920
18701860,567,496
18701870,557,907
18701880,533,310
18701890,944,751
18701900,588,310
18701910,196,893
18701920,1453,759
18701930,1166,234
18701940,474,488
18701950,1862,537
18701960,1400,550
18701970,991,383
18701980,1587,802
18701990,1979,164
18702000,1840,8
18702010,316,154
18702020,1146,646
18702030,1473,644
18702040,1265,163
18702050,204,973
18702060,180,448
18702070,184,113
18702080,1920,550
18702090,226,92
18702100,182,348
18702110,185,195
18702120,1854,797
18702130,127,166
18702140,970,892
18702150,341,174
18702160,1333,505
18702170,407,830
18702180,979,720
18702190,1230,807
18702200,189,95
18702210,1149,149
18702220,420,573
18702230,1676,636
18702240,1324,234
18702250,334,420
18702260,1773,360
18702270,693,630
18702280,989,315
18702290,513,90
18702300,1615,604
18702310,1764,662
18702320,405,488
18702330,1243,849
18702340,1456,895
18702350,1894,110
18702360,1967,530
18702370,1840,341
18702380,85,353
18702390,856,455
18702400,1739,894
18702410,150,70
18702420,607,206
18702430,1703,824
18702440,1961,282
18702450,693,573
18702460,233,74
18702470,397,885
18702480,1615,553
18702490,803,151
18702500,1203,80
18702510,1974,327
18702520,1744,374
18702530,727,153
18702540,506,714
18702550,1429,616
18702560,534,92
18702570,1772,348
18702580,1705,807
18702590,855,203
18702600,1106,725
18702610,1935,549
18702620,1564,366
18702630,1151,996
18702640,275,824
18702650,1401,607
18702660,745,628
18702670,993,639
18702680,1711,542
18702690,1246,219
18702700,268,61
18702710,279,970
18702720,1496,230
18702730,1145,280
18702740,1208,177
18702750,1224,22
18702760,788,669
18702770,1716,817
18702780,1039,938
18702790,1419,192
18702800,1229,596
18702810,1127,46
18702820,623,978
18702830,748,79
18702840,75,323
18702850,148,557
18702860,432,262
18702870,1660,310
18702880,1021,337
18702890,236,361
18702900,579,788
18702910,1995,916
18702920,1960,914
18702930,412,737
18702940,45,795
18702950,1603,360
18702960,545,970
18702970,95,18
18702980,49,623
18702990,325,513
18703000,1190,685
18703010,1637,157
18703020,885,850
18703030,773,92
18703040,10,324
18703050,374,875
18703060,1632,463
18703070,1036,212
18703080,64,893
18703090,57,566
18703100,1477,120
18703110,499,542
18703120,1022,258
18703130,1882,976
18703140,809,120
18703150,1800,198
18703160,174,825
18703170,303,950
18703180,1253,495
18703190,407,386
18703200,872,621
18703210,276,928
18703220,883,40
18703230,553,924
18703240,825,307
18703250,227,735
18703260,1667,453
18703270,86,98
18703280,1918,700
18703290,1245,219
18703300,1637,401
