value,page,position
13700000,198,256
13700010,1871,633
13700020,1237,66
13700030,1705,157
13700040,792,159
13700050,392,852
13700060,1201,205
13700070,1732,504
13700080,1885,367
13700090,301,368
13700100,1363,994
13700110,1757,93
13700120,9,719
13700130,148,990
13700140,997,164
13700150,869,510
13700160,1174,642
13700170,679,780
13700180,361,297
13700190,1398,969
13700200,615,643
13700210,141,399
13700220,669,29
13700230,370,10
13700240,651,104
13700250,451,163
13700260,309,839
13700270,682,126
13700280,225,87
13700290,555,728
13700300,1953,121
13700310,1146,591
13700320,1786,699
13700330,1561,806
13700340,315,709
13700350,824,657
13700360,687,80
13700370,1273,504
13700380,1741,493
13700390,357,246
13700400,1272,921
13700410,1234,372
13700420,718,384
13700430,1090,748
13700440,572,783
13700450,646,594
13700460,163,92
13700470,740,266
13700480,573,342
13700490,205,662
13700500,236,199
13700510,199,67
13700520,1662,156
13700530,1028,508
13700540,1444,708
13700550,1388,959
13700560,895,923
13700570,1768,37
13700580,1952,924
13700590,831,740
13700600,444,327
13700610,928,123
13700620,1762,608
13700630,738,101
13700640,221,593
13700650,704,268
13700660,1671,311
13700670,863,73
13700680,1592,448
13700690,1364,931
13700700,1259,433
13700710,953,421
13700720,416,981
13700730,426,536
13700740,532,613
13700750,1299,381
13700760,1575,435
13700770,279,694
13700780,810,242
13700790,1522,58
13700800,1149,1
13700810,211,59
13700820,1014,993
13700830,1483,215
13700840,1541,424
13700850,366,338
13700860,963,936
13700870,1125,542
13700880,1701,219
13700890,1593,226
13700900,917,258
13700910,1864,658
13700920,346,738
13700930,777,981
13700940,148,895
13700950,1229,748
13700960,1140,701
13700970,374,149
13700980,1935,743
13700990,350,513
13701000,559,808
13701010,646,546
13701020,1467,964
13701030,1151,689
13701040,1243,306
13701050,700,196
13701060,1398,200
13701070,1485,174
13701080,57,214
13701090,619,219
13701100,600,991
13701110,67,453
13701120,664,925
13701130,1753,8
13701140,708,472
13701150,164,65
13701160,124,830
13701170,566,609
13701180,242,794
13701190,430,175
13701200,210,707
13701210,825,987
13701220,134,741
13701230,1555,123
13701240,1605,875
13701250,1009,556
13701260,622,5
13701270,643,53
13701280,363,460
13701290,1647,472
13701300,235,525
13701310,1748,205
13701320,549,203
13701330,1757,120
13701340,1580,715
13701350,866,557
13701360,753,142
13701370,174,890
13701380,1248,297
13701390,420,438
13701400,1920,745
13701410,1907,423
13701420,1069,692
13701430,504,52
13701440,848,336
13701450,1587,988
13701460,1655,48
13701470,982,506
13701480,1928,409
13701490,1106,990
13701500,321,46
13701510,1267,458
13701520,1748,891
13701530,1608,111
13701540,1697,583
13701550,1608,212
13701560,1993,87
13701570,220,165
13701580,34,528
13701590,237,553
13701600,273,650
13701610,1112,558
13701620,1829,621
13701630,285,668
13701640,1145,257
13701650,1696,643
13701660,424,813
13701670,28,73
13701680,1075,721
13701690,777,828
13701700,916,3
13701710,1282,376
13701720,23,507
13701730,1552,600
13701740,474,179
13701750,1629,606
13701760,1457,568
13701770,124,149
13701780,1905,629
13701790,604,64
13701800,371,829
13701810,71,913
13701820,341,214
13701830,1564,7
13701840,735,7
13701850,1769,559
13701860,1480,492
13701870,1094,661
13701880,899,108
13701890,1310,327
13701900,1584,332
13701910,1135,230
13701920,174,337
13701930,398,177
13701940,1818,596
13701950,103,573
13701960,1197,838
13701970,1405,484
13701980,1168,586
13701990,1212,441
13702000,362,995
13702010,1968,191
13702020,92,827
13702030,288,325
13702040,902,211
13702050,1682,246
13702060,55,672
13702070,1132,845
13702080,652,681
13702090,1506,207
13702100,1520,593
13702110,1029,723
13702120,393,506
13702130,63,574
13702140,192,168
13702150,1373,306
13702160,1882,350
13702170,458,494
13702180,722,261
13702190,389,261
13702200,26,947
13702210,1134,819
13702220,1075,208
13702230,1022,781
13702240,1555,64
13702250,260,685
13702260,632,587
13702270,518,515
13702280,286,453
13702290,1714,540
13702300,8,679
13702310,644,312
13702320,977,42
13702330,79,444
13702340,850,269
13702350,1391,237
13702360,299,146
13702370,1995,668
13702380,98,196
13702390,153,716
13702400,1448,72
13702410,1171,233
13702420,900,324
13702430,88,515
13702440,735,22
13702450,25,458
13702460,1963,661
13702470,1787,567
13702480,1215,288
13702490,752,729
13702500,692,434
13702510,245,423
13702520,153,978
13702530,769,385
13702540,337,554
13702550,1757,538
13702560,1635,110
13702570,1568,705
13702580,1913,492
13702590,177,471
13702600,406,741
13702610,595,396
13702620,598,786
13702630,481,631
13702640,1150,943
13702650,1163,854
13702660,455,811
13702670,448,531
13702680,18,541
13702690,649,442
13702700,1546,694
13702710,1894,664
13702720,1342,52
13702730,1463,317
13702740,773,337
13702750,1065,559
13702760,690,343
13702770,801,372
13702780,1036,953
13702790,1692,246
13702800,151,87
13702810,1490,408
13702820,1114,107
13702830,1524,821
13702840,492,445
13702850,326,477
13702860,1576,120
13702870,946,647
13702880,117,865
13702890,1239,278
13702900,776,773
13702910,497,402
13702920,601,134
13702930,1139,503
13702940,1607,622
13702950,923,568
13702960,501,898
13702970,170,658
13702980,339,815
13702990,1662,848
13703000,1638,791
13703010,1989,405
13703020,1408,725
13703030,1468,245
13703040,1486,990
13703050,950,873
13703060,997,825
13703070,1448,175
13703080,959,479
13703090,865,647
13703100,1337,246
13703110,580,820
13703120,488,373
13703130,358,891
13703140,723,433
13703150,1542,612
13703160,414,184
13703170,891,319
13703180,435,843
13703190,1292,608
13703200,1871,781
13703210,1510,766
13703220,558,900
13703230,184,222
13703240,976,375
13703250,1922,737
13703260,276,359
13703270,1991,803
13703280,179,184
13703290,1189,203
13703300,1973,557
13703310,668,719
13703320,1216,674
13703330,681,549
13703340,741,622
13703350,1644,430
13703360,515,909
13703370,188,983
13703380,690,975
13703390,1237,564
13703400,1454,226
13703410,1765,999
13703420,753,262
13703430,1012,914
13703440,1566,46
13703450,1853,840
13703460,1948,526
13703470,1522,415
13703480,761,883
13703490,761,796
13703500,31,839
13703510,1819,441
13703520,1243,501
13703530,550,276
13703540,663,626
13703550,430,640
13703560,109,205
13703570,1595,472
13703580,924,453
13703590,1261,479
13703600,1302,130
13703610,247,578
13703620,416,914
13703630,251,864
13703640,1488,527
13703650,1982,590
13703660,792,947
13703670,39,628
13703680,1725,415
13703690,1420,627
13703700,567,238
13703710,754,813
13703720,1305,714
13703730,1848,522
13703740,1396,199
13703750,1619,224
13703760,370,756
13703770,638,158
13703780,1935,418
13703790,42,584
13703800,1967,339
13703810,1037,498
13703820,1193,888
13703830,960,3
13703840,724,548
13703850,1487,70
13703860,163,968
13703870,1499,291
13703880,48,177
13703890,180,335
13703900,1602,607
13703910,1069,938
13703920,856,106
13703930,1816,262
13703940,1075,329
13703950,140,661
13703960,1531,906
13703970,879,819
13703980,1457,751
13703990,779,387
13704000,1907,936
13704010,746,727
13704020,384,489
13704030,129,274
13704040,1782,934
13704050,1550,195
13704060,1457,804
13704070,60,202
13704080,1107,632
13704090,1128,217
13704100,1415,956
13704110,294,526
13704120,572,975
13704130,1047,263
13704140,53,758
13704150,866,635
13704160,1284,238
13704170,261,692
13704180,956,369
13704190,338,543
13704200,871,999
13704210,645,589
13704220,1587,201
13704230,902,250
13704240,1656,309
13704250,279,569
13704260,1468,797
13704270,1951,80
13704280,1653,608
13704290,910,120
13704300,957,973
13704310,923,965
13704320,1203,967
13704330,1445,209
13704340,1999,461
13704350,226,422
13704360,1521,522
13704370,320,794
13704380,945,918
13704390,211,472
13704400,732,323
13704410,1606,407
13704420,722,839
13704430,1774,509
13704440,1414,535
13704450,454,482
13704460,1871,430
13704470,1953,854
13704480,1792,137
13704490,1157,352
13704500,17,6
13704510,1149,127
13704520,580,502
13704530,848,861
13704540,903,898
13704550,1973,850
13704560,1072,34
13704570,974,312
13704580,1691,947
13704590,127,681
13704600,1691,195
13704610,1128,254
13704620,72,369
13704630,312,378
13704640,1190,229
13704650,585,272
13704660,1715,85
13704670,512,313
13704680,1893,504
13704690,563,209
13704700,1169,979
13704710,1519,275
13704720,361,889
13704730,730,504
13704740,210,426
13704750,214,940
13704760,1234,704
13704770,4,825
13704780,640,284
13704790,1239,134
13704800,104,459
13704810,757,262
13704820,1526,230
13704830,297,707
13704840,1686,720
13704850,307,768
13704860,528,958
13704870,1950,611
13704880,1826,443
13704890,1542,124
13704900,1080,950
13704910,1276,177
13704920,369,678
13704930,1653,543
13704940,1598,360
13704950,1134,359
13704960,1894,10
13704970,106,291
13704980,115,209
13704990,1940,568
13705000,498,658
13705010,982,559
13705020,1128,57
13705030,1909,489
13705040,1446,73
13705050,1945,374
13705060,1560,783
13705070,585,617
13705080,259,685
13705090,1896,726
13705100,849,117
13705110,1939,356
13705120,967,112
13705130,908,183
13705140,1243,862
13705150,16,122
13705160,97,166
13705170,1978,146
13705180,1628,791
13705190,341,72
13705200,216,334
13705210,1395,440
13705220,1476,942
13705230,1025,947
13705240,1103,932
13705250,755,404
13705260,1459,790
13705270,685,430
13705280,757,731
13705290,1778,393
13705300,1672,140
13705310,454,924
13705320,822,369
13705330,1955,397
13705340,1828,659
13705350,1798,94
13705360,905,412
13705370,1359,331
13705380,68,829
13705390,980,734
13705400,536,541
13705410,1557,72
13705420,641,849
13705430,1004,496
13705440,695,143
13705450,1340,497
13705460,1444,695
13705470,1363,57
13705480,1023,354
13705490,845,482
13705500,244,578
13705510,1291,701
13705520,1678,873
13705530,78,48
13705540,1361,579
13705550,1157,539
13705560,685,471
13705570,1779,553
13705580,610,546
13705590,687,845
13705600,1929,230
13705610,404,532
13705620,1964,965
13705630,1262,937
13705640,1584,681
13705650,977,624
13705660,844,108
13705670,565,580
13705680,268,490
13705690,497,263
13705700,1802,223
13705710,679,717
13705720,1125,67
13705730,278,539
13705740,1716,812
13705750,1424,341
13705760,1012,746
13705770,1644,529
13705780,1898,269
13705790,988,818
13705800,768,125
13705810,1704,857
13705820,1674,437
13705830,653,386
13705840,1109,592
13705850,199,11
13705860,373,578
13705870,1923,241
13705880,1184,612
13705890,1145,830
13705900,226,494
13705910,1815,913
13705920,1043,821
13705930,1437,383
13705940,1839,389
13705950,200,870
13705960,350,177
13705970,720,74
13705980,1241,732
13705990,1607,553
13706000,758,790
13706010,961,625
13706020,1936,776
13706030,1391,588
13706040,202,635
13706050,1688,458
13706060,1594,334
13706070,1210,454
13706080,1946,809
13706090,761,690
13706100,392,271
13706110,415,64
13706120,501,892
13706130,1850,82
13706140,613,337
13706150,1924,298
13706160,1162,855
13706170,1583,982
13706180,1835,948
13706190,617,409
13706200,1476,687
13706210,1755,681
13706220,1066,296
13706230,1070,402
13706240,1880,590
13706250,596,927
13706260,579,161
13706270,726,824
13706280,1200,695
13706290,510,322
13706300,1170,928
13706310,240,619
13706320,1295,389
13706330,822,99
13706340,1323,282
13706350,1050,793
13706360,612,269
13706370,1812,966
13706380,648,102
13706390,1094,478
13706400,1904,850
13706410,1632,293
13706420,170,65
13706430,1353,220
13706440,117,239
13706450,386,548
13706460,1735,50
13706470,1911,426
13706480,804,799
13706490,212,649
13706500,1022,430
13706510,565,811
13706520,115,264
13706530,9,408
13706540,1666,888
13706550,1577,145
13706560,1960,783
13706570,1560,908
13706580,1827,334
13706590,404,563
13706600,1628,99
13706610,1633,456
13706620,814,323
13706630,837,726
13706640,1568,424
13706650,1956,217
13706660,1144,236
13706670,696,314
13706680,1019,658
13706690,517,289
13706700,1092,718
13706710,134,530
13706720,795,394
13706730,238,934
13706740,1462,14
13706750,1700,77
13706760,121,59
13706770,1085,680
13706780,383,457
13706790,1132,212
13706800,815,494
13706810,1054,102
13706820,445,433
13706830,1726,51
13706840,852,989
13706850,1968,246
13706860,66,317
13706870,1160,967
13706880,582,419
13706890,1275,35
13706900,1425,132
13706910,223,198
13706920,1773,974
13706930,1149,186
13706940,501,13
13706950,1548,580
13706960,1532,330
13706970,1582,493
13706980,1442,597
13706990,1468,983
13707000,1753,68
13707010,465,530
13707020,1903,941
13707030,533,576
13707040,686,356
13707050,1880,157
13707060,1452,403
13707070,706,603
13707080,561,445
13707090,530,799
13707100,625,320
13707110,460,766
13707120,86,399
13707130,958,598
13707140,504,130
13707150,162,603
13707160,813,304
13707170,783,726
13707180,1834,343
13707190,1908,116
13707200,285,459
13707210,341,426
13707220,1838,494
13707230,1369,830
13707240,266,229
13707250,28,597
13707260,797,316
13707270,754,712
13707280,466,826
13707290,1003,706
13707300,1890,501
13707310,1956,435
13707320,1198,730
13707330,1844,933
13707340,1384,851
13707350,1611,281
13707360,1686,990
13707370,1220,800
13707380,1352,131
13707390,1347,242
13707400,618,848
13707410,1286,808
13707420,1449,536
13707430,1640,294
13707440,707,300
13707450,1111,567
13707460,330,972
13707470,1060,938
13707480,394,629
13707490,44,810
13707500,1063,332
13707510,280,380
13707520,1611,706
13707530,985,882
13707540,1878,605
13707550,817,724
13707560,1036,672
13707570,53,345
13707580,419,897
13707590,184,170
13707600,493,71
13707610,1825,420
13707620,742,556
13707630,112,238
13707640,915,567
13707650,1179,641
13707660,605,466
13707670,642,659
13707680,899,657
13707690,681,674
13707700,1740,496
13707710,408,527
13707720,1309,597
13707730,665,188
13707740,421,464
13707750,178,640
13707760,1888,473
13707770,1815,807
13707780,1442,752
13707790,1079,796
13707800,674,807
13707810,1292,443
13707820,63,285
13707830,1025,468
13707840,1916,779
13707850,1890,636
13707860,1646,243
13707870,1087,961
13707880,576,119
13707890,1646,730
13707900,1561,94
13707910,663,385
13707920,1707,882
13707930,1108,206
13707940,1169,743
13707950,1720,211
13707960,1180,170
13707970,1278,848
13707980,953,510
13707990,494,485
13708000,1627,763
13708010,1617,539
13708020,1950,950
13708030,822,856
13708040,515,455
13708050,826,365
13708060,1339,273
13708070,472,3
13708080,995,57
13708090,78,290
13708100,1524,420
13708110,1230,379
13708120,1107,600
13708130,1463,513
13708140,1690,900
13708150,1158,174
13708160,1006,186
13708170,1726,123
13708180,236,926
13708190,235,227
13708200,57,444
13708210,1163,618
13708220,1416,97
13708230,333,711
13708240,982,28
13708250,1454,541
13708260,824,289
13708270,841,737
13708280,1339,493
13708290,1759,24
13708300,627,463
13708310,568,499
13708320,970,480
13708330,1307,56
13708340,1687,737
13708350,1326,908
13708360,460,561
13708370,45,991
13708380,370,737
13708390,889,609
13708400,609,133
13708410,200,321
13708420,83,661
13708430,1177,470
13708440,992,819
13708450,289,407
13708460,323,566
13708470,1451,12
13708480,1668,841
13708490,755,229
13708500,1532,515
13708510,472,571
13708520,1508,671
13708530,926,83
13708540,134,83
13708550,645,704
13708560,1306,176
13708570,436,639
13708580,1737,451
13708590,1232,832
13708600,470,811
13708610,1362,628
13708620,774,414
13708630,1572,603
13708640,1353,977
13708650,456,336
13708660,737,399
13708670,1141,841
13708680,1440,818
13708690,219,796
13708700,298,714
13708710,408,589
13708720,459,627
13708730,860,739
13708740,1248,177
13708750,348,500
13708760,926,327
13708770,375,950
13708780,135,460
13708790,1613,938
13708800,451,109
13708810,69,904
13708820,995,448
13708830,786,505
13708840,525,85
13708850,851,696
13708860,61,293
13708870,1376,811
13708880,1867,98
13708890,812,671
13708900,1983,828
13708910,49,809
13708920,490,885
13708930,226,614
13708940,1793,764
13708950,828,810
13708960,848,83
13708970,1046,520
13708980,1547,852
13708990,353,575
13709000,894,604
13709010,378,108
13709020,1331,730
13709030,270,87
13709040,1695,630
13709050,427,607
13709060,1255,691
13709070,1495,658
13709080,1434,667
