value,page,position
9000000,904,939
9000010,1930,518
9000020,303,396
9000030,999,111
9000040,621,116
9000050,1187,250
9000060,1593,318
9000070,900,171
9000080,1467,512
9000090,914,215
9000100,1674,673
9000110,979,369
9000120,418,330
9000130,1671,633
9000140,821,740
9000150,1672,405
9000160,135,989
9000170,136,912
9000180,538,513
9000190,898,556
9000200,755,7
9000210,420,901
9000220,1230,763
9000230,968,935
9000240,1447,735
9000250,1715,39
9000260,954,131
9000270,1544,969
9000280,516,939
9000290,1426,877
9000300,1667,690
9000310,243,599
9000320,408,92
9000330,621,895
9000340,1866,388
9000350,1781,904
9000360,415,85
9000370,312,138
9000380,1063,149
9000390,1499,738
9000400,1934,304
9000410,1643,602
9000420,1702,383
9000430,521,281
9000440,1127,823
9000450,1092,112
9000460,1321,6
9000470,889,132
9000480,1655,888
9000490,1247,938
9000500,974,129
9000510,1321,732
9000520,92,372
9000530,938,955
9000540,746,322
9000550,1399,693
9000560,1880,992
9000570,333,91
9000580,708,937
9000590,943,676
9000600,664,93
9000610,811,138
9000620,429,448
9000630,1941,285
9000640,6,712
9000650,967,825
9000660,411,673
9000670,10,145
9000680,864,332
9000690,1960,255
9000700,1217,628
9000710,1663,963
9000720,544,229
9000730,820,775
9000740,8,37
9000750,1642,882
9000760,891,275
9000770,693,512
9000780,1551,456
9000790,1904,593
9000800,1658,783
9000810,998,145
9000820,623,472
9000830,746,477
9000840,943,294
9000850,1570,988
9000860,678,949
9000870,1275,804
9000880,1225,259
9000890,518,851
9000900,1142,907
9000910,627,900
9000920,1099,597
9000930,647,941
9000940,1878,912
9000950,1964,215
9000960,1588,257
9000970,39,359
9000980,410,988
9000990,412,239
9001000,174,435
9001010,998,982
9001020,152,332
9001030,1966,515
9001040,1427,817
9001050,1618,773
9001060,1098,721
9001070,420,499
9001080,1450,793
9001090,1015,6
9001100,1981,336
9001110,1570,420
9001120,1371,122
9001130,1191,646
9001140,1636,720
9001150,1207,106
9001160,861,890
9001170,1684,922
9001180,130,734
9001190,811,969
9001200,1182,253
9001210,113,294
9001220,1300,774
9001230,214,467
9001240,1949,524
9001250,1686,619
9001260,1994,984
9001270,1792,711
9001280,1857,173
9001290,1935,380
9001300,1498,986
9001310,1304,901
9001320,1803,608
9001330,676,655
9001340,1396,629
9001350,810,78
9001360,1231,846
9001370,1264,426
9001380,1772,540
9001390,780,449
9001400,762,386
9001410,1489,797
9001420,5,270
9001430,1921,631
9001440,227,89
9001450,716,662
9001460,1926,70
9001470,408,309
9001480,387,263
9001490,30,855
9001500,582,116
9001510,1082,715
9001520,560,752
9001530,363,978
9001540,958,378
9001550,813,137
9001560,1022,804
9001570,1719,185
9001580,342,211
9001590,436,240
9001600,869,246
9001610,1664,757
9001620,21,630
9001630,1963,430
9001640,1746,370
9001650,1216,71
9001660,1313,879
9001670,827,288
9001680,1034,162
9001690,379,839
9001700,55,298
9001710,669,633
9001720,591,525
9001730,1466,252
9001740,157,267
9001750,1048,135
9001760,889,166
9001770,779,23
9001780,1062,350
9001790,957,998
