value,page,position
1100000,1216,304
1100010,530,809
1100020,97,897
1100030,654,33
1100040,1596,838
1100050,621,219
1100060,1524,744
1100070,1049,118
1100080,1960,147
1100090,1509,726
1100100,100,431
1100110,1743,547
1100120,629,399
1100130,987,170
1100140,667,501
1100150,1989,666
1100160,1807,612
1100170,1820,772
1100180,375,574
1100190,744,545
1100200,1578,485
1100210,521,553
1100220,1182,871
1100230,1018,517
1100240,990,715
1100250,66,62
1100260,733,290
1100270,907,156
1100280,583,181
1100290,1899,717
1100300,1837,119
1100310,1500,50
1100320,13,674
1100330,901,973
1100340,1681,178
1100350,696,42
1100360,253,820
1100370,230,704
1100380,146,644
1100390,739,312
1100400,1552,368
1100410,1978,127
1100420,1446,139
1100430,1413,557
1100440,1377,782
1100450,1594,592
1100460,1895,839
1100470,679,98
1100480,1548,70
1100490,125,832
1100500,233,139
1100510,769,212
1100520,1655,242
1100530,1774,799
1100540,438,81
1100550,224,78
1100560,371,213
1100570,1909,572
1100580,451,337
1100590,20,556
1100600,264,320
1100610,753,385
1100620,914,177
1100630,870,448
1100640,1828,947
1100650,1417,211
1100660,995,395
1100670,411,929
1100680,14,167
1100690,588,72
1100700,306,401
1100710,615,986
1100720,1404,685
1100730,20,208
1100740,1547,643
1100750,1000,943
1100760,371,75
1100770,1498,145
1100780,1358,782
1100790,1708,327
1100800,291,122
1100810,1757,404
1100820,1324,772
1100830,929,923
1100840,377,631
1100850,728,87
1100860,123,528
1100870,1242,797
1100880,629,3
1100890,313,69
1100900,1263,919
1100910,750,182
1100920,1730,752
1100930,174,77
1100940,875,365
1100950,27,90
1100960,1020,530
1100970,387,867
1100980,1116,474
1100990,810,607
1101000,1625,148
1101010,1710,705
1101020,1291,764
1101030,213,421
1101040,1818,559
1101050,374,123
1101060,1861,811
1101070,832,214
1101080,1791,181
1101090,1086,150
1101100,1024,281
1101110,819,505
1101120,1677,298
1101130,801,441
1101140,1166,55
1101150,536,102
1101160,1819,794
1101170,1359,489
1101180,1619,755
1101190,775,126
1101200,331,901
1101210,474,221
1101220,1585,562
1101230,994,431
1101240,1480,770
1101250,1926,3
1101260,159,485
1101270,1067,229
1101280,1427,308
1101290,1020,881
1101300,1706,976
1101310,87,576
1101320,1528,694
1101330,768,485
1101340,1656,259
1101350,1961,646
1101360,105,200
1101370,415,302
1101380,339,700
1101390,629,220
1101400,1757,136
1101410,1249,588
1101420,872,968
1101430,388,134
1101440,1729,413
1101450,1845,831
1101460,1113,847
1101470,755,357
1101480,448,865
1101490,1975,539
1101500,1039,495
1101510,92,170
1101520,1136,184
1101530,1455,799
1101540,1317,106
1101550,756,644
1101560,1889,60
1101570,1462,961
1101580,1679,438
1101590,310,773
1101600,4,896
1101610,1355,538
1101620,778,655
1101630,111,591
1101640,837,742
1101650,1659,977
1101660,453,357
1101670,1974,294
1101680,1786,333
1101690,413,547
1101700,1094,507
1101710,857,262
1101720,695,309
1101730,1229,924
1101740,825,505
1101750,1261,321
1101760,1732,274
1101770,528,443
1101780,1937,595
1101790,1968,949
1101800,975,543
1101810,510,184
1101820,1229,447
1101830,1448,438
1101840,248,317
1101850,1717,339
1101860,172,7
1101870,754,995
1101880,246,339
1101890,1742,832
1101900,380,717
1101910,825,478
1101920,1790,90
1101930,953,951
1101940,1858,107
1101950,1406,741
1101960,798,193
1101970,1548,554
1101980,146,837
1101990,1851,802
1102000,280,328
1102010,1903,859
1102020,355,478
1102030,351,471
1102040,1244,893
1102050,357,956
1102060,1030,173
1102070,1977,931
1102080,346,35
1102090,1522,880
1102100,1449,158
1102110,1008,972
1102120,1131,810
1102130,109,592
1102140,986,100
1102150,1004,238
1102160,1520,51
1102170,1676,317
1102180,396,269
1102190,316,636
1102200,1454,817
1102210,260,510
1102220,984,442
1102230,124,358
1102240,1505,638
1102250,1110,974
1102260,1986,822
1102270,1785,205
1102280,578,464
1102290,818,718
1102300,502,162
1102310,1749,882
1102320,705,781
1102330,928,504
1102340,548,88
1102350,1812,717
1102360,736,616
1102370,1398,358
1102380,914,272
1102390,717,411
1102400,274,632
1102410,359,900
1102420,1821,205
1102430,1399,518
1102440,544,486
1102450,912,315
1102460,1982,544
1102470,330,508
1102480,1426,558
1102490,1140,936
1102500,1360,243
1102510,1474,982
1102520,683,907
1102530,1620,340
1102540,1618,552
1102550,1219,225
1102560,52,845
1102570,1603,781
1102580,1720,207
1102590,375,593
1102600,530,609
1102610,683,177
1102620,1126,144
1102630,295,445
1102640,741,315
1102650,1420,253
1102660,1745,27
1102670,826,149
1102680,1363,526
1102690,314,85
1102700,1091,190
1102710,1356,31
1102720,490,739
1102730,1353,269
1102740,52,707
1102750,1353,119
1102760,1207,537
1102770,1282,717
1102780,90,558
1102790,1521,805
1102800,1199,415
1102810,296,770
1102820,1656,54
1102830,540,55
1102840,1779,789
1102850,1164,57
1102860,662,768
1102870,421,340
1102880,726,482
1102890,830,7
1102900,1054,55
1102910,1218,97
1102920,953,845
1102930,614,58
1102940,165,514
1102950,489,761
1102960,720,813
1102970,1545,752
1102980,1196,264
1102990,372,89
1103000,407,926
1103010,1785,315
1103020,424,529
1103030,1511,967
1103040,111,653
1103050,1764,713
1103060,1714,119
1103070,1252,797
1103080,549,672
1103090,691,469
1103100,675,281
1103110,1577,955
1103120,404,776
1103130,1267,879
1103140,73,622
1103150,304,400
1103160,471,526
1103170,1130,628
1103180,348,960
1103190,600,358
1103200,1302,83
1103210,1592,247
1103220,1807,829
1103230,917,901
1103240,943,286
1103250,1824,159
1103260,67,97
1103270,133,891
1103280,753,813
1103290,695,441
1103300,1008,785
1103310,1237,960
1103320,1577,662
1103330,1084,429
1103340,1036,590
1103350,1404,897
1103360,1223,792
1103370,223,877
1103380,571,536
1103390,283,276
1103400,525,46
1103410,1567,556
1103420,1316,172
1103430,591,252
1103440,584,636
1103450,911,443
1103460,1839,662
1103470,1981,249
1103480,450,872
1103490,563,530
1103500,975,915
1103510,473,983
1103520,1473,256
1103530,1272,371
1103540,1085,815
1103550,1034,377
1103560,715,692
1103570,1606,360
1103580,736,725
1103590,1956,117
1103600,1791,915
1103610,633,307
