value,page,position
9100000,170,83
9100010,1964,997
9100020,1159,645
9100030,1161,595
9100040,196,763
9100050,1580,106
9100060,476,743
9100070,1132,706
9100080,821,102
9100090,1766,589
9100100,129,754
9100110,1385,667
9100120,678,981
9100130,1015,597
9100140,999,209
9100150,1476,292
9100160,332,647
9100170,1568,528
9100180,678,808
9100190,1668,990
9100200,1389,182
9100210,1708,841
9100220,867,692
9100230,1276,88
9100240,1670,262
9100250,1887,824
9100260,1012,72
9100270,245,618
9100280,881,623
9100290,456,542
9100300,558,236
9100310,49,126
9100320,1216,507
9100330,939,166
9100340,1876,9
9100350,722,103
9100360,1437,984
9100370,1781,416
9100380,312,551
9100390,1649,300
9100400,1555,831
9100410,800,726
9100420,292,33
9100430,781,792
9100440,1328,427
9100450,65,288
9100460,1151,734
9100470,1193,246
9100480,1872,863
9100490,1091,25
9100500,136,338
9100510,1288,800
9100520,1908,602
9100530,166,216
9100540,932,496
9100550,20,405
9100560,1657,143
9100570,1081,133
9100580,550,855
9100590,1666,810
9100600,658,968
9100610,700,586
9100620,244,781
9100630,1613,634
9100640,941,538
9100650,147,592
9100660,1702,119
9100670,1416,901
9100680,1806,366
9100690,226,260
9100700,167,611
9100710,494,224
9100720,1814,193
9100730,1841,916
9100740,669,434
9100750,212,651
9100760,165,92
9100770,485,707
9100780,1936,404
9100790,1990,641
9100800,1386,343
9100810,1456,818
9100820,180,347
9100830,1376,464
9100840,525,536
9100850,1205,221
9100860,1687,58
9100870,693,582
9100880,1519,292
9100890,1508,521
9100900,889,823
9100910,17,510
9100920,1747,468
9100930,1571,305
9100940,697,434
9100950,1920,423
9100960,1761,824
9100970,1966,802
9100980,1983,440
9100990,1672,332
9101000,1683,553
9101010,1282,182
9101020,43,166
9101030,59,189
9101040,535,389
9101050,1526,212
9101060,1577,558
9101070,1020,111
9101080,1101,937
9101090,1851,157
9101100,122,789
9101110,1834,894
9101120,1831,216
9101130,1304,231
9101140,907,663
9101150,1172,212
9101160,787,303
9101170,1356,29
9101180,1634,760
9101190,870,692
9101200,1735,781
9101210,1114,459
9101220,867,659
9101230,1331,158
9101240,76,719
9101250,1393,628
9101260,1632,837
9101270,772,598
9101280,1070,289
9101290,565,53
9101300,1787,430
9101310,1463,115
9101320,1445,325
9101330,297,44
9101340,1401,639
9101350,745,691
9101360,1874,723
9101370,1468,242
9101380,1700,97
9101390,574,724
9101400,25,685
9101410,1466,633
9101420,254,180
9101430,1060,741
9101440,1233,529
9101450,397,259
9101460,220,491
9101470,1249,160
9101480,834,43
9101490,742,234
9101500,1057,979
9101510,435,761
9101520,53,204
9101530,724,399
9101540,1581,941
9101550,712,373
9101560,579,751
9101570,1805,267
9101580,1935,784
9101590,1237,181
9101600,480,925
9101610,1546,584
9101620,167,484
9101630,410,525
9101640,60,541
9101650,61,353
9101660,1989,349
9101670,812,138
9101680,472,975
9101690,939,731
9101700,1151,279
9101710,775,139
9101720,1804,4
9101730,618,917
9101740,779,593
9101750,1071,279
9101760,1657,269
9101770,1229,996
9101780,1166,770
9101790,1960,743
