value,page,position
9900000,1515,553
9900010,656,406
9900020,1888,571
9900030,1673,381
9900040,921,523
9900050,1916,660
9900060,31,88
9900070,1397,633
9900080,1190,857
9900090,46,950
9900100,613,732
9900110,490,956
9900120,1073,919
9900130,1378,651
9900140,221,499
9900150,375,289
9900160,1886,525
9900170,574,667
9900180,1976,156
9900190,571,784
9900200,1005,911
9900210,137,618
9900220,1869,798
9900230,1673,99
9900240,426,100
9900250,298,34
9900260,866,868
9900270,636,155
9900280,1801,159
9900290,478,732
9900300,656,640
9900310,973,869
9900320,1915,887
9900330,475,317
9900340,1105,483
9900350,1243,725
9900360,1280,233
9900370,1406,963
9900380,1096,782
9900390,1488,820
9900400,1164,395
9900410,802,21
9900420,1652,754
9900430,1702,304
9900440,453,651
9900450,380,714
9900460,1334,977
9900470,1401,40
9900480,392,689
9900490,520,933
9900500,1142,876
9900510,360,691
9900520,127,868
9900530,1166,417
9900540,1599,494
9900550,1344,165
9900560,1638,252
9900570,1502,141
9900580,1665,867
9900590,671,849
9900600,297,43
9900610,1910,867
9900620,287,668
9900630,479,654
9900640,360,917
9900650,1049,12
9900660,426,167
9900670,1307,816
9900680,1983,627
9900690,53,373
9900700,666,601
9900710,1455,603
9900720,789,627
9900730,711,521
9900740,494,87
9900750,704,561
9900760,969,986
9900770,256,917
9900780,1515,420
9900790,390,64
9900800,952,307
9900810,1635,927
9900820,1900,334
9900830,616,477
9900840,702,156
9900850,1825,317
9900860,1403,302
9900870,86,230
9900880,4,799
9900890,512,92
9900900,1867,817
9900910,844,290
9900920,1191,762
9900930,125,314
9900940,1305,457
9900950,1642,744
9900960,675,4
9900970,1308,128
9900980,1669,648
9900990,15,635
9901000,195,899
9901010,1487,77
9901020,1979,957
9901030,1533,70
9901040,10,109
9901050,1487,951
9901060,420,998
9901070,516,348
9901080,349,898
9901090,261,456
9901100,37,295
9901110,1759,378
9901120,1546,948
9901130,1527,725
9901140,1394,745
9901150,966,500
9901160,1434,383
9901170,968,342
9901180,1478,577
9901190,1611,554
9901200,451,275
9901210,1904,970
9901220,50,108
9901230,27,252
9901240,404,753
9901250,1579,201
9901260,1316,171
9901270,541,219
9901280,1076,746
9901290,457,938
9901300,941,715
9901310,1824,952
9901320,1219,45
9901330,888,665
9901340,962,818
9901350,364,450
9901360,1038,167
9901370,446,424
9901380,23,273
9901390,1052,864
9901400,1648,515
9901410,1024,206
9901420,574,91
9901430,686,446
9901440,917,498
9901450,270,998
9901460,534,653
9901470,850,891
9901480,1431,564
9901490,862,599
9901500,73,446
9901510,567,936
9901520,1039,980
9901530,1307,229
9901540,15,262
9901550,615,880
9901560,1380,898
9901570,699,198
9901580,1986,366
9901590,591,104
9901600,1918,608
9901610,1803,947
9901620,1069,186
9901630,171,987
9901640,33,324
9901650,1437,108
9901660,918,945
9901670,1653,641
9901680,1198,190
9901690,1760,348
9901700,830,895
9901710,1016,429
