value,page,position
7000000,1299,603
7000010,1719,453
7000020,1643,627
7000030,1487,75
7000040,1865,922
7000050,648,909
7000060,1381,389
7000070,1724,44
7000080,1185,305
7000090,95,817
7000100,599,458
7000110,1857,814
7000120,1847,305
7000130,297,351
7000140,1396,755
7000150,1973,243
7000160,1690,374
7000170,709,848
7000180,822,530
7000190,1946,306
7000200,778,770
7000210,1642,501
7000220,607,801
7000230,885,628
7000240,1092,357
7000250,1430,44
7000260,1717,332
7000270,1076,680
7000280,1051,783
7000290,227,998
7000300,812,348
7000310,1186,806
7000320,939,664
7000330,1156,863
7000340,601,254
7000350,1191,952
7000360,1599,839
7000370,1172,158
7000380,1095,368
7000390,892,308
7000400,1219,623
7000410,1210,933
7000420,939,214
7000430,1183,748
7000440,1187,545
7000450,361,841
7000460,301,274
7000470,1761,325
7000480,1748,907
7000490,1741,395
7000500,1443,601
7000510,1296,620
7000520,134,919
7000530,608,282
7000540,847,853
7000550,201,968
7000560,575,734
7000570,1847,422
7000580,1678,187
7000590,881,885
7000600,1669,910
7000610,299,836
7000620,1856,986
7000630,976,334
7000640,445,255
7000650,289,391
7000660,828,781
7000670,1549,820
7000680,781,815
7000690,1643,471
7000700,919,761
7000710,1775,281
7000720,1118,980
7000730,724,225
7000740,245,855
7000750,538,965
7000760,1994,481
7000770,124,697
7000780,524,764
7000790,655,954
7000800,1569,561
7000810,1892,426
7000820,627,981
7000830,192,519
7000840,346,401
7000850,1384,222
7000860,1712,757
7000870,851,112
7000880,179,946
7000890,547,411
7000900,1576,667
7000910,1543,880
7000920,89,261
7000930,1679,896
7000940,1751,925
7000950,581,333
7000960,1955,951
7000970,972,566
7000980,1043,598
7000990,1068,25
7001000,701,904
7001010,1946,641
7001020,1419,391
7001030,1815,1
7001040,1402,144
7001050,184,708
7001060,191,775
7001070,298,227
7001080,1580,670
7001090,1333,393
7001100,1988,164
7001110,499,753
7001120,1750,98
7001130,655,309
7001140,148,859
7001150,1163,848
7001160,1517,645
7001170,1123,865
7001180,1829,775
7001190,518,95
7001200,1482,338
7001210,856,598
7001220,350,263
7001230,335,801
7001240,1146,844
7001250,947,10
7001260,744,834
7001270,312,43
7001280,1455,623
7001290,1271,853
7001300,918,63
7001310,580,630
7001320,1131,470
7001330,1164,458
7001340,1636,489
7001350,1220,681
7001360,105,721
7001370,810,606
7001380,2,232
7001390,1770,370
7001400,233,56
7001410,903,366
7001420,1083,471
7001430,854,289
7001440,1705,490
7001450,1040,72
7001460,124,136
7001470,523,569
7001480,1641,163
7001490,82,237
7001500,860,382
7001510,1337,74
7001520,594,749
7001530,114,796
7001540,1766,121
7001550,208,259
7001560,201,390
7001570,807,355
7001580,1531,608
7001590,503,382
7001600,1629,685
7001610,1956,800
7001620,992,852
7001630,1080,985
7001640,1326,907
7001650,351,250
7001660,1809,955
7001670,776,986
7001680,1323,457
7001690,1630,841
7001700,1839,313
7001710,1315,884
7001720,836,164
7001730,1840,803
7001740,1812,469
7001750,198,419
7001760,839,899
7001770,1273,84
7001780,1631,784
7001790,172,889
7001800,502,932
7001810,966,452
7001820,722,963
7001830,1630,902
7001840,956,401
7001850,1568,631
7001860,232,129
7001870,1013,849
7001880,605,105
7001890,76,426
7001900,1455,798
7001910,1271,602
7001920,632,340
7001930,1546,276
7001940,792,320
7001950,526,472
7001960,997,49
7001970,172,29
7001980,863,556
7001990,187,120
7002000,229,26
