value,page,position
16200000,1543,967
16200010,1918,231
16200020,524,96
16200030,694,428
16200040,1375,565
16200050,864,153
16200060,663,153
16200070,1561,529
16200080,1981,685
16200090,381,877
16200100,1286,847
16200110,1702,978
16200120,1615,563
16200130,876,122
16200140,1573,835
16200150,118,931
16200160,762,848
16200170,1998,362
16200180,971,744
16200190,1754,492
16200200,1050,415
16200210,944,904
16200220,478,57
16200230,1751,478
16200240,47,869
16200250,207,913
16200260,1291,244
16200270,929,417
16200280,1991,855
16200290,1734,544
16200300,1386,181
16200310,1389,935
16200320,310,816
16200330,745,188
16200340,446,655
16200350,840,838
16200360,9,710
16200370,1634,931
16200380,1868,419
16200390,1176,352
16200400,1751,43
16200410,626,115
16200420,978,956
16200430,1082,133
16200440,1493,53
16200450,252,556
16200460,567,441
16200470,1827,204
16200480,445,18
16200490,778,821
16200500,1240,689
16200510,142,874
16200520,1050,408
16200530,122,772
16200540,1456,343
16200550,489,420
16200560,794,974
16200570,632,961
16200580,1061,75
16200590,530,749
16200600,439,81
16200610,1956,359
16200620,522,770
16200630,1718,937
16200640,355,252
16200650,1051,694
16200660,831,394
16200670,1884,594
16200680,499,620
16200690,512,380
16200700,1652,350
16200710,1970,787
16200720,1064,540
16200730,922,439
16200740,1893,304
16200750,1360,998
16200760,1258,67
16200770,1847,905
16200780,1398,871
16200790,1297,345
16200800,823,448
16200810,481,288
16200820,136,552
16200830,594,677
16200840,41,468
16200850,428,101
16200860,466,127
16200870,1951,686
16200880,1323,861
16200890,76,220
16200900,1693,950
16200910,258,456
16200920,527,870
16200930,1845,188
16200940,449,449
16200950,75,16
16200960,1538,433
16200970,143,53
16200980,603,673
16200990,939,621
16201000,247,376
16201010,1845,115
16201020,726,667
16201030,799,23
16201040,349,253
16201050,520,318
16201060,486,284
16201070,1832,830
16201080,768,559
16201090,362,437
16201100,641,587
16201110,1947,782
16201120,1444,796
16201130,1292,295
16201140,481,1
16201150,987,980
16201160,904,689
16201170,707,697
16201180,1611,331
16201190,821,216
16201200,144,843
16201210,566,160
16201220,897,455
16201230,1599,191
16201240,146,365
16201250,1273,735
16201260,1639,741
16201270,408,651
16201280,667,134
16201290,874,834
16201300,169,320
16201310,503,170
16201320,1509,699
16201330,811,36
16201340,1590,649
16201350,282,861
16201360,1612,74
16201370,875,163
16201380,702,696
16201390,924,696
16201400,435,771
16201410,1087,552
16201420,316,244
16201430,1952,984
16201440,831,834
16201450,133,48
16201460,950,350
16201470,800,317
16201480,633,696
16201490,1076,754
16201500,1471,896
16201510,110,43
16201520,809,119
16201530,1746,285
16201540,816,226
16201550,1563,488
16201560,471,993
16201570,1642,564
16201580,1559,58
16201590,636,235
16201600,628,375
16201610,1629,767
16201620,1663,751
16201630,845,924
16201640,784,312
16201650,368,127
16201660,1199,514
16201670,1939,652
16201680,10,712
16201690,1841,265
16201700,960,69
16201710,1597,391
16201720,122,41
16201730,1690,867
16201740,1651,747
16201750,1225,165
16201760,1206,491
16201770,1403,876
16201780,1398,514
16201790,620,901
16201800,1459,498
16201810,1241,999
16201820,1381,653
16201830,1957,45
16201840,867,779
16201850,1963,69
16201860,536,61
16201870,339,151
16201880,1305,476
16201890,704,635
16201900,86,611
16201910,630,291
16201920,990,600
16201930,390,770
16201940,145,958
16201950,1770,805
16201960,1773,408
16201970,566,37
16201980,846,5
16201990,767,905
16202000,1145,348
16202010,653,521
16202020,141,253
16202030,1035,367
16202040,658,460
16202050,729,634
16202060,1057,196
16202070,1708,854
16202080,610,30
16202090,1190,399
16202100,914,601
16202110,906,158
16202120,1810,744
16202130,1816,361
16202140,1345,322
16202150,1724,3
16202160,1939,670
16202170,269,433
16202180,1818,475
16202190,774,385
16202200,860,663
16202210,708,129
16202220,132,850
16202230,1248,395
16202240,581,957
16202250,1278,922
16202260,916,760
16202270,563,39
16202280,1863,585
16202290,1205,65
16202300,1229,302
16202310,927,727
16202320,1707,421
16202330,433,556
16202340,58,58
16202350,574,711
16202360,1823,869
16202370,753,967
16202380,1192,408
16202390,906,315
16202400,251,388
16202410,29,640
16202420,1627,144
16202430,1769,960
16202440,1465,260
16202450,1339,256
16202460,1632,780
16202470,765,125
16202480,1389,632
16202490,405,279
16202500,73,45
16202510,522,21
16202520,410,841
16202530,1178,376
16202540,1953,829
16202550,1710,924
16202560,1046,189
16202570,1741,4
16202580,1866,234
16202590,654,933
16202600,1518,409
16202610,191,170
16202620,1808,174
16202630,109,690
16202640,1643,201
16202650,615,860
16202660,1787,437
16202670,1632,799
16202680,393,882
16202690,308,429
16202700,664,733
16202710,76,538
16202720,948,379
16202730,483,681
16202740,1070,164
16202750,1353,317
16202760,1287,497
16202770,335,566
16202780,1633,642
16202790,1691,912
16202800,1748,557
16202810,1961,551
16202820,1768,36
16202830,726,448
16202840,1686,450
16202850,1332,899
16202860,1740,444
16202870,1933,890
16202880,1702,546
16202890,646,390
16202900,1349,53
16202910,838,459
16202920,1730,101
16202930,813,578
16202940,961,752
16202950,824,747
16202960,1380,756
16202970,1622,8
16202980,1222,495
16202990,1765,683
16203000,1820,180
16203010,1194,622
16203020,1844,423
16203030,1842,571
16203040,318,112
16203050,1498,799
16203060,1790,176
16203070,703,706
16203080,25,662
16203090,34,331
16203100,727,192
16203110,1233,835
16203120,1570,545
16203130,1701,694
16203140,1425,548
16203150,1099,11
16203160,238,331
16203170,1393,107
16203180,1459,700
16203190,1814,842
16203200,808,838
16203210,1980,74
16203220,796,170
16203230,1610,648
16203240,1352,994
16203250,1742,746
16203260,1064,280
16203270,1326,403
16203280,1105,836
16203290,611,807
16203300,1368,474
16203310,1428,581
16203320,791,382
16203330,1697,466
16203340,1183,384
16203350,607,376
16203360,1107,655
16203370,340,505
16203380,1289,783
16203390,128,879
16203400,1791,944
16203410,581,956
16203420,1173,433
16203430,709,20
16203440,1452,179
16203450,1217,284
16203460,277,444
16203470,297,0
16203480,474,163
16203490,853,900
16203500,1215,289
16203510,1793,950
16203520,1365,514
16203530,1197,503
16203540,1459,269
16203550,1839,102
16203560,1925,238
16203570,1330,256
16203580,174,230
16203590,1838,573
16203600,678,562
16203610,1721,67
16203620,1072,743
16203630,1216,802
16203640,1934,174
16203650,1276,149
16203660,216,656
16203670,184,460
16203680,1639,749
16203690,1349,301
16203700,543,364
16203710,1925,621
16203720,933,273
16203730,577,936
16203740,27,819
16203750,549,870
16203760,277,658
16203770,343,458
16203780,1439,252
16203790,795,143
16203800,1657,364
16203810,1502,406
16203820,478,912
16203830,254,389
16203840,1424,544
16203850,1284,970
16203860,1286,300
16203870,1817,535
16203880,571,904
16203890,378,31
16203900,1301,685
16203910,1958,476
16203920,55,503
16203930,1298,730
16203940,1844,620
16203950,1590,202
16203960,1630,815
16203970,1843,698
16203980,1875,732
16203990,1700,205
16204000,1380,583
16204010,100,105
16204020,1487,787
16204030,1272,479
16204040,1639,64
16204050,350,345
16204060,450,773
16204070,261,54
16204080,1528,719
16204090,817,264
16204100,1453,947
16204110,396,667
16204120,638,187
16204130,111,571
16204140,1253,592
16204150,1095,980
16204160,822,38
16204170,9,272
16204180,1504,699
16204190,740,318
16204200,1954,124
16204210,1039,808
16204220,1642,201
16204230,226,120
16204240,962,536
16204250,492,503
16204260,171,821
16204270,201,601
16204280,878,654
16204290,63,652
16204300,921,49
16204310,1724,69
16204320,1917,179
16204330,1708,437
16204340,1018,551
16204350,603,810
16204360,1964,492
16204370,42,61
16204380,1019,604
16204390,1579,792
16204400,259,796
16204410,791,854
16204420,1945,336
16204430,1526,881
16204440,179,686
16204450,1710,422
16204460,714,744
16204470,724,551
16204480,1559,870
16204490,908,176
16204500,869,871
16204510,1473,676
16204520,630,512
16204530,108,6
16204540,1087,572
16204550,1829,920
16204560,1288,251
16204570,507,928
16204580,1547,809
16204590,1998,380
16204600,1026,229
16204610,1572,991
16204620,1679,816
16204630,985,126
16204640,1309,675
16204650,17,380
16204660,739,167
16204670,1382,201
16204680,1672,116
16204690,1658,706
16204700,1137,609
16204710,887,286
16204720,1291,146
16204730,1434,430
16204740,35,824
16204750,399,62
16204760,1544,760
16204770,965,375
16204780,1090,96
16204790,1343,936
16204800,1281,85
16204810,754,100
16204820,1267,696
16204830,1315,931
16204840,861,983
16204850,228,497
16204860,583,827
16204870,296,251
16204880,600,670
16204890,630,106
16204900,703,316
16204910,258,593
16204920,560,175
16204930,362,413
16204940,392,810
16204950,536,593
16204960,1943,840
16204970,378,657
16204980,1461,854
16204990,259,695
16205000,1506,320
16205010,1974,472
16205020,710,979
16205030,1223,588
16205040,1963,50
16205050,210,291
16205060,1356,225
16205070,1362,38
16205080,265,92
16205090,830,518
16205100,1248,540
16205110,582,620
16205120,134,545
16205130,1439,586
16205140,388,757
16205150,564,415
16205160,396,872
16205170,960,831
16205180,954,218
16205190,813,932
16205200,556,71
16205210,1224,214
16205220,349,430
16205230,34,652
16205240,521,571
16205250,1582,957
16205260,170,942
16205270,389,187
16205280,613,222
16205290,724,116
16205300,890,430
16205310,363,798
16205320,671,366
16205330,431,842
16205340,884,638
16205350,808,730
16205360,292,246
16205370,1508,942
16205380,323,862
16205390,1644,599
16205400,339,98
16205410,1936,924
16205420,167,425
16205430,1877,178
16205440,480,830
16205450,694,948
16205460,1604,951
16205470,379,783
16205480,512,994
16205490,1382,896
16205500,1148,672
16205510,247,747
16205520,504,68
16205530,100,460
16205540,32,534
16205550,472,804
16205560,1129,631
16205570,86,224
16205580,686,562
16205590,1139,806
16205600,1507,943
16205610,1931,679
16205620,995,553
16205630,1015,516
16205640,122,828
16205650,183,389
16205660,1867,596
16205670,649,834
16205680,1489,58
16205690,1835,64
16205700,564,976
16205710,1732,554
16205720,1371,619
16205730,1812,284
16205740,891,930
16205750,1236,55
16205760,4,242
16205770,75,447
16205780,1014,510
16205790,346,193
16205800,1073,713
16205810,1017,667
16205820,214,237
16205830,834,39
16205840,231,926
16205850,664,81
16205860,1884,268
16205870,1598,26
16205880,1242,41
16205890,1819,76
16205900,677,201
16205910,1244,239
16205920,1163,351
16205930,1131,310
16205940,417,929
16205950,625,687
16205960,1958,496
16205970,1630,663
16205980,1467,559
16205990,656,885
16206000,848,704
16206010,1983,995
16206020,1583,150
16206030,1992,237
16206040,1455,518
16206050,807,209
16206060,1170,978
16206070,1209,462
16206080,448,819
16206090,1521,529
16206100,1341,261
16206110,836,291
16206120,1986,689
16206130,1317,735
16206140,1870,531
16206150,1068,967
16206160,181,204
16206170,1884,304
16206180,974,648
16206190,1647,66
16206200,1652,503
16206210,420,311
16206220,56,78
16206230,304,764
16206240,766,474
16206250,158,101
16206260,1706,916
16206270,1003,112
16206280,677,777
16206290,1112,955
16206300,835,820
16206310,621,182
16206320,1860,676
16206330,254,56
16206340,1670,520
16206350,98,333
16206360,592,113
16206370,81,748
16206380,1653,158
16206390,115,855
16206400,1787,591
16206410,554,61
16206420,84,104
16206430,993,690
16206440,1576,750
16206450,1356,53
16206460,1489,247
16206470,1040,87
16206480,781,867
16206490,257,848
16206500,1006,325
16206510,1398,701
16206520,1912,704
16206530,1614,427
16206540,636,645
16206550,1088,275
16206560,1859,728
16206570,498,461
16206580,1819,556
16206590,434,765
16206600,999,207
16206610,476,213
16206620,238,499
16206630,218,151
16206640,186,922
16206650,1944,833
16206660,1514,879
16206670,889,208
16206680,1073,213
16206690,249,740
16206700,248,983
16206710,37,813
16206720,1199,720
16206730,893,933
16206740,1797,148
16206750,360,338
16206760,1802,404
16206770,564,713
16206780,853,383
16206790,1079,682
16206800,411,207
16206810,1512,960
16206820,1851,522
16206830,1555,100
16206840,315,456
16206850,1495,155
16206860,1598,588
16206870,906,305
16206880,785,159
16206890,189,790
16206900,1841,538
16206910,802,898
16206920,831,17
16206930,1783,947
16206940,1765,183
16206950,1373,179
16206960,205,227
16206970,214,931
16206980,663,964
16206990,1790,752
16207000,1462,177
16207010,404,129
16207020,1337,514
16207030,548,326
16207040,1195,302
16207050,380,957
16207060,919,752
16207070,1518,740
16207080,334,297
16207090,274,824
16207100,1514,256
16207110,783,418
16207120,575,703
16207130,430,686
16207140,843,913
16207150,1871,519
16207160,969,110
16207170,621,760
16207180,601,801
16207190,839,101
16207200,1252,290
16207210,814,489
16207220,1828,91
16207230,1673,349
16207240,1769,937
16207250,1649,236
16207260,507,721
16207270,799,36
16207280,1668,805
16207290,1276,734
16207300,947,393
16207310,457,927
16207320,1377,729
16207330,568,880
16207340,971,257
16207350,1205,48
16207360,948,932
16207370,406,45
16207380,71,199
16207390,1658,124
16207400,983,983
16207410,1909,835
16207420,471,838
16207430,1205,461
16207440,409,525
16207450,344,131
16207460,210,110
16207470,19,816
16207480,603,407
16207490,105,436
16207500,1269,332
16207510,376,327
16207520,1258,193
16207530,988,286
16207540,1119,942
16207550,1046,478
16207560,127,412
