value,page,position
17000000,379,668
17000010,33,719
17000020,523,460
17000030,1015,449
17000040,195,173
17000050,1892,930
17000060,1172,910
17000070,527,68
17000080,940,560
17000090,365,277
17000100,1055,261
17000110,1736,90
17000120,622,727
17000130,332,3
17000140,1957,662
17000150,905,913
17000160,1606,146
17000170,805,331
17000180,244,467
17000190,298,119
17000200,1564,821
17000210,243,120
17000220,431,135
17000230,1059,731
17000240,234,842
17000250,1212,462
17000260,116,523
17000270,1399,548
17000280,998,779
17000290,656,282
17000300,1103,132
17000310,1984,75
17000320,1723,45
17000330,307,216
17000340,1478,412
17000350,331,696
17000360,786,184
17000370,935,408
17000380,752,928
17000390,499,535
17000400,1716,40
17000410,723,788
17000420,1482,322
17000430,1321,823
17000440,1412,10
17000450,1045,316
17000460,1685,732
17000470,611,488
17000480,889,178
17000490,1325,248
17000500,366,959
17000510,715,19
17000520,133,509
17000530,1182,893
17000540,1432,464
17000550,1903,139
17000560,1919,673
17000570,1330,537
17000580,846,844
17000590,689,842
17000600,953,664
17000610,322,303
17000620,1013,609
17000630,770,954
17000640,688,405
17000650,930,5
17000660,1251,823
17000670,1023,989
17000680,1198,672
17000690,845,734
17000700,733,641
17000710,214,404
17000720,1060,567
17000730,265,291
17000740,319,203
17000750,1399,222
17000760,874,719
17000770,842,531
17000780,1476,262
17000790,365,300
17000800,738,696
17000810,1055,892
17000820,777,408
17000830,1965,786
17000840,1278,466
17000850,1301,175
17000860,1449,497
17000870,1176,193
17000880,1938,101
17000890,1542,781
17000900,121,913
17000910,1670,57
17000920,1415,861
17000930,821,536
17000940,1725,966
17000950,129,165
17000960,1424,381
17000970,1426,499
17000980,67,935
17000990,1456,258
17001000,684,331
17001010,1641,972
17001020,1869,368
17001030,123,856
17001040,370,949
17001050,1963,46
17001060,146,462
17001070,1817,292
17001080,791,987
17001090,1182,106
17001100,1632,431
17001110,610,665
17001120,562,497
17001130,934,516
17001140,549,760
17001150,1566,906
17001160,1939,416
17001170,1459,174
17001180,777,555
17001190,1299,281
17001200,1007,540
17001210,210,529
17001220,1698,66
17001230,950,594
17001240,1930,635
17001250,227,923
17001260,1212,227
17001270,967,88
17001280,440,964
17001290,845,636
17001300,1324,262
17001310,357,612
17001320,111,629
17001330,1426,79
17001340,1142,240
17001350,1732,785
17001360,466,161
17001370,994,125
17001380,1408,948
17001390,1997,79
17001400,321,326
17001410,1346,897
17001420,1284,588
17001430,174,284
17001440,117,46
17001450,573,168
17001460,830,672
17001470,240,92
17001480,1612,795
17001490,1279,664
17001500,817,790
17001510,1508,473
17001520,45,293
17001530,817,885
