value,page,position
5800000,1356,762
5800010,773,19
5800020,275,888
5800030,1269,67
5800040,996,778
5800050,1836,196
5800060,935,952
5800070,1936,104
5800080,1697,690
5800090,1877,415
5800100,1200,851
5800110,281,833
5800120,1387,855
5800130,1239,821
5800140,611,123
5800150,143,356
5800160,366,891
5800170,1898,879
5800180,1476,954
5800190,1827,815
5800200,987,523
5800210,850,464
5800220,1828,674
5800230,1907,536
5800240,666,649
5800250,1432,911
5800260,1547,699
5800270,206,489
5800280,312,636
5800290,1162,182
5800300,655,558
5800310,1291,451
5800320,760,155
5800330,857,307
5800340,1031,247
5800350,412,3
5800360,1361,151
5800370,376,90
5800380,1294,128
5800390,1063,528
5800400,663,870
5800410,1426,213
5800420,771,269
5800430,1986,660
5800440,1948,890
5800450,1404,509
5800460,1937,477
5800470,905,400
5800480,1977,938
5800490,1278,796
5800500,1090,974
5800510,200,240
5800520,937,432
5800530,1428,853
5800540,928,137
5800550,703,22
5800560,1867,879
5800570,792,331
5800580,1324,543
5800590,176,751
5800600,452,132
5800610,1288,261
5800620,1683,515
5800630,1043,446
5800640,453,643
5800650,1593,316
5800660,191,728
5800670,492,753
5800680,1705,453
5800690,1657,162
5800700,230,154
5800710,836,938
5800720,774,834
5800730,1747,278
5800740,1274,174
5800750,1308,459
5800760,875,146
5800770,684,788
5800780,299,243
5800790,975,36
5800800,946,133
5800810,952,576
5800820,1881,956
5800830,29,569
5800840,1676,444
5800850,1322,895
5800860,65,540
5800870,1682,394
5800880,1906,770
5800890,683,502
5800900,427,132
5800910,884,509
5800920,1733,787
5800930,751,647
5800940,1078,380
5800950,833,529
5800960,1294,650
5800970,55,131
5800980,1304,37
5800990,534,21
5801000,465,722
5801010,1102,255
5801020,1355,21
5801030,633,553
5801040,485,605
5801050,1724,950
5801060,1567,231
5801070,150,50
5801080,1973,542
5801090,1066,721
5801100,1674,452
5801110,673,679
5801120,1391,187
5801130,1193,364
5801140,875,293
5801150,1411,801
5801160,804,92
5801170,593,196
5801180,432,658
5801190,504,74
5801200,849,446
5801210,255,466
5801220,624,836
5801230,1990,184
5801240,1077,503
5801250,1722,676
5801260,1754,58
5801270,377,139
5801280,49,92
5801290,690,255
5801300,1247,929
5801310,456,490
5801320,1201,416
5801330,1251,960
5801340,1597,357
5801350,1602,826
5801360,1648,32
5801370,587,275
5801380,704,68
5801390,1486,643
5801400,132,236
5801410,100,472
5801420,1636,106
5801430,1211,167
5801440,1555,629
5801450,806,559
5801460,1686,371
5801470,795,30
5801480,381,12
5801490,353,471
5801500,1968,221
5801510,1986,579
5801520,1165,709
5801530,1268,659
5801540,983,588
5801550,387,427
5801560,502,323
5801570,820,205
5801580,1084,277
5801590,1914,377
5801600,497,935
5801610,1879,271
5801620,145,371
5801630,1534,101
5801640,203,572
5801650,140,80
5801660,698,126
5801670,1722,120
5801680,1226,592
5801690,749,954
5801700,72,438
5801710,22,966
5801720,288,5
5801730,1713,798
5801740,344,759
5801750,949,531
5801760,270,146
5801770,1987,367
5801780,1110,537
5801790,1703,385
5801800,1703,976
5801810,1478,654
5801820,333,57
5801830,243,91
5801840,1045,38
5801850,333,543
5801860,26,469
5801870,818,928
5801880,1172,911
5801890,28,538
5801900,259,302
5801910,528,761
5801920,559,37
5801930,368,720
5801940,25,827
5801950,722,907
5801960,725,485
5801970,1609,702
5801980,1628,947
5801990,615,848
5802000,1086,349
5802010,52,975
5802020,1704,98
5802030,1824,333
5802040,1248,211
5802050,530,624
5802060,988,338
5802070,1206,182
5802080,1012,118
5802090,1843,694
5802100,302,320
5802110,1108,658
5802120,1044,234
5802130,193,156
5802140,307,727
5802150,670,576
