value,page,position
1900000,63,877
1900010,481,561
1900020,1777,412
1900030,972,777
1900040,1791,470
1900050,1103,394
1900060,1713,674
1900070,258,106
1900080,23,406
1900090,1823,992
1900100,1177,909
1900110,1805,766
1900120,559,328
1900130,488,239
1900140,356,263
1900150,1406,951
1900160,1450,372
1900170,435,302
1900180,1089,892
1900190,175,309
1900200,1081,759
1900210,1957,404
1900220,493,999
1900230,1727,425
1900240,32,564
1900250,1717,977
1900260,1310,422
1900270,591,731
1900280,33,943
1900290,454,479
1900300,460,995
1900310,975,455
1900320,1967,301
1900330,1251,765
1900340,1157,57
1900350,1243,688
1900360,1354,347
1900370,950,381
1900380,185,152
1900390,949,8
1900400,1839,952
1900410,813,281
1900420,1728,277
1900430,1356,229
1900440,186,337
1900450,806,873
1900460,1631,908
1900470,1101,463
1900480,1117,151
1900490,613,946
1900500,1297,881
1900510,12,387
1900520,1961,853
1900530,1194,315
1900540,1933,281
1900550,1977,753
1900560,1797,121
1900570,986,600
1900580,1583,190
1900590,518,670
1900600,193,617
1900610,1296,974
1900620,239,205
1900630,973,362
1900640,261,972
1900650,780,554
1900660,1357,302
1900670,1008,390
1900680,946,741
1900690,138,781
1900700,353,20
1900710,1121,576
1900720,1358,910
1900730,1576,902
1900740,573,120
1900750,1765,723
1900760,992,857
1900770,1992,857
1900780,1960,361
1900790,157,744
1900800,555,63
1900810,1712,566
1900820,346,60
1900830,931,69
1900840,1502,118
1900850,1413,599
1900860,1310,179
1900870,1343,798
1900880,1172,76
1900890,212,203
1900900,1222,267
1900910,1779,765
1900920,1066,695
1900930,661,649
1900940,155,523
1900950,368,582
1900960,1013,727
1900970,1584,645
1900980,795,983
1900990,1614,517
1901000,672,667
1901010,989,635
1901020,610,899
1901030,513,96
1901040,128,475
1901050,1945,747
1901060,784,862
1901070,734,357
1901080,1646,218
1901090,1582,736
1901100,1945,778
1901110,1890,413
1901120,1432,131
1901130,1932,704
1901140,606,822
1901150,1704,905
1901160,754,172
1901170,1202,207
1901180,330,5
1901190,685,90
1901200,253,346
1901210,1939,170
1901220,1625,838
1901230,1784,847
1901240,404,568
1901250,1361,235
1901260,1814,465
1901270,342,566
1901280,1772,214
1901290,1046,783
1901300,1147,766
1901310,1267,762
1901320,930,951
1901330,153,215
1901340,1944,371
1901350,227,257
1901360,1046,932
1901370,1767,470
1901380,907,196
1901390,1260,744
1901400,1578,943
1901410,9,620
1901420,1347,839
1901430,1473,721
1901440,1892,26
1901450,1502,106
1901460,806,378
1901470,1892,718
1901480,441,599
1901490,1933,330
1901500,406,683
1901510,1221,402
1901520,623,314
1901530,1300,497
1901540,1749,567
1901550,1332,300
1901560,471,563
1901570,1824,556
1901580,1929,130
1901590,1840,214
1901600,164,419
1901610,626,395
1901620,677,23
1901630,565,229
1901640,1209,435
1901650,152,128
1901660,391,931
1901670,1163,315
1901680,1556,935
1901690,105,152
1901700,1720,26
1901710,947,832
1901720,902,21
1901730,927,541
1901740,298,481
1901750,1898,404
1901760,856,9
1901770,1036,742
1901780,668,944
1901790,752,935
1901800,1378,953
1901810,835,55
1901820,1567,538
1901830,635,837
1901840,1566,239
1901850,1087,380
1901860,989,164
1901870,587,613
1901880,1385,33
1901890,841,937
1901900,362,269
1901910,28,929
1901920,1636,293
1901930,1930,55
1901940,1687,222
1901950,20,948
1901960,945,104
1901970,445,243
1901980,167,343
1901990,59,618
1902000,697,19
1902010,854,116
1902020,430,862
1902030,1349,47
1902040,381,314
1902050,961,439
1902060,812,898
1902070,1123,374
1902080,672,852
1902090,1553,925
1902100,647,309
1902110,48,380
1902120,788,433
1902130,754,781
1902140,1133,282
1902150,109,264
1902160,1665,955
1902170,1798,390
1902180,1626,205
1902190,803,189
1902200,1480,403
1902210,182,802
1902220,513,83
1902230,1879,264
1902240,131,943
1902250,1791,14
1902260,1787,515
1902270,690,41
1902280,475,623
1902290,810,147
1902300,736,658
1902310,754,718
1902320,1491,632
1902330,1948,471
1902340,92,237
1902350,1738,561
