value,page,position
19000000,838,176
19000010,1259,654
19000020,864,447
19000030,1426,485
19000040,1359,825
19000050,1539,0
19000060,171,468
19000070,1010,738
19000080,325,879
19000090,760,802
19000100,315,845
19000110,1089,815
19000120,1266,363
19000130,22,359
19000140,876,946
19000150,1482,449
19000160,1673,17
19000170,925,72
19000180,1868,205
19000190,1554,741
19000200,1174,427
19000210,1502,652
19000220,1090,709
19000230,1996,177
19000240,1263,73
19000250,1986,348
19000260,308,384
19000270,679,523
19000280,1913,950
19000290,1413,612
19000300,1901,240
19000310,653,294
19000320,1105,277
19000330,1933,415
19000340,634,808
19000350,409,814
19000360,1966,584
19000370,392,491
19000380,1986,181
19000390,93,333
19000400,694,330
19000410,1827,428
19000420,153,757
19000430,1804,566
19000440,113,49
19000450,1628,75
19000460,1594,265
19000470,1974,614
19000480,147,269
19000490,258,22
19000500,114,592
19000510,653,931
19000520,249,298
19000530,1837,328
19000540,620,492
19000550,200,551
19000560,1530,165
19000570,1547,490
19000580,603,695
19000590,152,707
19000600,1598,186
19000610,1301,193
19000620,1178,247
19000630,177,269
19000640,1259,932
19000650,1104,364
19000660,1998,52
19000670,1303,944
19000680,927,523
19000690,1987,700
19000700,1640,371
19000710,1491,417
19000720,491,680
19000730,522,603
19000740,1188,242
19000750,520,486
19000760,1615,938
19000770,190,833
19000780,642,33
19000790,319,518
19000800,646,772
19000810,1413,965
19000820,1930,907
19000830,1872,144
19000840,1547,177
19000850,1085,396
19000860,1534,431
19000870,1969,338
19000880,470,961
19000890,774,6
19000900,1761,650
19000910,833,34
19000920,1534,937
19000930,1350,452
19000940,546,427
19000950,927,244
19000960,987,506
19000970,1890,653
19000980,1699,729
19000990,1544,595
19001000,833,572
19001010,743,26
19001020,460,951
19001030,1256,181
19001040,1837,193
19001050,1385,305
19001060,851,427
19001070,1220,747
19001080,451,579
19001090,846,531
19001100,1875,153
19001110,1658,408
19001120,1298,820
19001130,72,256
19001140,267,926
19001150,998,923
19001160,598,636
19001170,1075,383
19001180,468,763
19001190,874,267
19001200,1445,615
19001210,766,950
19001220,990,617
19001230,371,252
19001240,353,557
19001250,1324,159
19001260,375,571
19001270,322,48
19001280,1897,289
19001290,978,931
19001300,187,49
19001310,275,164
19001320,796,816
19001330,689,652
19001340,54,413
19001350,1969,239
19001360,461,944
19001370,925,49
19001380,1368,272
19001390,1245,822
19001400,1162,86
19001410,783,751
19001420,562,726
19001430,312,875
19001440,125,412
19001450,583,963
19001460,1411,498
19001470,1179,432
19001480,589,601
19001490,508,757
19001500,554,991
19001510,894,56
19001520,992,515
19001530,984,963
19001540,56,17
19001550,710,809
19001560,178,342
19001570,765,344
19001580,112,792
19001590,1186,473
19001600,304,475
19001610,625,768
19001620,178,770
19001630,1123,554
19001640,953,431
19001650,1092,77
19001660,89,28
19001670,408,433
19001680,873,300
19001690,1287,324
19001700,1625,581
19001710,1157,961
19001720,1883,367
19001730,1720,271
19001740,1544,944
19001750,1597,454
19001760,134,571
19001770,654,845
19001780,546,668
19001790,445,384
19001800,806,185
19001810,1421,199
19001820,525,174
19001830,732,457
19001840,516,619
19001850,328,421
19001860,543,388
19001870,1506,662
19001880,501,454
19001890,772,519
19001900,1288,915
19001910,1376,370
19001920,1902,779
19001930,1042,5
19001940,1478,42
19001950,1179,367
19001960,602,588
