value,page,position
2100000,10,174
2100010,698,170
2100020,1306,791
2100030,719,11
2100040,978,125
2100050,1789,581
2100060,551,512
2100070,257,256
2100080,1222,665
2100090,745,699
2100100,1710,811
2100110,1148,798
2100120,231,186
2100130,1859,987
2100140,969,296
2100150,1437,711
2100160,1126,394
2100170,1220,946
2100180,1782,76
2100190,746,618
2100200,620,555
2100210,1809,479
2100220,1890,600
2100230,1523,813
2100240,761,319
2100250,58,924
2100260,624,319
2100270,483,395
2100280,1645,149
2100290,728,626
2100300,1197,650
2100310,1798,967
2100320,1571,833
2100330,1884,311
2100340,240,554
2100350,1078,260
2100360,151,360
2100370,970,515
2100380,907,278
2100390,866,390
2100400,1316,907
2100410,355,974
2100420,1798,192
2100430,1937,408
2100440,1680,772
2100450,1363,430
2100460,939,314
2100470,1783,896
2100480,496,626
2100490,46,199
2100500,1080,523
2100510,1511,443
2100520,1282,853
2100530,550,350
2100540,277,713
2100550,414,152
2100560,638,705
2100570,691,517
2100580,464,459
2100590,1813,776
2100600,914,522
2100610,350,307
2100620,1180,601
2100630,152,303
2100640,329,381
2100650,407,991
2100660,1925,774
2100670,180,237
2100680,1764,580
2100690,1766,383
2100700,1191,228
2100710,1582,189
2100720,813,846
2100730,954,68
2100740,1831,573
2100750,619,717
2100760,1898,225
2100770,1039,809
2100780,480,594
2100790,630,974
2100800,255,974
2100810,1494,393
2100820,1582,703
2100830,1868,748
2100840,901,531
2100850,1560,330
2100860,1228,171
2100870,1538,466
2100880,1717,364
2100890,1758,861
2100900,1005,669
2100910,971,897
2100920,1993,506
2100930,1135,859
2100940,1031,489
2100950,1947,103
2100960,1944,793
2100970,1979,781
2100980,1645,499
2100990,1790,339
2101000,1689,735
2101010,1475,625
2101020,1196,657
2101030,747,942
2101040,19,820
2101050,1756,198
2101060,1800,407
2101070,5,10
2101080,1222,411
2101090,772,968
2101100,1312,101
2101110,670,943
2101120,699,793
2101130,1885,878
2101140,1741,66
2101150,1335,897
2101160,731,738
2101170,1163,411
2101180,1068,526
2101190,1399,595
2101200,1954,366
2101210,819,904
2101220,1913,265
2101230,91,926
2101240,1478,387
2101250,1225,857
2101260,55,6
2101270,1325,646
2101280,1406,197
2101290,431,845
2101300,321,746
2101310,1006,295
2101320,904,502
2101330,20,987
2101340,221,260
2101350,289,993
2101360,1009,237
2101370,736,506
2101380,1855,997
2101390,749,328
2101400,1922,800
2101410,1651,661
2101420,1577,424
2101430,816,349
2101440,1875,356
2101450,658,546
2101460,340,318
2101470,197,320
2101480,61,699
2101490,1200,77
2101500,1747,405
2101510,432,695
2101520,570,129
2101530,174,355
2101540,97,442
2101550,1973,906
2101560,1486,505
2101570,300,706
2101580,286,539
2101590,1805,695
2101600,1608,599
2101610,217,660
2101620,1121,583
2101630,748,978
2101640,899,329
2101650,1520,507
2101660,994,214
2101670,246,191
2101680,1293,354
2101690,1764,506
2101700,349,742
2101710,169,996
2101720,72,356
2101730,1588,738
2101740,792,202
2101750,1522,114
2101760,870,8
2101770,1429,868
2101780,1270,702
2101790,769,142
2101800,56,741
2101810,869,843
2101820,924,886
2101830,1301,282
2101840,216,946
2101850,260,681
2101860,436,397
2101870,232,230
2101880,739,727
2101890,1001,86
2101900,1919,49
2101910,743,994
2101920,1077,375
2101930,1333,460
2101940,567,778
2101950,111,944
2101960,782,715
2101970,1732,178
2101980,1129,738
2101990,247,741
2102000,276,785
2102010,354,148
2102020,411,231
2102030,1933,645
2102040,465,163
2102050,76,869
2102060,1421,721
2102070,878,350
2102080,924,911
2102090,318,676
2102100,582,231
2102110,205,697
2102120,846,365
2102130,2,114
2102140,534,146
2102150,425,527
2102160,1285,42
2102170,119,292
2102180,1723,991
2102190,1298,154
2102200,804,166
2102210,702,578
2102220,1987,922
2102230,401,698
2102240,544,291
2102250,49,7
2102260,672,786
2102270,777,329
2102280,947,894
2102290,1664,179
2102300,1152,977
2102310,85,922
2102320,877,350
2102330,1028,565
2102340,1641,123
2102350,1346,997
2102360,1521,534
2102370,1390,291
2102380,1817,924
2102390,487,101
2102400,398,691
2102410,968,94
2102420,851,765
2102430,1549,770
2102440,1864,913
2102450,1359,558
2102460,1093,167
2102470,1673,67
2102480,695,255
2102490,942,447
2102500,1907,830
2102510,841,496
2102520,1213,602
2102530,230,272
2102540,1031,479
2102550,1331,431
2102560,1691,648
2102570,40,151
2102580,1731,509
2102590,227,603
2102600,1295,75
2102610,1148,659
2102620,835,895
2102630,1014,946
2102640,641,799
2102650,1322,153
2102660,1758,968
2102670,846,276
2102680,1151,182
2102690,1144,41
2102700,1879,388
2102710,1771,490
2102720,1377,41
2102730,184,940
2102740,273,80
2102750,539,800
2102760,508,737
2102770,56,941
2102780,1916,330
2102790,243,979
2102800,547,491
2102810,423,707
2102820,25,648
2102830,97,580
2102840,295,267
2102850,60,253
2102860,935,915
2102870,956,220
2102880,592,341
2102890,254,871
2102900,1806,640
2102910,348,694
2102920,736,830
2102930,920,606
2102940,1206,797
2102950,1920,293
2102960,1085,661
2102970,1338,720
2102980,26,95
2102990,423,799
2103000,317,334
2103010,1412,795
2103020,987,976
2103030,871,367
2103040,107,207
2103050,182,872
2103060,311,835
2103070,1117,239
2103080,1207,601
2103090,1534,573
2103100,360,397
2103110,1295,971
2103120,365,554
2103130,1252,145
2103140,188,181
2103150,835,213
2103160,1056,645
2103170,946,330
2103180,1759,172
2103190,1919,956
2103200,1759,6
2103210,421,567
2103220,254,415
2103230,918,895
2103240,565,931
2103250,290,911
2103260,1989,39
2103270,1968,205
2103280,1140,92
2103290,1011,719
2103300,9,921
2103310,294,322
2103320,848,297
2103330,89,672
2103340,1028,742
2103350,1959,182
2103360,1006,185
2103370,1408,339
2103380,1710,998
2103390,820,955
2103400,1563,616
2103410,1691,984
2103420,622,103
2103430,1511,820
2103440,1647,196
2103450,1431,537
2103460,1563,850
2103470,316,355
2103480,1776,558
2103490,515,769
2103500,783,502
2103510,1004,18
2103520,953,656
2103530,1146,309
2103540,1711,452
2103550,1520,194
2103560,825,635
2103570,216,91
2103580,308,930
2103590,171,495
2103600,557,371
2103610,370,547
2103620,759,115
2103630,468,33
2103640,1822,552
2103650,1314,971
2103660,921,621
2103670,1898,719
2103680,171,348
2103690,272,202
2103700,342,837
2103710,770,676
2103720,598,822
2103730,269,826
2103740,1519,486
2103750,1145,967
2103760,1634,392
2103770,510,886
2103780,493,524
2103790,206,145
2103800,351,510
2103810,518,897
2103820,1529,282
2103830,436,387
2103840,230,853
2103850,131,379
2103860,1453,639
2103870,335,227
2103880,1818,168
2103890,569,559
2103900,39,106
2103910,349,672
2103920,1944,522
2103930,104,210
2103940,1536,868
2103950,543,588
2103960,376,644
2103970,997,29
2103980,1333,395
2103990,1572,783
2104000,1116,255
2104010,729,327
2104020,1640,555
2104030,15,369
2104040,1812,854
2104050,294,720
2104060,570,772
2104070,1302,413
2104080,245,45
2104090,777,110
2104100,185,625
2104110,1654,258
2104120,150,270
2104130,508,918
2104140,86,797
2104150,601,595
2104160,1297,472
2104170,434,548
2104180,1111,426
2104190,1445,706
2104200,1747,839
2104210,746,720
2104220,6,919
2104230,456,405
2104240,1241,606
2104250,1864,417
2104260,1370,628
2104270,290,826
2104280,1082,44
2104290,1120,42
2104300,1123,140
2104310,1952,24
2104320,1955,648
2104330,1585,681
2104340,158,12
2104350,1320,115
2104360,523,221
2104370,1704,947
2104380,1472,399
2104390,1791,352
2104400,211,559
2104410,911,207
2104420,1180,186
2104430,446,793
2104440,807,819
2104450,1945,823
2104460,1112,414
2104470,1743,189
2104480,560,151
2104490,319,558
2104500,123,54
2104510,1249,896
2104520,1723,232
2104530,513,323
2104540,1138,795
2104550,1367,851
2104560,1862,252
2104570,1294,590
2104580,62,76
2104590,1899,116
2104600,1456,811
2104610,224,314
2104620,1787,987
2104630,1127,253
2104640,1998,918
2104650,453,541
