value,page,position
12300000,48,85
12300010,1513,540
12300020,962,993
12300030,1096,153
12300040,22,709
12300050,1657,714
12300060,1407,532
12300070,1918,680
12300080,1123,926
12300090,235,223
12300100,192,215
12300110,1133,75
12300120,296,603
12300130,1395,10
12300140,719,866
12300150,723,257
12300160,1140,494
12300170,710,629
12300180,898,566
12300190,1610,350
12300200,1921,497
12300210,1934,697
12300220,1557,764
12300230,304,667
12300240,1171,615
12300250,1842,160
12300260,1846,325
12300270,424,654
12300280,1153,864
12300290,337,587
12300300,1210,278
12300310,707,955
12300320,1275,379
12300330,1589,666
12300340,729,475
12300350,290,75
12300360,1577,335
12300370,806,733
12300380,1351,128
12300390,1733,619
12300400,24,413
12300410,643,772
12300420,1395,830
12300430,956,422
12300440,1442,312
12300450,1328,815
12300460,1237,462
12300470,1924,196
12300480,520,381
12300490,220,788
12300500,1202,824
12300510,951,896
12300520,286,695
12300530,159,837
12300540,501,473
12300550,873,972
12300560,842,160
12300570,741,411
12300580,644,117
12300590,938,548
12300600,1457,26
12300610,1769,822
12300620,550,970
12300630,1539,146
12300640,122,715
12300650,577,121
12300660,1034,763
12300670,489,381
12300680,1468,183
12300690,286,785
12300700,762,567
12300710,1634,493
12300720,1043,704
12300730,490,580
12300740,63,220
12300750,678,911
12300760,1732,7
12300770,367,724
12300780,1529,733
12300790,1376,304
12300800,621,60
12300810,823,843
12300820,1232,53
12300830,1426,958
12300840,1521,531
12300850,1039,466
12300860,1222,952
12300870,1260,322
12300880,1026,764
12300890,99,479
12300900,198,764
12300910,1201,387
12300920,260,661
12300930,1936,368
12300940,1970,912
12300950,530,180
12300960,424,699
12300970,800,197
12300980,1606,265
12300990,1193,223
12301000,426,701
12301010,1123,895
12301020,6,160
12301030,824,576
12301040,435,815
12301050,1068,569
12301060,63,562
12301070,159,353
12301080,1187,919
12301090,1694,986
12301100,814,140
12301110,954,861
12301120,1279,134
12301130,320,176
12301140,1499,244
12301150,1652,168
12301160,54,930
12301170,552,497
12301180,1758,501
12301190,1414,420
12301200,1590,815
12301210,1082,540
12301220,1578,454
12301230,1336,660
12301240,871,909
12301250,1487,579
12301260,1198,85
12301270,1259,848
12301280,1324,782
12301290,1149,823
12301300,1057,33
12301310,894,757
12301320,844,409
12301330,926,903
12301340,1157,239
12301350,1725,427
12301360,731,265
12301370,1528,956
12301380,983,838
12301390,471,549
12301400,895,175
12301410,307,55
12301420,380,516
12301430,853,511
12301440,1734,752
12301450,619,379
12301460,595,545
12301470,737,863
12301480,1797,77
12301490,1626,199
12301500,1990,883
12301510,1883,255
12301520,725,194
12301530,1250,235
12301540,910,913
12301550,941,76
12301560,1905,513
12301570,807,495
12301580,695,4
12301590,1830,752
12301600,1225,80
12301610,784,146
12301620,1138,141
12301630,1943,258
12301640,1758,169
12301650,978,206
12301660,117,375
12301670,1813,29
12301680,807,373
12301690,1159,28
12301700,654,220
12301710,833,276
12301720,911,82
12301730,1417,791
12301740,1480,185
12301750,1965,96
12301760,459,992
12301770,1948,291
12301780,1307,576
12301790,1418,503
12301800,1322,786
12301810,7,106
12301820,1818,74
12301830,935,55
12301840,941,985
12301850,1888,53
12301860,960,187
12301870,1122,447
12301880,382,521
12301890,317,30
12301900,1611,204
12301910,1628,679
12301920,1407,88
12301930,1386,815
12301940,111,549
12301950,168,869
12301960,1887,480
12301970,1040,138
12301980,311,310
12301990,1181,978
12302000,222,475
12302010,820,685
12302020,1931,185
12302030,473,405
12302040,1918,961
12302050,1922,754
12302060,740,118
12302070,1939,236
12302080,107,157
12302090,91,744
12302100,1852,935
12302110,28,319
12302120,555,598
12302130,1798,27
12302140,1479,34
12302150,1828,651
12302160,1689,298
12302170,1073,341
12302180,1221,530
12302190,1853,153
12302200,1171,562
12302210,1014,102
12302220,772,497
12302230,1161,101
12302240,836,156
12302250,1402,137
12302260,61,498
12302270,591,114
12302280,1710,192
12302290,248,649
12302300,1642,292
12302310,96,32
12302320,793,688
12302330,124,946
12302340,1190,814
12302350,247,612
12302360,1331,754
12302370,197,228
12302380,497,840
12302390,1149,698
12302400,1913,981
12302410,1459,427
12302420,1126,680
12302430,672,514
12302440,552,68
12302450,461,614
12302460,1289,176
12302470,1778,280
12302480,994,478
12302490,131,450
12302500,1031,462
12302510,38,297
12302520,995,311
12302530,1274,519
12302540,1335,884
12302550,428,967
12302560,829,438
12302570,1420,866
12302580,1808,289
12302590,1530,550
12302600,1436,820
12302610,127,21
12302620,404,773
12302630,871,445
12302640,694,205
12302650,178,264
12302660,900,55
12302670,115,145
12302680,1944,674
12302690,1961,881
12302700,475,546
12302710,1130,271
12302720,675,421
12302730,1510,727
12302740,851,679
12302750,730,62
12302760,116,460
12302770,904,853
12302780,1973,212
12302790,1648,196
12302800,1885,682
12302810,1245,586
12302820,662,448
12302830,644,234
12302840,286,880
12302850,741,460
12302860,1176,312
12302870,786,0
12302880,1655,554
12302890,453,861
12302900,1818,995
12302910,1302,647
12302920,1228,381
12302930,1299,677
12302940,750,48
12302950,201,637
12302960,1200,918
12302970,458,463
12302980,1932,767
12302990,671,835
12303000,1519,88
12303010,919,151
12303020,1345,216
12303030,1855,104
12303040,52,512
12303050,1852,30
12303060,1386,78
12303070,1199,482
12303080,1460,725
12303090,1511,586
12303100,1928,668
12303110,237,193
12303120,624,39
12303130,1218,855
12303140,1904,40
12303150,1889,756
12303160,587,3
12303170,231,465
12303180,1711,751
12303190,588,534
12303200,864,247
12303210,506,391
12303220,186,798
12303230,1324,888
12303240,1793,876
12303250,482,426
12303260,967,47
12303270,420,520
12303280,1141,925
12303290,467,236
12303300,1140,993
12303310,1725,912
12303320,319,315
12303330,1250,39
12303340,119,950
12303350,81,983
12303360,1807,136
12303370,429,998
12303380,1048,873
12303390,472,578
12303400,228,556
12303410,438,727
12303420,1815,707
12303430,684,573
12303440,206,730
12303450,536,713
12303460,1096,516
12303470,1451,301
12303480,202,879
12303490,62,213
12303500,1271,597
12303510,872,402
12303520,417,860
12303530,1603,983
12303540,1970,150
12303550,857,33
12303560,1813,97
12303570,1435,974
12303580,403,480
12303590,1788,268
12303600,195,20
12303610,174,134
12303620,115,687
12303630,1560,550
12303640,287,925
12303650,1759,206
12303660,988,838
12303670,1123,971
12303680,57,321
12303690,715,687
12303700,27,290
12303710,1694,0
12303720,1440,847
12303730,391,886
12303740,1005,282
12303750,369,883
12303760,242,589
12303770,972,132
12303780,901,237
12303790,1427,203
12303800,1245,802
12303810,1261,591
12303820,244,602
12303830,262,674
12303840,148,266
12303850,802,863
12303860,914,328
12303870,1605,451
12303880,396,498
12303890,1915,447
12303900,1495,520
12303910,1283,996
12303920,1516,607
12303930,1092,599
12303940,829,378
12303950,1024,248
12303960,1956,430
12303970,277,449
12303980,878,111
12303990,1699,49
12304000,1244,676
12304010,123,327
12304020,197,316
12304030,287,767
12304040,427,760
12304050,1862,891
12304060,693,994
12304070,1441,327
12304080,1675,923
12304090,1490,557
12304100,1200,376
12304110,1432,583
12304120,1832,820
12304130,1861,542
12304140,1210,68
12304150,1323,753
12304160,420,684
12304170,1708,876
12304180,538,358
12304190,1336,626
12304200,457,747
12304210,1435,753
12304220,881,487
12304230,378,199
12304240,1003,12
12304250,1470,392
12304260,1984,898
12304270,146,417
12304280,1799,29
12304290,213,27
12304300,1005,742
12304310,1841,927
12304320,207,897
12304330,1002,327
12304340,1177,949
12304350,258,111
12304360,1090,284
12304370,280,402
12304380,153,838
12304390,1645,102
12304400,4,487
12304410,984,964
12304420,1327,245
12304430,47,374
12304440,38,294
12304450,1434,673
12304460,176,278
12304470,220,929
12304480,353,975
12304490,863,71
12304500,1679,362
12304510,91,732
12304520,1098,725
12304530,1107,306
12304540,433,166
12304550,164,373
12304560,1242,750
12304570,1203,374
12304580,33,834
12304590,965,519
12304600,47,750
12304610,1582,387
12304620,973,681
12304630,352,367
12304640,1615,853
12304650,1575,898
12304660,1347,450
12304670,679,30
12304680,448,666
12304690,1750,981
12304700,576,246
12304710,250,515
12304720,1356,487
12304730,750,796
12304740,1251,48
12304750,306,693
12304760,189,375
12304770,1212,349
12304780,682,196
12304790,281,777
12304800,787,287
12304810,282,784
12304820,856,709
12304830,485,481
12304840,441,538
12304850,599,831
12304860,1930,958
12304870,219,733
12304880,1140,262
12304890,493,744
12304900,736,10
12304910,1108,367
12304920,1011,987
12304930,1368,287
12304940,1510,673
12304950,1611,125
12304960,1751,731
12304970,404,250
12304980,1323,418
12304990,1092,179
12305000,369,670
12305010,310,6
12305020,961,377
12305030,1183,272
12305040,1726,167
12305050,1266,922
12305060,1163,591
12305070,479,864
12305080,204,37
12305090,1975,499
12305100,1742,115
12305110,1065,76
12305120,246,4
12305130,1521,271
12305140,1859,248
12305150,177,229
12305160,1560,269
12305170,1676,991
12305180,579,569
12305190,421,697
12305200,1145,625
12305210,402,175
12305220,871,513
12305230,1588,772
12305240,396,117
12305250,315,196
12305260,1110,506
12305270,1601,917
12305280,718,578
12305290,153,362
12305300,25,683
12305310,1263,947
12305320,428,170
12305330,483,388
12305340,181,457
12305350,770,865
12305360,222,468
12305370,1178,744
12305380,362,412
12305390,1184,700
12305400,1180,448
12305410,715,26
12305420,1460,524
12305430,485,881
12305440,911,582
12305450,1664,865
12305460,1909,491
12305470,786,536
12305480,783,453
12305490,1675,844
12305500,1513,968
12305510,1926,581
12305520,1150,108
12305530,349,434
12305540,819,64
12305550,362,382
12305560,868,965
12305570,699,843
12305580,1932,526
12305590,167,896
12305600,34,750
12305610,502,260
12305620,499,858
12305630,867,726
12305640,1076,561
12305650,1978,155
12305660,33,66
12305670,1176,136
12305680,363,325
12305690,1585,911
12305700,54,172
12305710,129,941
12305720,529,589
12305730,511,475
12305740,4,20
12305750,599,108
12305760,550,931
12305770,599,795
12305780,1425,418
12305790,1094,314
12305800,505,358
12305810,1052,601
12305820,1065,712
12305830,970,444
12305840,879,620
12305850,1197,719
12305860,1247,528
12305870,1355,415
12305880,1998,234
12305890,1712,118
12305900,1958,337
12305910,1381,151
12305920,1188,761
12305930,1095,445
12305940,1172,369
12305950,1585,869
12305960,1688,421
12305970,929,783
12305980,1658,677
12305990,144,498
12306000,832,119
12306010,453,549
12306020,1676,327
12306030,1041,418
12306040,1629,49
12306050,727,935
12306060,580,752
12306070,1094,364
12306080,985,861
12306090,749,933
12306100,1505,128
12306110,704,751
12306120,1374,653
12306130,441,385
12306140,349,29
12306150,1536,256
12306160,727,626
12306170,1125,595
12306180,1284,727
12306190,1219,303
12306200,1193,575
12306210,286,922
12306220,1692,828
12306230,494,176
12306240,599,827
12306250,1532,259
12306260,890,829
12306270,129,905
12306280,772,362
12306290,531,59
12306300,1158,284
12306310,1736,59
12306320,1817,704
12306330,128,880
12306340,791,982
12306350,735,51
12306360,290,275
12306370,1112,616
12306380,1575,642
12306390,558,71
12306400,385,692
12306410,1226,747
12306420,886,336
12306430,1607,585
12306440,627,887
12306450,521,361
12306460,1833,466
12306470,331,386
12306480,1770,611
12306490,420,664
12306500,1806,996
12306510,1933,733
12306520,570,778
12306530,1119,250
12306540,1422,744
12306550,1542,856
12306560,1345,838
12306570,1668,678
12306580,973,866
12306590,1637,670
12306600,264,350
12306610,828,545
12306620,1563,507
12306630,1014,577
12306640,270,606
12306650,1064,210
12306660,1112,827
12306670,1418,398
12306680,997,84
12306690,994,186
12306700,1364,712
12306710,541,568
12306720,213,617
