7023400, 4067550, 4493050, 584430, 53360, 197880, 157790,----------------------------------------------------------------------------------------------------
18596370, 7010640, 3633860, 1824250, 298440, 472710, 108720,----------------------------------------------------------------------------------------------------
14278750, 2258870, 2093160, 317800, 1131150, 275430, 225180,----------------------------------------------------------------------------------------------------
19960610, 3112970, 2474760, 704680, 51560, 542590, 207820,----------------------------------------------------------------------------------------------------
12646780, 5080990, 703330, 2208560, 273510, 47940, 222140,----------------------------------------------------------------------------------------------------
10267630, 4104530, 4754250, 2011900, 99640, 553140, 53210,----------------------------------------------------------------------------------------------------
19060470, 4079090, 1738080, 2093170, 312360, 412370, 213100,----------------------------------------------------------------------------------------------------
1154270, 7386250, 3166270, 1889360, 1171560, 187290, 107880,----------------------------------------------------------------------------------------------------
17236500, 677380, 4396640, 1466960, 1053890, 507130, 197130,----------------------------------------------------------------------------------------------------
2110, 7273750, 1461090, 1528810, 30330, 578010, 305830,----------------------------------------------------------------------------------------------------
8339130, 1555380, 4695470, 1842660, 1056940, 257010, 181160,----------------------------------------------------------------------------------------------------
11966660, 3722550, 4274480, 818740, 507540, 121350, 226970,----------------------------------------------------------------------------------------------------
14065990, 8287550, 2859210, 2138850, 910140, 499000, 281270,----------------------------------------------------------------------------------------------------
18539580, 1856500, 2339370, 2203980, 543170, 454140, 107830,----------------------------------------------------------------------------------------------------
10751750, 557290, 437170, 2351460, 682890, 102270, 299250,----------------------------------------------------------------------------------------------------
5753460, 1980020, 3057370, 2416810, 437970, 535020, 236350,----------------------------------------------------------------------------------------------------
5744160, 1287230, 2067730, 2303650, 590410, 441790, 27390,----------------------------------------------------------------------------------------------------
631970, 7049040, 3987550, 2420380, 769870, 274780, 298040,----------------------------------------------------------------------------------------------------
11807080, 5311060, 4168990, 1121090, 230910, 591040, 213730,----------------------------------------------------------------------------------------------------
11213570, 7816760, 1789400, 419690, 560970, 316880, 5340,----------------------------------------------------------------------------------------------------
15478370, 1851500, 3481880, 1852770, 1058210, 622480, 35570,----------------------------------------------------------------------------------------------------
17613870, 268050, 4348060, 140140, 504980, 518290, 33020,----------------------------------------------------------------------------------------------------
11707260, 4431700, 2236000, 525180, 1161200, 594900, 28860,----------------------------------------------------------------------------------------------------
9821690, 8850640, 3680860, 2211970, 151080, 441750, 27990,----------------------------------------------------------------------------------------------------
