13737460, 1007660, 70130, 2087930, 693220, 83670, 53710,----------------------------------------------------------------------------------------------------
12633760, 4224130, 3414910, 606380, 54750, 407420, 231100,----------------------------------------------------------------------------------------------------
14634460, 6165200, 3534250, 510960, 536040, 303360, 88860,----------------------------------------------------------------------------------------------------
9476750, 8303480, 3173740, 1826070, 388500, 244350, 169190,----------------------------------------------------------------------------------------------------
6794760, 3107760, 695240, 1901110, 242460, 225810, 184430,----------------------------------------------------------------------------------------------------
441300, 3306200, 1746460, 1828280, 538420, 182960, 115180,----------------------------------------------------------------------------------------------------
4416600, 9640130, 3161350, 2339710, 841800, 458290, 126700,----------------------------------------------------------------------------------------------------
11529250, 6422510, 341780, 595330, 658630, 78810, 98800,----------------------------------------------------------------------------------------------------
8630350, 708900, 4877590, 2408910, 1149340, 565140, 155970,----------------------------------------------------------------------------------------------------
17582460, 7352760, 4170660, 206200, 600470, 168280, 186260,----------------------------------------------------------------------------------------------------
19699130, 7201490, 4087630, 700070, 682090, 63820, 93110,----------------------------------------------------------------------------------------------------
4167390, 9085720, 1327540, 1980620, 522910, 405740, 173570,----------------------------------------------------------------------------------------------------
17092090, 4861840, 2150860, 1450370, 1101720, 542580, 57910,----------------------------------------------------------------------------------------------------
10061410, 226350, 1601280, 1848380, 741480, 514390, 308930,----------------------------------------------------------------------------------------------------
15410440, 1499280, 4775270, 886220, 1205270, 22610, 232120,----------------------------------------------------------------------------------------------------
16076950, 3704240, 273570, 2301410, 247570, 56120, 259420,----------------------------------------------------------------------------------------------------
206710, 5105340, 214880, 2077720, 662730, 33900, 105710,----------------------------------------------------------------------------------------------------
12247640, 2504250, 2601940, 199370, 1118800, 197160, 229200,----------------------------------------------------------------------------------------------------
16787380, 7654610, 3272920, 1000460, 1119730, 513080, 29540,----------------------------------------------------------------------------------------------------
353740, 5624280, 3335310, 1092930, 594440, 552370, 231110,----------------------------------------------------------------------------------------------------
16772570, 9140030, 1182010, 885420, 1227990, 596860, 72350,----------------------------------------------------------------------------------------------------
13944450, 3931260, 3676470, 684470, 94880, 364150, 100190,----------------------------------------------------------------------------------------------------
10281260, 421160, 3051600, 701260, 105690, 103080, 250690,----------------------------------------------------------------------------------------------------
14497150, 7824250, 1995160, 1724450, 1201640, 472130, 34540,----------------------------------------------------------------------------------------------------
4979740, 426110, 3997660, 2109990, 864550, 149560, 254310,----------------------------------------------------------------------------------------------------
3865760, 2649660, 2108660, 99820, 39430, 508180, 190810,----------------------------------------------------------------------------------------------------
11508910, 8706880, 792300, 2076430, 498520, 176190, 4010,----------------------------------------------------------------------------------------------------
19065740, 2213110, 3037830, 764910, 407190, 570980, 130990,----------------------------------------------------------------------------------------------------
17778600, 4524950, 4798710, 1406420, 499490, 380520, 55170,----------------------------------------------------------------------------------------------------
2469060, 4464370, 3036070, 2299560, 806330, 12910, 30690,----------------------------------------------------------------------------------------------------
17965870, 1886860, 2495940, 2257250, 367510, 589030, 68880,----------------------------------------------------------------------------------------------------
1955200, 856370, 3260100, 988940, 1188460, 608610, 172370,----------------------------------------------------------------------------------------------------
11932250, 8048940, 2911410, 1865360, 907500, 890, 293720,----------------------------------------------------------------------------------------------------
9021730, 1222270, 1682710, 747630, 574620, 126170, 281900,----------------------------------------------------------------------------------------------------
9099290, 3102880, 1823400, 199080, 300040, 575100, 22220,----------------------------------------------------------------------------------------------------
2033500, 412680, 1103320, 286520, 644580, 622140, 155640,----------------------------------------------------------------------------------------------------
7878390, 6036130, 4331850, 1761450, 1223370, 452970, 118630,----------------------------------------------------------------------------------------------------
16674820, 1062220, 1912710, 1646230, 84220, 258820, 306180,----------------------------------------------------------------------------------------------------
14561300, 2457590, 628640, 1711830, 684830, 274810, 251330,----------------------------------------------------------------------------------------------------
13041180, 7622510, 236950, 2378510, 69840, 394720, 292570,----------------------------------------------------------------------------------------------------
14352500, 3151170, 433680, 1863690, 607710, 33410, 155830,----------------------------------------------------------------------------------------------------
56010, 6679440, 4804560, 1705090, 601350, 416440, 188930,----------------------------------------------------------------------------------------------------
15077370, 7657550, 4374050, 1106510, 375290, 487300, 94590,----------------------------------------------------------------------------------------------------
19715460, 1526160, 3313970, 1238870, 866920, 62560, 217260,----------------------------------------------------------------------------------------------------
2477090, 3239700, 572070, 261310, 964510, 237260, 75860,----------------------------------------------------------------------------------------------------
12895560, 8429820, 1516250, 1543290, 913770, 612950, 81630,----------------------------------------------------------------------------------------------------
3247950, 8414110, 2879060, 2023270, 1021180, 154380, 98730,----------------------------------------------------------------------------------------------------
14409310, 6883720, 1214550, 796070, 20370, 410550, 72220,----------------------------------------------------------------------------------------------------
4011440, 9526500, 4894530, 189150, 349490, 256080, 36870,----------------------------------------------------------------------------------------------------
6365610, 357890, 351220, 162180, 473010, 77940, 5480,----------------------------------------------------------------------------------------------------
5470690, 6593690, 3931530, 529820, 741760, 131240, 146460,----------------------------------------------------------------------------------------------------
7662950, 7848710, 3422950, 1804980, 57880, 427840, 25940,----------------------------------------------------------------------------------------------------
19480570, 4709050, 4016830, 1165210, 864140, 163390, 53810,----------------------------------------------------------------------------------------------------
8673620, 5165650, 462270, 2327960, 999730, 483200, 56140,----------------------------------------------------------------------------------------------------
12542140, 161870, 1707830, 414240, 111960, 404580, 64140,----------------------------------------------------------------------------------------------------
15176960, 9871690, 4133070, 1033460, 338290, 284200, 20490,----------------------------------------------------------------------------------------------------
18509880, 1421010, 114940, 266130, 1129990, 523870, 149920,----------------------------------------------------------------------------------------------------
13380790, 5028470, 3890700, 242880, 1101460, 122690, 82710,----------------------------------------------------------------------------------------------------
4719210, 6324980, 2801580, 1762100, 884060, 383700, 148600,----------------------------------------------------------------------------------------------------
8828670, 7474050, 587330, 754720, 549050, 249870, 180310,----------------------------------------------------------------------------------------------------
6027530, 2467070, 1734760, 2246570, 905350, 223200, 205040,----------------------------------------------------------------------------------------------------
12437980, 5721620, 2803570, 949250, 987800, 283790, 250180,----------------------------------------------------------------------------------------------------
7667210, 1419450, 4103920, 645720, 1247840, 338510, 277920,----------------------------------------------------------------------------------------------------
13798340, 7647780, 1200770, 2102450, 843290, 578570, 238990,----------------------------------------------------------------------------------------------------
12181120, 7410480, 3703940, 254780, 398580, 433320, 312380,----------------------------------------------------------------------------------------------------
11403400, 4785070, 3503520, 2169030, 654140, 110310, 4630,----------------------------------------------------------------------------------------------------
6500240, 2901320, 1803260, 1043490, 786600, 148210, 48970,----------------------------------------------------------------------------------------------------
17341120, 1078970, 1833890, 1873040, 474250, 50640, 73160,----------------------------------------------------------------------------------------------------
3580280, 146290, 2054820, 1931160, 815450, 146960, 163390,----------------------------------------------------------------------------------------------------
11264790, 9748990, 599870, 285990, 720900, 143950, 220990,----------------------------------------------------------------------------------------------------
3521160, 9601930, 1717830, 687780, 292160, 476660, 195090,----------------------------------------------------------------------------------------------------
18048430, 8409360, 4181090, 1527500, 1174580, 173940, 2690,----------------------------------------------------------------------------------------------------
2771070, 3315310, 1787290, 785730, 1108770, 409450, 309940,----------------------------------------------------------------------------------------------------
8619060, 532460, 4870830, 739240, 1142250, 16340, 259200,----------------------------------------------------------------------------------------------------
9742680, 2062720, 1866020, 874780, 1075920, 19720, 172800,----------------------------------------------------------------------------------------------------
19575440, 9986830, 1968230, 2240500, 1089350, 376070, 58170,----------------------------------------------------------------------------------------------------
8502120, 688860, 586680, 1083910, 666980, 326320, 38600,----------------------------------------------------------------------------------------------------
10478070, 4070720, 2943130, 232470, 1182890, 303890, 67460,----------------------------------------------------------------------------------------------------
3402950, 2773390, 3023720, 553420, 7900, 450230, 37480,----------------------------------------------------------------------------------------------------
19326940, 1780300, 53090, 2111770, 1060390, 540080, 71470,----------------------------------------------------------------------------------------------------
11405480, 6768490, 973780, 2390750, 687480, 125520, 248020,----------------------------------------------------------------------------------------------------
13542570, 9841960, 1099520, 1126900, 384230, 304630, 289400,----------------------------------------------------------------------------------------------------
11488730, 5292780, 1573860, 1876980, 644060, 428620, 130980,----------------------------------------------------------------------------------------------------
3693700, 2648050, 3595330, 1372540, 810440, 43290, 202940,----------------------------------------------------------------------------------------------------
6586910, 4975690, 143420, 1073660, 813420, 165620, 176430,----------------------------------------------------------------------------------------------------
13608700, 6065700, 2694370, 2177970, 673880, 252330, 172490,----------------------------------------------------------------------------------------------------
8271970, 1342490, 24560, 1186860, 146480, 100260, 22440,----------------------------------------------------------------------------------------------------
11281100, 5089150, 4315250, 346780, 1154760, 373530, 238820,----------------------------------------------------------------------------------------------------
6157250, 2252420, 3897990, 1547420, 538300, 44430, 140030,----------------------------------------------------------------------------------------------------
12793890, 4569040, 185470, 268920, 788140, 126040, 6060,----------------------------------------------------------------------------------------------------
10611800, 5776070, 1119170, 959790, 676240, 493170, 192050,----------------------------------------------------------------------------------------------------
6599940, 2942300, 4825100, 723860, 607120, 345020, 280650,----------------------------------------------------------------------------------------------------
11686280, 4995300, 3280960, 41460, 896880, 425320, 36580,----------------------------------------------------------------------------------------------------
670240, 1177320, 1264340, 1975760, 170220, 624990, 157090,----------------------------------------------------------------------------------------------------
7507900, 33890, 560930, 602400, 267250, 371800, 83720,----------------------------------------------------------------------------------------------------
12663820, 2013610, 1152510, 2309110, 86610, 237360, 90780,----------------------------------------------------------------------------------------------------
16081310, 5243460, 4611680, 2312860, 896390, 391830, 180910,----------------------------------------------------------------------------------------------------
4762040, 6740330, 4951330, 892550, 637750, 484420, 29120,----------------------------------------------------------------------------------------------------
6738960, 9975310, 952710, 476330, 31190, 338580, 168930,----------------------------------------------------------------------------------------------------
1287820, 5090870, 2649430, 1128040, 1149700, 431020, 125100,----------------------------------------------------------------------------------------------------
11113040, 3370700, 4900220, 1789850, 227600, 452110, 94710,----------------------------------------------------------------------------------------------------
6952750, 3544560, 4821370, 883760, 1102070, 118500, 103600,----------------------------------------------------------------------------------------------------
14552850, 43800, 4875050, 100040, 1072450, 504490, 1040,----------------------------------------------------------------------------------------------------
1248440, 1534670, 2646250, 630500, 254940, 40440, 235530,----------------------------------------------------------------------------------------------------
16213890, 2278020, 884130, 986380, 372480, 234820, 200840,----------------------------------------------------------------------------------------------------
4296370, 2705530, 496260, 1621370, 596250, 41480, 289770,----------------------------------------------------------------------------------------------------
10774120, 5224720, 4819120, 313570, 418570, 249560, 88810,----------------------------------------------------------------------------------------------------
2914680, 3196900, 2242510, 704560, 359540, 159120, 184790,----------------------------------------------------------------------------------------------------
7468490, 6841350, 4788710, 127510, 44140, 540000, 101550,----------------------------------------------------------------------------------------------------
9801260, 4718780, 3131950, 1169920, 554450, 459490, 40680,----------------------------------------------------------------------------------------------------
2009130, 9140820, 2815070, 1788790, 90870, 371770, 51120,----------------------------------------------------------------------------------------------------
10655380, 4602020, 4892950, 623170, 257110, 461960, 40330,----------------------------------------------------------------------------------------------------
2771630, 9123560, 855240, 1604590, 658490, 94620, 168820,----------------------------------------------------------------------------------------------------
9271650, 6409610, 1905040, 17950, 660350, 586880, 226940,----------------------------------------------------------------------------------------------------
18664060, 7442310, 2691830, 231050, 755050, 152360, 254390,----------------------------------------------------------------------------------------------------
