19964930, 527370, 64060, 1600310, 1089400, 623660, 30150,----------------------------------------------------------------------------------------------------
10147270, 6780620, 4851110, 125030, 50700, 402660, 100030,----------------------------------------------------------------------------------------------------
11581010, 16060, 1205700, 1522580, 568500, 449850, 287400,----------------------------------------------------------------------------------------------------
18599530, 835780, 3144540, 2124070, 748630, 79080, 24290,----------------------------------------------------------------------------------------------------
7777940, 258540, 881150, 1207300, 445640, 285700, 128320,----------------------------------------------------------------------------------------------------
7641710, 4770510, 113290, 1970180, 918990, 184640, 30700,----------------------------------------------------------------------------------------------------
6895870, 4976330, 3693710, 723240, 1019850, 311530, 234850,----------------------------------------------------------------------------------------------------
16917690, 5011900, 3646760, 1557270, 726020, 516940, 279630,----------------------------------------------------------------------------------------------------
16800040, 69620, 734000, 123140, 152210, 315720, 290550,----------------------------------------------------------------------------------------------------
7943640, 6850130, 638820, 448730, 472630, 258840, 183340,----------------------------------------------------------------------------------------------------
955760, 3795250, 366660, 1948310, 135440, 218630, 2170,----------------------------------------------------------------------------------------------------
12576120, 870090, 4165490, 810210, 107470, 296940, 179350,----------------------------------------------------------------------------------------------------
8669790, 6532660, 4254210, 1537510, 969910, 520580, 185030,----------------------------------------------------------------------------------------------------
16448200, 1322960, 4088440, 836350, 120250, 605700, 140990,----------------------------------------------------------------------------------------------------
893060, 3743890, 996660, 773770, 454120, 22430, 180680,----------------------------------------------------------------------------------------------------
7125400, 9555680, 4638530, 1483440, 820170, 287300, 67220,----------------------------------------------------------------------------------------------------
14139640, 9603300, 702260, 270680, 871350, 509300, 46190,----------------------------------------------------------------------------------------------------
423330, 3146780, 4240370, 1721660, 274830, 218120, 296090,----------------------------------------------------------------------------------------------------
843390, 5217280, 2610890, 1501010, 884090, 40620, 310710,----------------------------------------------------------------------------------------------------
13933810, 1331650, 1685900, 265050, 596210, 295770, 125230,----------------------------------------------------------------------------------------------------
17004820, 132710, 2969410, 1969020, 187530, 458960, 308220,----------------------------------------------------------------------------------------------------
522930, 9470960, 258500, 424760, 682510, 41680, 272350,----------------------------------------------------------------------------------------------------
15269680, 9248350, 1354070, 1464250, 803840, 560180, 90650,----------------------------------------------------------------------------------------------------
11619510, 3156170, 1884380, 1406570, 1880, 143450, 143000,----------------------------------------------------------------------------------------------------
18867760, 4225210, 2003180, 392160, 393480, 488230, 98760,----------------------------------------------------------------------------------------------------
3721900, 5080610, 3692600, 1888620, 25040, 41960, 71470,----------------------------------------------------------------------------------------------------
17044230, 2705110, 3816110, 669850, 1015360, 194690, 42110,----------------------------------------------------------------------------------------------------
10676890, 536380, 1409890, 2321630, 617030, 136540, 53190,----------------------------------------------------------------------------------------------------
12321860, 4262740, 676990, 1073480, 1225880, 118420, 105360,----------------------------------------------------------------------------------------------------
19650610, 8953460, 3580550, 99200, 1060970, 592940, 294170,----------------------------------------------------------------------------------------------------
11432070, 150330, 3610720, 426300, 180950, 104770, 309520,----------------------------------------------------------------------------------------------------
12264330, 9441590, 4794810, 1458210, 13140, 391560, 265900,----------------------------------------------------------------------------------------------------
7764390, 3737540, 315480, 1695410, 660240, 243820, 255950,----------------------------------------------------------------------------------------------------
13764800, 4923820, 1426820, 1072060, 22400, 163210, 13050,----------------------------------------------------------------------------------------------------
3486510, 7587360, 4238260, 42570, 47420, 544360, 231520,----------------------------------------------------------------------------------------------------
6808170, 5313500, 4877180, 1030530, 121540, 518910, 244790,----------------------------------------------------------------------------------------------------
678780, 6730540, 4430570, 1377780, 186140, 485010, 67940,----------------------------------------------------------------------------------------------------
2497970, 5261350, 290070, 123970, 82410, 585030, 177610,----------------------------------------------------------------------------------------------------
7295010, 6592010, 763700, 2466570, 156720, 228480, 135550,----------------------------------------------------------------------------------------------------
17259610, 9562130, 3861880, 760010, 332360, 558740, 93940,----------------------------------------------------------------------------------------------------
16915650, 8283710, 1561120, 1012680, 312440, 566470, 8430,----------------------------------------------------------------------------------------------------
19356510, 7193650, 2087520, 2114840, 1035780, 74590, 22600,----------------------------------------------------------------------------------------------------
3709110, 9943710, 4635250, 513060, 894090, 534910, 248380,----------------------------------------------------------------------------------------------------
458490, 1352380, 3157990, 1022990, 588550, 14740, 20970,----------------------------------------------------------------------------------------------------
10726650, 1107560, 4464960, 2490430, 373170, 300030, 111250,----------------------------------------------------------------------------------------------------
11857070, 2642050, 2299420, 1845720, 663280, 217560, 153940,----------------------------------------------------------------------------------------------------
11653780, 1671810, 972280, 19310, 791990, 447200, 213480,----------------------------------------------------------------------------------------------------
15172380, 5745770, 393930, 688910, 169540, 209530, 270380,----------------------------------------------------------------------------------------------------
16426640, 190840, 3706890, 79910, 1117260, 543990, 101430,----------------------------------------------------------------------------------------------------
9598850, 7551010, 3248570, 2209700, 743540, 214050, 257160,----------------------------------------------------------------------------------------------------
6596590, 8358650, 1021000, 2026950, 246560, 429830, 85420,----------------------------------------------------------------------------------------------------
15547890, 6689950, 537260, 39260, 772420, 208760, 116410,----------------------------------------------------------------------------------------------------
10186310, 7092800, 4010820, 204840, 765350, 12340, 114760,----------------------------------------------------------------------------------------------------
19025540, 6651750, 451480, 2313160, 15760, 615500, 296310,----------------------------------------------------------------------------------------------------
2629850, 725280, 2512320, 1919430, 104850, 79580, 44490,----------------------------------------------------------------------------------------------------
1301160, 6022380, 2806960, 756430, 417240, 428670, 305810,----------------------------------------------------------------------------------------------------
19553850, 6459110, 2856910, 440210, 403600, 199890, 164820,----------------------------------------------------------------------------------------------------
10163420, 8360720, 3318810, 787580, 1194250, 154850, 271060,----------------------------------------------------------------------------------------------------
14856410, 7139760, 1430150, 803540, 392640, 37820, 40310,----------------------------------------------------------------------------------------------------
2255800, 9672840, 4267480, 1259820, 365410, 352110, 204590,----------------------------------------------------------------------------------------------------
4327810, 8418470, 3762390, 1910590, 596490, 427290, 289240,----------------------------------------------------------------------------------------------------
17081010, 8353950, 485620, 212250, 221890, 578270, 192990,----------------------------------------------------------------------------------------------------
10742880, 4672820, 113650, 2191950, 1015480, 257250, 185520,----------------------------------------------------------------------------------------------------
18168430, 2245660, 2717250, 120070, 827880, 163680, 279070,----------------------------------------------------------------------------------------------------
4781130, 4845940, 3580090, 777660, 238440, 171550, 95960,----------------------------------------------------------------------------------------------------
9272080, 4767620, 1209020, 1979190, 355610, 423760, 204740,----------------------------------------------------------------------------------------------------
9021680, 1029150, 4517620, 2081020, 1165170, 608690, 116610,----------------------------------------------------------------------------------------------------
12200870, 6430080, 608980, 274920, 922120, 374200, 271270,----------------------------------------------------------------------------------------------------
16194670, 4764860, 823550, 938040, 865920, 172030, 172580,----------------------------------------------------------------------------------------------------
9236800, 3665010, 2913880, 1040630, 1187160, 70510, 110050,----------------------------------------------------------------------------------------------------
14621780, 968770, 3982430, 1048650, 44680, 573070, 142980,----------------------------------------------------------------------------------------------------
11157620, 2853100, 4071090, 401320, 1038180, 409060, 100080,----------------------------------------------------------------------------------------------------
4632170, 7849230, 488140, 773910, 700, 448380, 105640,----------------------------------------------------------------------------------------------------
14686030, 2101190, 2193540, 286590, 941760, 256930, 104110,----------------------------------------------------------------------------------------------------
14104330, 8099630, 3093560, 2338330, 380560, 538680, 64050,----------------------------------------------------------------------------------------------------
7093860, 7925670, 4965620, 2287040, 745500, 414120, 289060,----------------------------------------------------------------------------------------------------
1343160, 1539230, 4947420, 270460, 113870, 397850, 174200,----------------------------------------------------------------------------------------------------
3136450, 9308820, 5000, 1136540, 1235240, 208220, 126130,----------------------------------------------------------------------------------------------------
3816270, 8050750, 4437050, 1399730, 401380, 431450, 76280,----------------------------------------------------------------------------------------------------
10052510, 81380, 3412620, 2473970, 253580, 403000, 307630,----------------------------------------------------------------------------------------------------
6662880, 9838580, 2786020, 244480, 1125610, 177000, 64120,----------------------------------------------------------------------------------------------------
725310, 3055520, 172370, 847360, 1096180, 220710, 153440,----------------------------------------------------------------------------------------------------
12611960, 5244110, 1501980, 1430240, 1134000, 348640, 142920,----------------------------------------------------------------------------------------------------
786770, 5527620, 3494830, 1850110, 99520, 211380, 167920,----------------------------------------------------------------------------------------------------
14359530, 3877300, 3438520, 1313220, 6290, 360750, 52840,----------------------------------------------------------------------------------------------------
9031310, 8177260, 4517530, 285350, 572620, 166080, 262660,----------------------------------------------------------------------------------------------------
6408440, 4966560, 1245580, 150980, 682970, 455750, 276370,----------------------------------------------------------------------------------------------------
6321460, 9166390, 2131860, 1485530, 456710, 226740, 269920,----------------------------------------------------------------------------------------------------
8170790, 5646460, 1375660, 321470, 695250, 199280, 31220,----------------------------------------------------------------------------------------------------
2122890, 8091240, 4311130, 1559150, 1124000, 41900, 68550,----------------------------------------------------------------------------------------------------
9055770, 3221580, 438690, 2081030, 1072030, 447720, 196720,----------------------------------------------------------------------------------------------------
9361690, 6847680, 1219480, 1886730, 1073320, 409330, 172380,----------------------------------------------------------------------------------------------------
7478180, 9524520, 4832030, 1891970, 859230, 84640, 206080,----------------------------------------------------------------------------------------------------
4379040, 7847840, 3489490, 182160, 439680, 105140, 187810,----------------------------------------------------------------------------------------------------
14851890, 1592340, 1476860, 293150, 159120, 417150, 291950,----------------------------------------------------------------------------------------------------
10499370, 3492260, 3044130, 134120, 10320, 186790, 41840,----------------------------------------------------------------------------------------------------
10569590, 8326360, 709140, 865130, 611070, 551500, 145620,----------------------------------------------------------------------------------------------------
554310, 1092500, 4348120, 1352000, 364510, 333080, 290640,----------------------------------------------------------------------------------------------------
4294940, 8366280, 2737900, 2332000, 1179250, 406840, 223920,----------------------------------------------------------------------------------------------------
8137090, 3921540, 4852480, 1046630, 917000, 118170, 106020,----------------------------------------------------------------------------------------------------
12329970, 4070100, 722760, 1003280, 1127540, 235460, 312380,----------------------------------------------------------------------------------------------------
2837640, 7864860, 826770, 2402200, 841950, 55990, 211000,----------------------------------------------------------------------------------------------------
14560880, 4834480, 2713390, 1091420, 954090, 32590, 266080,----------------------------------------------------------------------------------------------------
15763010, 2543030, 1754690, 541390, 549130, 462500, 53640,----------------------------------------------------------------------------------------------------
17469500, 954280, 3315520, 1086200, 405320, 195580, 158350,----------------------------------------------------------------------------------------------------
16549590, 8126660, 2974300, 1337760, 1038290, 57590, 90350,----------------------------------------------------------------------------------------------------
2263560, 8315110, 1104290, 2265370, 437880, 580400, 107590,----------------------------------------------------------------------------------------------------
18016000, 9192600, 3545060, 175390, 902850, 289050, 56310,----------------------------------------------------------------------------------------------------
6458460, 3895610, 2492380, 1036890, 585650, 460090, 252670,----------------------------------------------------------------------------------------------------
533650, 977320, 408540, 232220, 821850, 229080, 85980,----------------------------------------------------------------------------------------------------
16581680, 8033320, 547850, 603090, 863240, 123490, 223820,----------------------------------------------------------------------------------------------------
3799270, 5625730, 4549720, 1675890, 310400, 580350, 27880,----------------------------------------------------------------------------------------------------
