7565240, 6969970, 1227180, 1291770, 163370, 429110, 204000,----------------------------------------------------------------------------------------------------
12435330, 5107800, 4632970, 271510, 894610, 30650, 112390,----------------------------------------------------------------------------------------------------
8114280, 3082250, 4923600, 1898530, 1189240, 175840, 301360,----------------------------------------------------------------------------------------------------
10265100, 1813010, 3175760, 296940, 1235040, 585390, 25820,----------------------------------------------------------------------------------------------------
8575580, 348080, 2057700, 87590, 1115620, 421000, 49810,----------------------------------------------------------------------------------------------------
10407650, 5679370, 3669910, 697720, 725490, 453390, 244330,----------------------------------------------------------------------------------------------------
10421600, 9207970, 4393850, 2403460, 513720, 336600, 68780,----------------------------------------------------------------------------------------------------
2511740, 7809530, 2666170, 1783420, 334810, 338380, 66160,----------------------------------------------------------------------------------------------------
18253040, 8342800, 3512890, 16700, 1027630, 95390, 174180,----------------------------------------------------------------------------------------------------
12659620, 9116380, 3279100, 1528240, 914770, 107360, 87980,----------------------------------------------------------------------------------------------------
9689670, 5760730, 4459970, 1481860, 1171710, 71390, 90380,----------------------------------------------------------------------------------------------------
13232760, 8016770, 3549150, 1351620, 751080, 607140, 304560,----------------------------------------------------------------------------------------------------
8722390, 5243780, 3616860, 486750, 967940, 10990, 83370,----------------------------------------------------------------------------------------------------
13397790, 6789170, 1669900, 926770, 148720, 543210, 76640,----------------------------------------------------------------------------------------------------
10774870, 2095820, 349810, 2003690, 407520, 127480, 271280,----------------------------------------------------------------------------------------------------
3418460, 2093080, 16790, 2446400, 379950, 570260, 292710,----------------------------------------------------------------------------------------------------
4272210, 5872960, 2606280, 1091110, 228780, 263640, 250660,----------------------------------------------------------------------------------------------------
7999280, 2410210, 26270, 1262710, 650530, 518030, 10,----------------------------------------------------------------------------------------------------
7997590, 5340460, 3299380, 408190, 62230, 321790, 58550,----------------------------------------------------------------------------------------------------
1870910, 7975470, 4495210, 987550, 200140, 16280, 280400,----------------------------------------------------------------------------------------------------
11448510, 984010, 3949990, 1706640, 911970, 422790, 200470,----------------------------------------------------------------------------------------------------
16282030, 846310, 3698760, 808920, 766250, 301440, 66440,----------------------------------------------------------------------------------------------------
2070450, 2443890, 2663910, 629260, 1242090, 28810, 277950,----------------------------------------------------------------------------------------------------
4337900, 2157200, 3178430, 1150540, 53820, 423160, 310700,----------------------------------------------------------------------------------------------------
9689700, 325900, 97690, 1952140, 1128610, 258540, 26670,----------------------------------------------------------------------------------------------------
5162610, 1645930, 3897980, 512000, 772000, 575780, 87390,----------------------------------------------------------------------------------------------------
9846160, 9255250, 2729780, 465440, 197400, 536780, 131790,----------------------------------------------------------------------------------------------------
6649080, 839180, 240930, 833020, 366320, 341740, 159050,----------------------------------------------------------------------------------------------------
11797280, 4000150, 3584930, 1194740, 631660, 14890, 7110,----------------------------------------------------------------------------------------------------
9691130, 740580, 1207030, 769440, 145760, 370480, 102860,----------------------------------------------------------------------------------------------------
19661650, 293310, 626140, 2227480, 1202120, 343140, 121080,----------------------------------------------------------------------------------------------------
4547290, 779200, 22330, 1463710, 1241200, 12320, 86040,----------------------------------------------------------------------------------------------------
19032990, 2268230, 3567420, 349920, 1021500, 288080, 17870,----------------------------------------------------------------------------------------------------
8124080, 5732310, 3006620, 658970, 502430, 391020, 209010,----------------------------------------------------------------------------------------------------
2805110, 5913460, 3643030, 1814170, 351650, 508050, 292160,----------------------------------------------------------------------------------------------------
13488650, 4123480, 3232020, 2054430, 519660, 32090, 48520,----------------------------------------------------------------------------------------------------
16882520, 3157570, 4608970, 1005360, 175180, 190140, 169280,----------------------------------------------------------------------------------------------------
9671990, 7067550, 4765610, 2341440, 616360, 551000, 231130,----------------------------------------------------------------------------------------------------
2032950, 3160180, 4439330, 382320, 783600, 51200, 306870,----------------------------------------------------------------------------------------------------
4635860, 2417800, 1680840, 2292780, 1088860, 514190, 114760,----------------------------------------------------------------------------------------------------
6366070, 4305640, 4935110, 2298580, 133440, 38460, 260510,----------------------------------------------------------------------------------------------------
7968130, 9674560, 605270, 1331530, 1022040, 7040, 198020,----------------------------------------------------------------------------------------------------
16639700, 9922600, 4812340, 2225820, 962530, 206060, 61580,----------------------------------------------------------------------------------------------------
18480910, 9895320, 3954720, 9030, 315610, 380950, 16180,----------------------------------------------------------------------------------------------------
4309460, 5328230, 4070320, 730210, 620720, 40810, 31300,----------------------------------------------------------------------------------------------------
10176370, 2799060, 1285910, 1525450, 377640, 246930, 52380,----------------------------------------------------------------------------------------------------
2660900, 666610, 3343880, 988510, 38960, 173500, 5590,----------------------------------------------------------------------------------------------------
2159330, 1859860, 3500010, 1219180, 1144650, 18950, 191930,----------------------------------------------------------------------------------------------------
14982500, 4738320, 2350990, 2058830, 1190170, 138150, 226310,----------------------------------------------------------------------------------------------------
16764360, 5961830, 4518580, 940250, 604200, 384980, 122520,----------------------------------------------------------------------------------------------------
11563580, 1329690, 1354410, 571160, 190570, 359080, 117870,----------------------------------------------------------------------------------------------------
16295720, 8804170, 1523570, 891340, 764420, 559080, 188590,----------------------------------------------------------------------------------------------------
17911620, 9157810, 2086300, 1065800, 625490, 442690, 27880,----------------------------------------------------------------------------------------------------
4078960, 2037030, 2544400, 772970, 772230, 310500, 153280,----------------------------------------------------------------------------------------------------
11512870, 1126320, 4441850, 1215560, 247700, 333480, 87000,----------------------------------------------------------------------------------------------------
4338980, 9496340, 1469090, 676680, 699790, 377060, 199320,----------------------------------------------------------------------------------------------------
8198030, 6568190, 664720, 1873820, 966060, 609790, 218390,----------------------------------------------------------------------------------------------------
19796100, 3446430, 4388230, 2489220, 662990, 461260, 307890,----------------------------------------------------------------------------------------------------
7800950, 1993010, 1439610, 2325830, 317490, 77810, 56650,----------------------------------------------------------------------------------------------------
7017290, 2293630, 999480, 863400, 205450, 540950, 180270,----------------------------------------------------------------------------------------------------
13763610, 2882960, 490510, 552110, 897810, 102540, 27110,----------------------------------------------------------------------------------------------------
6989020, 5578130, 4234150, 821870, 1055490, 549960, 68680,----------------------------------------------------------------------------------------------------
3289590, 2819880, 3317970, 146270, 210810, 191340, 252600,----------------------------------------------------------------------------------------------------
18256920, 4835250, 3192260, 1675060, 297090, 315370, 96710,----------------------------------------------------------------------------------------------------
13023110, 1697900, 1604000, 2318100, 335800, 285700, 197180,----------------------------------------------------------------------------------------------------
9037450, 2159570, 3515900, 2044330, 148820, 135010, 80760,----------------------------------------------------------------------------------------------------
10961560, 3179260, 2202750, 2094710, 1150710, 89330, 197630,----------------------------------------------------------------------------------------------------
14902400, 2832640, 2611040, 1963710, 894250, 421380, 26170,----------------------------------------------------------------------------------------------------
6096940, 5587620, 1091550, 764110, 727290, 206560, 43210,----------------------------------------------------------------------------------------------------
15932680, 2208210, 4310, 1161330, 399680, 442510, 11840,----------------------------------------------------------------------------------------------------
4915070, 6321940, 454060, 445470, 579730, 121130, 240680,----------------------------------------------------------------------------------------------------
19092870, 4348070, 2782400, 470930, 155140, 168620, 247880,----------------------------------------------------------------------------------------------------
11072660, 5482580, 2254840, 1794860, 1183100, 521630, 297310,----------------------------------------------------------------------------------------------------
8604320, 4142370, 4618320, 2108420, 44190, 491040, 267670,----------------------------------------------------------------------------------------------------
1863190, 2277550, 2442260, 423110, 314710, 30690, 56170,----------------------------------------------------------------------------------------------------
15565310, 9022970, 3921300, 1524990, 547620, 247220, 167740,----------------------------------------------------------------------------------------------------
11313360, 5906700, 3357910, 756330, 506290, 150450, 172590,----------------------------------------------------------------------------------------------------
317950, 15030, 3183860, 108760, 937540, 463110, 32960,----------------------------------------------------------------------------------------------------
7762120, 5876680, 4488590, 1959830, 1056100, 442890, 108490,----------------------------------------------------------------------------------------------------
3649460, 2149780, 4290110, 606370, 1213580, 442120, 252500,----------------------------------------------------------------------------------------------------
10994080, 7826430, 4648610, 2384870, 1030800, 499360, 130150,----------------------------------------------------------------------------------------------------
14948900, 3683010, 2517220, 139240, 419760, 104560, 126640,----------------------------------------------------------------------------------------------------
17758270, 8769340, 391650, 137780, 479680, 319720, 14390,----------------------------------------------------------------------------------------------------
11593430, 3257260, 1277180, 2366510, 345360, 348320, 4740,----------------------------------------------------------------------------------------------------
15435850, 9739380, 156990, 422260, 1149710, 67570, 234180,----------------------------------------------------------------------------------------------------
19728050, 8658620, 4432290, 1471370, 164950, 586230, 17550,----------------------------------------------------------------------------------------------------
19583700, 5131750, 3212610, 1586580, 871490, 566290, 233420,----------------------------------------------------------------------------------------------------
12746690, 8959300, 4071040, 2371990, 771760, 1720, 127920,----------------------------------------------------------------------------------------------------
7429500, 8274570, 2342800, 1791660, 1048850, 403340, 3340,----------------------------------------------------------------------------------------------------
17649430, 7056170, 1111150, 1552850, 1061550, 410630, 156660,----------------------------------------------------------------------------------------------------
19065670, 1743500, 2411760, 679380, 32320, 183080, 33130,----------------------------------------------------------------------------------------------------
4104650, 653060, 2821360, 1350320, 172860, 214130, 155750,----------------------------------------------------------------------------------------------------
238900, 2775150, 4146230, 2030570, 699220, 592530, 194150,----------------------------------------------------------------------------------------------------
