16420440, 775400, 746670, 1654000, 614240, 10020, 10080,----------------------------------------------------------------------------------------------------
14186300, 6975700, 2905700, 1401620, 195290, 309380, 3660,----------------------------------------------------------------------------------------------------
12250160, 4247720, 1300270, 1883380, 942290, 6420, 52090,----------------------------------------------------------------------------------------------------
19785640, 9445750, 762130, 1571770, 1075740, 178810, 248210,----------------------------------------------------------------------------------------------------
533560, 4276980, 2568210, 1885420, 1017460, 213080, 188650,----------------------------------------------------------------------------------------------------
1188850, 3023000, 292950, 1672650, 790690, 180040, 270530,----------------------------------------------------------------------------------------------------
16735020, 1948770, 3613620, 2383210, 562230, 449380, 298860,----------------------------------------------------------------------------------------------------
15148200, 3977780, 1777010, 394770, 763550, 75610, 270480,----------------------------------------------------------------------------------------------------
13913340, 6435110, 4226790, 9840, 853890, 436530, 247010,----------------------------------------------------------------------------------------------------
14923210, 6845810, 1543350, 912440, 459230, 439010, 143150,----------------------------------------------------------------------------------------------------
1038690, 7791000, 2582480, 752880, 642060, 129550, 95690,----------------------------------------------------------------------------------------------------
17624470, 8638490, 1004090, 1429940, 424840, 550180, 107380,----------------------------------------------------------------------------------------------------
16552050, 4348730, 2629810, 2027690, 61650, 215970, 65110,----------------------------------------------------------------------------------------------------
4150030, 4566500, 1130510, 248240, 329150, 76530, 275930,----------------------------------------------------------------------------------------------------
5519930, 1343760, 4564920, 390270, 463390, 412800, 275230,----------------------------------------------------------------------------------------------------
5482160, 4824720, 341460, 554440, 38300, 63350, 214260,----------------------------------------------------------------------------------------------------
14338710, 7435310, 1676010, 2237700, 883010, 89740, 248990,----------------------------------------------------------------------------------------------------
16059680, 7000690, 4715690, 1316620, 631960, 551310, 6490,----------------------------------------------------------------------------------------------------
18066900, 3510950, 2945080, 1486140, 146370, 611710, 173950,----------------------------------------------------------------------------------------------------
18726620, 2678430, 4017350, 313780, 1238220, 171730, 208890,----------------------------------------------------------------------------------------------------
2684960, 294080, 3110920, 598550, 12110, 191740, 177480,----------------------------------------------------------------------------------------------------
10459130, 6286930, 4878520, 1179360, 627060, 426130, 206210,----------------------------------------------------------------------------------------------------
18859630, 5506230, 65650, 961700, 356290, 176140, 304070,----------------------------------------------------------------------------------------------------
7924060, 5598700, 1059180, 328360, 823760, 608480, 35380,----------------------------------------------------------------------------------------------------
16983700, 6102860, 4012840, 1476370, 1223520, 130670, 28190,----------------------------------------------------------------------------------------------------
18629660, 4761400, 4453550, 2089730, 365080, 263010, 159760,----------------------------------------------------------------------------------------------------
17368210, 2205360, 424720, 2121170, 989020, 37590, 229510,----------------------------------------------------------------------------------------------------
792360, 7373660, 10380, 2043110, 1105310, 472780, 145300,----------------------------------------------------------------------------------------------------
10970440, 3098830, 2500680, 1576060, 596060, 342730, 66740,----------------------------------------------------------------------------------------------------
15255600, 7297120, 613920, 2487790, 790270, 352080, 101410,----------------------------------------------------------------------------------------------------
13118200, 3707930, 3239500, 1130500, 92030, 51250, 30410,----------------------------------------------------------------------------------------------------
7164770, 920590, 2757160, 504900, 686440, 251530, 44120,----------------------------------------------------------------------------------------------------
