2045720, 4198460, 3852940, 399050, 816450, 616560, 300570,----------------------------------------------------------------------------------------------------
11559570, 8497330, 3108160, 1832250, 322970, 235960, 111910,----------------------------------------------------------------------------------------------------
2246910, 9820410, 1359590, 1661200, 543170, 115210, 146620,----------------------------------------------------------------------------------------------------
18099590, 7785120, 3303450, 1753940, 1154530, 261840, 149150,----------------------------------------------------------------------------------------------------
13539330, 2552240, 4133450, 1033280, 75320, 198870, 87800,----------------------------------------------------------------------------------------------------
2327430, 760550, 2989340, 309020, 1085790, 50880, 181230,----------------------------------------------------------------------------------------------------
5396550, 977040, 2791510, 1766050, 835280, 411750, 301120,----------------------------------------------------------------------------------------------------
10457020, 4947990, 1686870, 1228980, 698390, 54050, 42770,----------------------------------------------------------------------------------------------------
18234220, 983360, 1834590, 1915680, 439280, 605450, 50710,----------------------------------------------------------------------------------------------------
3095720, 5583300, 3868910, 1573800, 217530, 478380, 184650,----------------------------------------------------------------------------------------------------
4169570, 215600, 3819020, 731270, 1130640, 129200, 150840,----------------------------------------------------------------------------------------------------
11042460, 8331710, 1013880, 1093110, 1105620, 404720, 85020,----------------------------------------------------------------------------------------------------
3342130, 6993570, 883790, 1708690, 1149580, 281100, 47750,----------------------------------------------------------------------------------------------------
17588350, 3874410, 1393730, 148550, 263430, 515440, 58810,----------------------------------------------------------------------------------------------------
1521030, 3956230, 2251870, 770370, 619050, 564040, 96100,----------------------------------------------------------------------------------------------------
12667130, 1856140, 456420, 2028340, 91920, 329290, 206210,----------------------------------------------------------------------------------------------------
1362840, 5397230, 2908450, 769510, 772060, 461570, 189560,----------------------------------------------------------------------------------------------------
14720670, 9903750, 3629280, 1653190, 814310, 398910, 251670,----------------------------------------------------------------------------------------------------
19319830, 8223790, 1301070, 1529430, 354160, 62060, 202160,----------------------------------------------------------------------------------------------------
886070, 5788970, 2350550, 1717290, 76980, 345280, 179410,----------------------------------------------------------------------------------------------------
7803780, 9983030, 2852600, 204550, 377520, 154480, 84990,----------------------------------------------------------------------------------------------------
12466550, 6109220, 1176910, 1253650, 323860, 300690, 67730,----------------------------------------------------------------------------------------------------
5745880, 3448220, 4152950, 1411040, 1208820, 206010, 261670,----------------------------------------------------------------------------------------------------
13737020, 8011870, 748370, 1518760, 1053310, 499340, 273150,----------------------------------------------------------------------------------------------------
7685040, 6128920, 2888200, 652460, 513090, 81630, 116900,----------------------------------------------------------------------------------------------------
17822800, 3496810, 2854990, 654680, 255950, 356300, 241160,----------------------------------------------------------------------------------------------------
17112470, 6648780, 912910, 849330, 1162940, 178930, 100650,----------------------------------------------------------------------------------------------------
5312870, 1050760, 3844280, 488310, 1133210, 78950, 308700,----------------------------------------------------------------------------------------------------
2154300, 4337610, 133280, 1240210, 390960, 594780, 25750,----------------------------------------------------------------------------------------------------
19048210, 8700510, 1865290, 1211880, 328400, 118440, 52710,----------------------------------------------------------------------------------------------------
1919850, 5303170, 445510, 1420820, 601200, 180550, 189400,----------------------------------------------------------------------------------------------------
11703050, 7359300, 4652620, 1398440, 1114890, 197360, 300140,----------------------------------------------------------------------------------------------------
12950970, 8719940, 1873960, 656320, 659610, 106850, 216630,----------------------------------------------------------------------------------------------------
